  0:   46| [55] [√After Chapter3]
  1:   53| [47] [渡瀬]
  2:   56| [45] [「――よし、完璧だ！」]
  3:  118| [47] [洵]
  4:  121| [45] [「や……やった！　やったやったやったよぉ！」]
  5:  126| [45] [隙間は狭いが、体の大きな渡瀬でも充分通れそうだ。]
  6:  131| [45] [その向こうの暗がりに、リフトのコントロールパネルらしきものが見える。]
  7:  158| [47] [ユウリ]
  8:  161| [45] [「よかった……！」]
  9:  189| [47] [恵那]
 10:  192| [45] [「ね？　これでもう安心よ」]
 11:  311| [47] [宇喜多]
 12:  314| [45] [「どうやら、上手く行ったようだね？」]
 13:  322| [47] [風見]
 14:  325| [45] [「えぇ、すみませんでした宇喜多さん。民間の方に手伝っていただいて」]
 15:  351| [47] [宇喜多]
 16:  354| [45] [「いやなに、ここから脱出できるなら何でもするさ」]
 17:  359| [45] [問題のゲートが通れるようになった事で、みんなの表情は明るかった。]
 18:  448| [45] [渡瀬の顔にも、自然と笑みが浮かぶ。]
 19:  453| [47] [渡瀬]
 20:  454| [45] [（よかった……ようやく、脱出経路が確保できた）]
 21:  459| [45] [要救助者はまだ全員見つかったわけではないが、これで少なくともユウリ・恵那・宇喜多を脱出させる事はできる。]
 22:  464| [45] [そうすればＡＤの数ももう心配ない。外からレスキュー隊の仲間を呼ぶ事もできるだろう。]
 23:  469| [45] [渡瀬は安堵しつつ、メンバーの顔を見回し――]
 24:  562| [45] [そして風見に歩み寄り、囁いた。]
 25:  570| [47] [渡瀬]
 26:  573| [45] [「やったな、橘」]
 27:  599| [47] [風見]
 28:  602| [45] [「え……」]
 29:  610| [47] [渡瀬]
 30:  613| [45] [「お前のおかげだ。みんなをここまで引っ張ってくれたからだよ」]
 31:  639| [47] [風見]
 32:  642| [45] [「い、いえ……隊長のお力があればこそです」]
 33:  647| [45] [風見は照れているのか、頬をかすかに赤らめて言う。]
 34:  713| [45] [そして洵に笑いかけた。]
 35:  721| [47] [渡瀬]
 36:  724| [45] [「やったな、守部！」]
 37:  750| [47] [洵]
 38:  753| [45] [「うん！」]
 39:  779| [47] [洵]
 40:  782| [45] [「それもこれも、全部このエンジンカッターのお陰だね？」]
 41:  790| [47] [渡瀬]
 42:  793| [45] [「お前、本当にそれが好きだな。目が怖いぞ」]
 43:  819| [47] [洵]
 44:  822| [45] [「てへっ、よく言われるよ」]
 45:  827| [45] [洵は照れたように笑い、渡瀬も笑みを返す。]
 46:  893| [45] [そして恵那に歩み寄り、言った。]
 47:  901| [47] [渡瀬]
 48:  904| [45] [「先生、今までありがとな」]
 49:  930| [47] [恵那]
 50:  933| [45] [「え……？」]
 51:  941| [47] [渡瀬]
 52:  944| [45] [「ここまで色々と、オレのことを励ましてくれただろ？」]
 53:  970| [47] [恵那]
 54:  973| [45] [「……いいのよ別に、そんなこと」]
 55:  981| [47] [渡瀬]
 56:  984| [45] [「脱出経路はこれで確保できた。あとはあんたの生徒を、早いとこ保護してやらなきゃな」]
 57: 1010| [47] [恵那]
 58: 1013| [45] [「ええ。頼りにしてるわよ、隊長さん」]
 59: 1018| [45] [恵那につんと胸をつつかれ、渡瀬は笑ってうなずく。]
 60: 1084| [45] [そしてユウリに笑いかけた。]
 61: 1092| [47] [渡瀬]
 62: 1095| [45] [「ユウリ、ここまでよく頑張ったな」]
 63: 1121| [47] [ユウリ]
 64: 1124| [45] [「えっ……」]
 65: 1132| [47] [渡瀬]
 66: 1135| [45] [「もう何も心配ない。外でゆっくり休んでてくれ」]
 67: 1161| [47] [ユウリ]
 68: 1164| [45] [「は、はい……」]
 69: 1190| [47] [ユウリ]
 70: 1193| [45] [「隊長さん、今までありがとうございました」]
 71: 1201| [47] [渡瀬]
 72: 1204| [45] [「よせよ、ユウリ。それじゃあ今生の別れみたいだろ？」]
 73: 1209| [45] [渡瀬は苦笑し、ユウリの頭を撫でる。]
 74: 1274| [45] [そして宇喜多に言った。]
 75: 1282| [47] [渡瀬]
 76: 1285| [45] [「やったな、おっさん」]
 77: 1311| [47] [宇喜多]
 78: 1314| [45] [「あぁ、まだ問題は多いが……とりあえずこれで良しとしよう」]
 79: 1322| [47] [渡瀬]
 80: 1325| [45] [「そうだな……残りの要救助者の件もあるし……」]
 81: 1351| [47] [宇喜多]
 82: 1354| [45] [「うむ……」]
 83: 1359| [45] [宇喜多が暗い表情で言う。]
 84: 1364| [47] [渡瀬]
 85: 1365| [45] [（……そうか、おっさんは……むしろこれからが大変なんだろうな）]
 86: 1370| [45] [メルトダウンなどという大事故を起こしてしまった以上、宇喜多たち職員は、後ほど何らかの責任を取らされるに違いない。]
 87: 1375| [45] [その重責の中で、宇喜多は命がけの脱出に取り組んでいたのだ。]
 88: 1380| [47] [渡瀬]
 89: 1381| [45] [（おっさんにはおっさんの心労があったんだろうな……）]
 90: 1386| [45] [渡瀬はねぎらうように、宇喜多の肩を叩く。]
 91: 1472| [45] [それから他の皆に目をやった。]
 92: 1477| [45] [誰もがススや埃まみれで、だけどみんな笑顔だった。]
 93: 1523| [45] [――皆のおかげで、誰も欠けずに、ここまで来る事ができた。]
 94: 1528| [45] [幾度となく諦めかけても、決してくじけることなく。]
 95: 1533| [47] [渡瀬]
 96: 1534| [45] [（どれだけ絶望的な状況下でも……人は諦めず、前に進む意思を持つ事ができるんだな）]
 97: 1539| [45] [心の奥底から湧き上がる、生きる意志。]
 98: 1544| [45] [それこそが、この絶望の中に瞬く、たったひとつの希望の光に思えた。]
 99: 1549| [47] [渡瀬]
100: 1550| [45] [（……希望ってのは、脱出口とかＡＤとか、そんな細かなものじゃないんだ）]
101: 1555| [47] [渡瀬]
102: 1556| [45] [（ここにいる皆が……手を取り合って歩く仲間がいるって事が、希望なんだ）]
103: 1561| [45] [そう思うと、渡瀬の胸は熱くなった。]
104: 1566| [45] [こみ上げるものを抑えつつ、声を上げる。]
105: 1593| [47] [渡瀬]
106: 1596| [45] [「よーし、そんじゃ脱出するか！」]
107: 1604| [47] [洵]
108: 1607| [45] [「じゃああたしが先に入って、安全を確かめるよ！」]
109: 1633| [47] [風見]
110: 1636| [45] [「頼みますよ、守部！」]
111: 1662| [47] [洵]
112: 1665| [45] [「はーい、まかせてー」]
113: 1679| [45] [皆が見守る中、洵は上機嫌で、その隙間にもぐりこんだ。]
114: 1684| [45] [――だが、]
115: 1689| [45] [その直後――]
116: 1767| [47] [洵]
117: 1770| [45] [「きゃああああああっ！」]
118: 1775| [45] [ゲートの向こうの暗がりから、洵の絶叫が聞こえた。]
119: 1783| [47] [渡瀬]
120: 1786| [45] [「っ！？」]
121: 1812| [47] [風見]
122: 1815| [45] [「守部、何ごとですか！？」]
123: 1829| [45] [渡瀬たちは息を呑み、その隙間にもぐりこんだ。]
124: 1926| [45] [――そこには６畳ほどの空間があった。]
125: 1931| [45] [奥には文書に記されていた通り、人が乗れるほどの大きな資材搬出用のリフトがある。]
126: 1954| [45] [その前に、洵が立ち尽くしていた。]
127: 2016| [47] [渡瀬]
128: 2019| [45] [「守部、何があった！？」]
129: 2027| [47] [洵]
130: 2030| [45] [「こ……ここにも……！」]
131: 2035| [45] [洵は震える声で言い、リフトの脇を指し示す。]
132: 2090| [47] [渡瀬]
133: 2093| [45] [「なっ……！」]
134: 2098| [45] [それを見た渡瀬は、言葉を失った。]
135: 2272| [45] [――そこには、少女の死体があったのだ。]
136: 2280| [47] [渡瀬]
137: 2283| [45] [「だ、誰なんだこの子は……」]
138: 2291| [47] [渡瀬]
139: 2294| [45] [「その……『鳥羽ましろ』って子、か……？」]
140: 2299| [45] [しかし恵那は蒼白な顔で、ぼそりと答える。]
141: 2307| [47] [恵那]
142: 2310| [45] [「違うわ……！」]
143: 2318| [47] [渡瀬]
144: 2321| [45] [「何！？」]
145: 2329| [47] [渡瀬]
146: 2332| [45] [「じゃ、じゃあ……誰の……！？」]
147: 2337| [45] [誰も知らない、そして話にさえ出てこなかった少女の死体。]
148: 2342| [45] [彼女の腹には、穴が穿たれていた。]
149: 2347| [47] [渡瀬]
150: 2348| [45] [（……銃創……！）]
151: 2353| [45] [そこから溢れた血は、すでにどす黒く乾いている。]
152: 2358| [45] [間違いなく他殺体だった。]
153: 2363| [45] [いつごろ撃たれ、いつ頃死んだのだろうか。そして――]
154: 2368| [47] [渡瀬]
155: 2369| [45] [（この子はなぜ、誰に殺された……！？）]
156: 2374| [45] [少女の顔には、なんの表情も浮かんでいない。恐怖も苦痛も見て取れない。]
157: 2379| [45] [ただ虚ろな眼で、床を見つめている。]
158: 2384| [45] [誰もが戸惑い、黙り込んだ。]
159: 2389| [45] [やがて宇喜多が、何かに気づいたように言う。]
160: 2397| [47] [宇喜多]
161: 2400| [45] [「……あ！」]
162: 2405| [45] [宇喜多は、ふらりとパネルに歩み寄った。]
163: 2410| [45] [少女の傍らにある、リフトのコントロールパネルは――]
164: 2415| [47] [渡瀬]
165: 2416| [45] [（！！）]
166: 2421| [45] [完全に破壊されていた。]
167: 2426| [45] [まるで誰かが、意図的に壊したかのように！]
168: 2431| [47] [宇喜多]
169: 2432| [45] [「……」]
170: 2437| [45] [宇喜多が無言で、それを操作しようとする。]
171: 2442| [45] [だがスイッチを押しても、何も起こらない。リフトはただ沈黙している。]
172: 2447| [45] [やがて諦めたようにパネルを叩き、そして首を振った。]
173: 2452| [45] [静寂がその狭い部屋に満ちる。]
174: 2460| [47] [ユウリ]
175: 2463| [45] [「……どうして……」]
176: 2468| [45] [沈黙を破ったのは、ユウリだった。]
177: 2476| [47] [ユウリ]
178: 2479| [45] [「どうして、こんな事に……！」]
179: 2484| [45] [戸惑いと絶望の入り混じった声が、その狭い部屋に響き渡る。]
180: 2489| [45] [誰も何も答えられなかった。]
181: 2494| [45] [渡瀬たちはただ呆然と、そこに立ち尽くしていた……。]
