  0:   71| [55] [√Double Chapter2]
  1:   83| [45] [――夏彦は銃を握り締め、渡瀬を見据えた。]
  2:   88| [45] [その表情と言葉には、偽りは一切なさそうに見える。]
  3:   93| [47] [夏彦]
  4:   94| [45] [（やっぱりこいつは、善性の塊みたいな奴なんだ……ちょっと不器用だとは思うけど）]
  5:   99| [45] [夏彦と心が繋がった事くらいで、これほど高潔な人格が生まれるとは思えなかった。]
  6:  104| [45] [殺人鬼が、記憶を失った事により別人のように生まれ変わったものの、それはあくまでかりそめの性格。]
  7:  109| [45] [渡瀬の本性はあくまでも悪人なのだと、ずっと思っていたが――]
  8:  198| [47] [夏彦]
  9:  199| [45] [（逆、なんじゃないのか……？）]
 10:  230| [47] [夏彦]
 11:  231| [45] [（渡瀬の本性が善人で、あの記憶を失う前の渡瀬こそが、かりそめの性格だったとしたら？）]
 12:  285| [47] [夏彦]
 13:  286| [45] [（あの時の渡瀬は『何らかの理由で』、凶暴な人物になっていたとしたら……？）]
 14:  291| [45] [そう考えると、腑に落ちる点が多いのだ。]
 15:  305| [47] [夏彦]
 16:  306| [45] [（いや、渡瀬だけじゃない……）]
 17:  398| [47] [夏彦]
 18:  399| [45] [（考えてみれば、洵さんや橘さんやおじさんがおかしくなっているのも、渡瀬の人格変貌に似ている気がする）]
 19:  404| [47] [夏彦]
 20:  405| [45] [（何か外部的な要因で、皆が凶暴化させられているのだとしたら……）]
 21:  410| [47] [夏彦]
 22:  411| [45] [（渡瀬もその被害者の１人に過ぎないんじゃないか！？）]
 23:  419| [45] [今まで信じ込んできた『本来の渡瀬＝凶悪なテロリスト』という構図が、急に怪しく思えてきた。]
 24:  475| [45] [しかし、では渡瀬はなぜ銃を持っていたのか。]
 25:  480| [45] [テロリストでもなければ、銃をこの施設に持ち込むわけがない。]
 26:  530| [45] [渡瀬の正体は何者で、いつから凶暴化したのか？]
 27:  535| [45] [そもそも何の目的で、この施設にやってきたのか？]
 28:  551| [45] [――その疑問の答えは全て、彼の記憶の中にある予感がした。]
 29:  577| [47] [夏彦]
 30:  580| [45] [「……わかりました、隊長さん。あなたの記憶を戻しましょう」]
 31:  606| [47] [渡瀬]
 32:  609| [45] [「……頼めるか？」]
 33:  617| [47] [夏彦]
 34:  620| [45] [「えぇ。消したのはぼくです、戻すのもぼくがやります」]
 35:  653| [45] [夏彦がそう言った時、悠里がはっとして声を上げた。]
 36:  686| [47] [悠里]
 37:  689| [45] [「待ってひこりん！　わたしがやるよ！」]
 38:  697| [47] [夏彦]
 39:  700| [45] [「悠里が？」]
 40:  708| [47] [悠里]
 41:  711| [45] [「だってひこりん、消した記憶の修復なんてした事ないでしょう？」]
 42:  719| [47] [夏彦]
 43:  722| [45] [「記憶改竄なら、ちょっとだけ経験がある。なんとかやってやるよ」]
 44:  748| [47] [悠里]
 45:  751| [45] [「でも不安だよ。だったらわたしが代わりに……」]
 46:  759| [47] [夏彦]
 47:  762| [45] [「駄目だ悠里、それは危険だ」]
 48:  767| [45] [夏彦は頑強に抵抗した。]
 49:  831| [47] [夏彦]
 50:  834| [45] [「……前に隊長さんの記憶に潜った時、ぼくはあの人の心に存在する膨大な『悪意』にさらされた」]
 51:  842| [47] [夏彦]
 52:  845| [45] [「ぼく自身、心を侵食されてしまいそうなほどの……」]
