  0:   51| [55] [√Double Chapter 6]
  1:   93| [47] [Natsuhiko]
  2:   96| [45] ["Wh... what kind of joke is this, Watase!?"]
  3:  101| [45] [Natsuhiko opened his eyes wide and shouted.]
  4:  106| [45] [Watase had his gun pointed at them.]
  5:  111| [45] [Natsuhiko couldn't believe his eyes.]
  6:  119| [47] [Natsuhiko]
  7:  122| [45] ["We finally all made it out alive! What do you think you're doing!?"]
  8:  157| [47] [Watase]
  9:  160| [45] ["... Sorry, Natsuhiko. It's my mission."]
 10:  168| [47] [Watase]
 11:  171| [45] ["To bring Yuuri back to Q."]
 12:  206| [47] [Yuuri]
 13:  209| [45] ["N.... no way...!"]
 14:  214| [45] [Yuuri's voice cracked.]
 15:  219| [45] [Natsuhiko shouted furiously.]
 16:  293| [47] [Natsuhiko]
 17:  296| [45] ["Watase!! Why are you so fixated on Q!?"]
 18:  304| [47] [Natsuhiko]
 19:  307| [45] ["Your true nature isn't a terrorist at all, right!?"]
 20:  315| [47] [Natsuhiko]
 21:  318| [45] ["You dedicated your life to saving people, didn't you!?"]
 22:  326| [47] [Natsuhiko]
 23:  329| [45] ["So how... how can you say that!?"]
 24:  364| [47] [Watase]
 25:  367| [45] ["... That's exactly why I have to."]
 26:  375| [47] [Watase]
 27:  378| [45] ["In these nine hours, I came in touch with everyone's pasts."]
 28:  386| [47] [Watase]
 29:  389| [45] ["And little by little, I came to understand everyone."]
 30:  397| [47] [Watase]
 31:  400| [45] ["But... the more I confronted everyone's feelings, the more I came to harbor a certain thought."]
 32:  435| [47] [Natsuhiko]
 33:  438| [45] ["A thought...?"]
 34:  473| [47] [Watase]
 35:  476| [45] ["A thought about how this city's gone mad beyond control."]
 36:  484| [47] [Watase]
 37:  487| [45] ["You think so too, don't you?"]
 38:  495| [47] [Natsuhiko]
 39:  498| [45] ["...!"]
 40:  555| [47] [Watase]
 41:  558| [45] ["The Rokumei City government has turned my life, yours, and everyone else's into living madness."]
 42:  613| [47] [Watase]
 43:  616| [45] ["Over the course of years, they've stolen various things from us."]
 44:  658| [47] [Watase]
 45:  661| [45] ["... The destruction of LABO probably won't even phase them that much in the long run."]
 46:  669| [47] [Watase]
 47:  672| [45] ["They'll just rebuild a similar facility, reconstruct its systems, and keep this mad world turning."]
 48:  680| [47] [Watase]
 49:  683| [45] ["And the only one who can stop them is probably Q..."]
 50:  718| [47] [Natsuhiko]
 51:  721| [45] ["What!? What about Prof. Tsubakiyama and the ESP Bureau, or--"]
 52:  756| [47] [Watase]
 53:  759| [45] ["The ESP Bureau's inaction up until this point has allowed these tragedies to continue, hasn't it?"]
 54:  794| [47] [Natsuhiko]
 55:  797| [45] ["..."]
 56:  871| [47] [Watase]
 57:  874| [45] ["But if Q gets a Communicator on their side, it'll turn the situation about on its head."]
 58:  882| [47] [Watase]
 59:  885| [45] ["I'm sure they'll be able to bring the Rokumei City government and LABO's top brass to judgment."]
 60:  893| [47] [Watase]
 61:  896| [45] ["So, Yuuri--"]
 62:  904| [47] [Watase]
 63:  907| [45] ["Please join us in our fight."]
 64:  942| [47] [Natsuhiko]
 65:  945| [45] ["What...? You really think she can do that!?"]
 66:  953| [47] [Natsuhiko]
 67:  956| [45] ["If Yuuri went along with the likes of you, that'll make her a terrorist... a wanted criminal, you know!?"]
 68:  964| [47] [Natsuhiko]
 69:  967| [45] ["She'd face countless dangers and become unable to return to this town!"]
 70:  975| [47] [Natsuhiko]
 71:  978| [45] ["Even if it means breaking a promise, that is the one thing I cannot approve of!"]
