  0:   44| [55] [√Double Chapter 6]
  1:   55| [45] [Watase explained the details about the bomb to Natsuhiko and the others.]
  2:   60| [45] [About why they couldn't disarm it, and why the lockdown timer was off.]
  3:   65| [45] [And how at this rate, everyone would die in the explosion--!]
  4:  134| [47] [Natsuhiko]
  5:  137| [45] ["You can't be serious...!"]
  6:  142| [45] [The news shook up Natsuhiko's group. They all began to speak with quivering voices.]
  7:  168| [47] [Yuuri]
  8:  171| [45] ["So you're saying we'll all die if we stay here!?"]
  9:  197| [47] [Mashiro]
 10:  200| [45] ["Th-then we've gotta think of a way to get out of here!"]
 11:  226| [47] [Ena]
 12:  229| [45] ["D-don't be ridiculous... We searched the place for six hours and found nothing...!"]
 13:  234| [47] [Watase]
 14:  235| [45] ["..."]
 15:  240| [45] [Watase fell silent.]
 16:  245| [47] [Watase]
 17:  246| [45] [(It really is ridiculous...!)]
 18:  251| [45] [They had little time left.]
 19:  256| [45] [Watase realized he couldn't think of anything as he held the amnesiac Kazami in his arms.]
 20:  364| [47] [Watase]
 21:  365| [45] [(... But we've still got to do something...)]
 22:  370| [47] [Watase]
 23:  371| [45] [(The bomb is my responsibility.)]
 24:  376| [47] [Watase]
 25:  377| [45] [(So I have to save everyone here...!)]
 26:  384| [45] [The time was "6:02 PM".]
 27:  389| [45] [Only 15 minutes left until the bomb went off.]
 28:  394| [45] [Watase had come up with an escape plan back in Area Zero, but--]
 29:  399| [47] [Watase]
 30:  400| [45] [(... It's too dangerous to risk bringing up the idea, what with the situation the way it is.)]
 31:  405| [47] [Watase]
 32:  406| [45] [(It would just cause everyone to panic more.)]
 33:  411| [45] [He gave up on that idea.]
 34:  416| [45] [Natsuhiko bitterly spoke to Watase.]
 35:  442| [47] [Natsuhiko]
 36:  445| [45] ["Watase... what do you plan to do?"]
 37:  453| [47] [Watase]
 38:  456| [45] ["... At any rate, we'll all die if we stay here."]
 39:  464| [47] [Watase]
 40:  467| [45] ["Let's at least evacuate to a slightly safer place."]
 41:  493| [47] [Natsuhiko]
 42:  496| [45] ["A safer place?"]
 43:  501| [45] [Watase nodded.]
 44:  509| [47] [Watase]
