  0:   10| [55] [√Double Chapter6]
  1:   21| [45] [だから、夏彦は――決断を下した。]
  2:   26| [47] [夏彦]
  3:   27| [45] [（ぼくが残ろう……）]
  4:   32| [47] [夏彦]
  5:   33| [45] [（ぼくと、渡瀬と、宇喜多のおじさんが残るんだ……！）]
  6:   38| [45] [渡瀬たちの覚悟は理解できるし、誰が説得しても聞きそうにない。]
  7:  131| [45] [だから夏彦は、渡瀬にテレパシーを送った。]
  8:  136| [47] [夏彦]
  9:  139| [45] [《渡瀬……何も言わず、そのまま聞け》]
 10:  165| [47] [渡瀬]
 11:  168| [45] [「！？」]
 12:  176| [47] [夏彦]
 13:  179| [45] [《ぼくも下に残る。女の子たちを逃がしてやろう》]
 14:  240| [47] [渡瀬]
 15:  243| [45] [「……っ」]
 16:  273| [45] [渡瀬が夏彦を盗み見る。]
 17:  278| [45] [『お前はそれでいいのか？』と問いかけている目だった。]
 18:  283| [45] [夏彦は奥歯を噛む。]
 19:  288| [45] [……それでいいわけはないからだ。]
 20:  293| [47] [夏彦]
 21:  294| [45] [（ぼくだって、嫌だよ……！）]
 22:  299| [47] [夏彦]
 23:  300| [45] [（死にたいわけないじゃないか……！）]
 24:  368| [45] [だが、夏彦は約束したのだ。]
 25:  373| [45] [『絶対に悠里を、外に出してやる』と。]
 26:  455| [45] [かつて自分に誓ったのだ。]
 27:  460| [45] [これから何があっても、絶対２人を護ろうと。]
 28:  477| [45] [――それを反故にしたくはなかった。]
 29:  482| [45] [それがずっと、皆に護られてきた夏彦の――]
 30:  487| [47] [夏彦]
 31:  488| [45] [（せめてもの、恩返しだ……）]
 32:  493| [45] [夏彦はそう思い、渡瀬に笑みを返した。]
 33:  548| [47] [夏彦]
 34:  551| [45] [《……いいんだ。他に方法はない》]
 35:  559| [47] [夏彦]
 36:  562| [45] [《問題はぼくが残ると言っても、悠里たちが絶対納得しないって事だけど――》]
 37:  570| [47] [夏彦]
 38:  573| [45] [《非常手段だ。悠里・ましろ・サリュは、お前が気絶させてくれ》]
 39:  581| [47] [夏彦]
 40:  584| [45] [《そして橘さんたちをなんとか説得して、悠里たちを外まで運んでいってもらうんだ》]
 41:  678| [47] [渡瀬]
 42:  681| [45] [「……！」]
 43:  704| [45] [渡瀬は何も言わず、しばらく黙り込んだ。]
 44:  727| [45] [だがやがて、意を決したようにうなずく。]
 45:  735| [47] [渡瀬]
 46:  738| [45] [「……わかった」]
 47:  824| [45] [その囁きを聞いて、夏彦は宇喜多にも同様のテレパシーを送った。]
 48:  850| [47] [夏彦]
 49:  853| [45] [《おじさん、ぼくも地下に残ります》]
 50:  914| [47] [宇喜多]
 51:  917| [45] [「なっ……」]
 52:  925| [47] [夏彦]
 53:  928| [45] [《いま渡瀬が悠里・ましろ・サリュを気絶させます。そして橘さんに運んでいってもらいます》]
 54:  969| [47] [宇喜多]
 55:  972| [45] [「し、しかしそれで君は――」]
 56: 1005| [45] [その宇喜多の声に弾かれるように、]
 57: 1103| [45] [渡瀬がサリュに飛び掛った。]
 58: 1144| [47] [サリュ]
 59: 1147| [45] [「ッ！？」]
 60: 1152| [45] [サリュが一瞬、身を強張らせる。]
 61: 1190| [45] [だが身構えるより早く、渡瀬の手刀が、彼女の首筋を捉えた。]
 62: 1251| [47] [サリュ]
 63: 1254| [45] [「ぐっ」]
 64: 1266| [45] [サリュが一声うめき、その場に崩れ落ちる。]
 65: 1274| [47] [風見]
 66: 1277| [45] [「なっ！？」]
 67: 1285| [47] [洵]
