  0:   92| [55] [√Double Chapter 3]
  1:  107| [47] [Watase]
  2:  110| [45] ["--Teach, put the gun down..."]
  3:  115| [45] [Watase called out to her in a subdued voice.]
  4:  120| [45] [He had to get back to the shelter as soon as possible. He couldn't have Ena holding him up.]
  5:  125| [45] [She kept her gun trained on him and answered.]
  6:  133| [47] [Ena]
  7:  136| [45] ["I can't do that...!"]
  8:  144| [47] [Ena]
  9:  147| [45] ["Mr. Ukita told me that you're a terrorist."]
 10:  155| [47] [Watase]
 11:  158| [45] ["..."]
 12:  166| [47] [Ena]
 13:  169| [45] ["You're not denying it?"]
 14:  177| [47] [Watase]
 15:  180| [45] ["... I can't. It's the truth, after all."]
 16:  188| [47] [Watase]
 17:  191| [45] ["I've been plotting an attack on LABO for a year now. I remembered that after I got all my memories back."]
 18:  199| [47] [Ena]
 19:  202| [45] ["Then are you really a rescue worker?"]
 20:  210| [47] [Watase]
 21:  213| [45] ["Yeah, I am... Hilarious, isn't it? I was partaking in a terrorist plot while working to save lives..."]
 22:  221| [47] [Ena]
 23:  224| [45] ["It's not funny... not at all."]
 24:  229| [45] [A lonely smile then formed on Ena's face.]
 25:  237| [47] [Ena]
 26:  240| [45] ["... I was hoping that Mr. Ukita was lying."]
 27:  298| [47] [Ena]
 28:  301| [45] ["I figured you couldn't be a terrorist. I thought you were a true rescue worker who risked his life to save others."]
 29:  309| [47] [Ena]
 30:  312| [45] ["The 'Captain Kasasagi' I knew well... was a man who would run through contaminated zones and poisonous gas to save others."]
 31:  317| [47] [Watase]
 32:  318| [45] ["..."]
 33:  336| [47] [Ena]
 34:  339| [45] ["... Why did you do all this? Why terrorism?"]
 35:  344| [45] [Watase's heart ached at that question.]
 36:  349| [45] [He didn't have long to talk. However--]
 37:  354| [45] [He felt that he had to tell her the truth in order to get her to lower her gun.]
 38:  412| [47] [Watase]
 39:  415| [45] ["... You see, I lost my family in a fire 16 years ago."]
 40:  423| [47] [Ena]
 41:  426| [45] ["Huh...?"]
 42:  434| [47] [Watase]
 43:  437| [45] ["Back then, I just felt sad. But it wasn't until many years later that I learned the truth."]
 44:  490| [47] [Watase]
 45:  493| [45] ["Teach, did you know that fire was caused by a single Communicator?"]
 46:  501| [47] [Watase]
 47:  504| [45] ["But the ones behind Rokumei City and LABO covered all that up..."]
 48:  509| [45] [There were very few who knew that truth.]
 49:  514| [45] [The only ones who did were Q, the affected individuals-- and the Rokumei City government.]
 50:  519| [45] [Ena listened to him all the way through, then quietly answered.]
 51:  537| [47] [Ena]
 52:  540| [45] ["... I knew."]
 53:  548| [47] [Watase]
 54:  551| [45] ["... I see."]
 55:  556| [45] ["So she really is with the Rokumei City Security Department"--%NWatase continued as he thought that.]
 56:  564| [47] [Watase]
 57:  567| [45] ["I couldn't stand the idea that those who deserved to be punished had avoided their judgment."]
 58:  575| [47] [Watase]
 59:  578| [45] ["It made me sick to think the ones who were secretly behind that incident were living cozily without taking responsibility for their actions."]
 60:  586| [47] [Watase]
 61:  589| [45] ["That was my entire motive for assaulting LABO and trying to abduct the test subjects... to bring the truth to light."]
 62:  594| [47] [Ena]
 63:  595| [45] ["..."]
 64:  600| [45] [Ena bitterly gritted her teeth.]
 65:  605| [45] [Watase couldn't tell what that look on her face meant. She then barely managed to squeeze her next words out.]
 66:  660| [47] [Ena]
 67:  663| [45] ["... Then that girl lying by the lift... She was a test subject too, wasn't she?"]
 68:  671| [47] [Ena]
 69:  674| [45] ["Were you the one who shot her?"]
 70:  682| [47] [Watase]
 71:  685| [45] ["... No. It was either Dojima or Hiyama, my comrades."]
 72:  693| [47] [Ena]
 73:  696| [45] ["You're blaming this on the dead?"]
 74:  704| [47] [Watase]
 75:  707| [45] ["No, that's not it... Had things played out even slightly differently, I might have ended up being the one who shot her instead."]
 76:  725| [47] [Ena]
 77:  728| [45] ["Huh...?"]
 78:  736| [47] [Watase]
 79:  739| [45] ["Dojima, Hiyama, and I were not in the right mind."]
 80:  747| [47] [Watase]
 81:  750| [45] ["Since you know about the truth of the fire 16 years ago, I'm guessing you know about how people were infected by Communicator A's malice too."]
 82:  758| [47] [Watase]
 83:  761| [45] ["Well, something just like that... is happening all over again in this facility right now."]
 84:  769| [47] [Ena]
 85:  772| [45] ["!!"]
 86:  827| [47] [Ena]
 87:  830| [45] ["N-no way...! Then are you telling me Mr. Ukita and Ms. Moribe were also infected with malice!?"]
 88:  835| [45] [It seemed Ena had figured out everything from that one sentence. As expected of someone working for the government in the shadows.]
 89:  840| [45] [Watase nodded and continued.]
 90:  893| [47] [Watase]
 91:  896| [45] ["I was infected with malice too. It took the hatred for Communicators that I'd sealed away in my heart, and amplified it to the limit."]
 92:  904| [47] [Watase]
 93:  907| [45] ["And as a result... I shot Mashiro Toba and Natsuhiko as well."]
 94:  925| [47] [Ena]
 95:  928| [45] ["... No..."]
 96:  936| [47] [Watase]
 97:  939| [45] ["I'm sorry, Teach. I'm not a rescue worker anymore. I'm just a terrorist."]
 98:  947| [47] [Ena]
 99:  950| [45] ["B-but... you don't look like you're infected with malice...!"]
100:  958| [47] [Watase]
101:  961| [45] ["Right you are. You can thank Natsuhiko and Yuuri for that. They're the ones who set me free from that malice. And so I--"]
102: 1022| [47] [Ena]
103: 1025| [45] ["Huh?"]
104: 1030| [45] [Ena's eyes widened.]
105: 1056| [47] [Ena]
106: 1059| [45] ["What did you just say?"]
107: 1067| [47] [Watase]
108: 1070| [45] ["Well, you see, they repaired my memories using Senses Sympathy... and set me free from the malice."]
109: 1096| [47] [Ena]
110: 1099| [45] ["Wait, what are you talking about!? That's news to me! Repairing memories with Senses Sympathy!? Setting someone free from malice!?"]
111: 1107| [47] [Ena]
112: 1110| [45] ["Are you telling me Mr. Tenkawa and Ms. Yuuri can do all that!?"]
