  0:   46| [55] [√After Chapter4]
  1:   55| [45] [――その後、３分も経たず、地下２階の捜索は終了した。]
  2:   60| [45] [だが相変わらず、成果はなしだった。]
  3:  122| [47] [恵那]
  4:  125| [45] [「……次は地下１階に行きましょうか」]
  5:  133| [47] [渡瀬]
  6:  136| [45] [「あぁ、だが――この棟の非常階段は、崩れちまってるんだ」]
  7:  163| [47] [宇喜多]
  8:  166| [45] [「なに？　じゃあ君はさっきどうやって捜索したんだね？」]
  9:  174| [47] [渡瀬]
 10:  177| [45] [「崩れた階段の代わりに、ロープを使ったのさ」]
 11:  185| [47] [渡瀬]
 12:  188| [45] [「だが先生やおっさんが登るには、ちょっと無理があるな……」]
 13:  193| [45] [背負って登ってもいいが、２人ともなると手間が掛かりすぎるだろう。]
 14:  219| [47] [恵那]
 15:  222| [45] [「他のエリアから回り込む？」]
 16:  230| [47] [渡瀬]
 17:  233| [45] [「いや、時間がもったいない。エレベーターシャフト内のハシゴを使おう」]
 18:  259| [47] [宇喜多]
 19:  262| [45] [「まぁなんでもいい。それで行こうじゃないか」]
 20:  270| [47] [恵那]
 21:  273| [45] [「えぇ」]
 22:  278| [45] [恵那と宇喜多の同意を得た渡瀬は、エレベーターホールに向かった。]
 23:  379| [45] [――例によってエレベーターの扉を開け、中をうかがう。]
 24:  427| [45] [そこはねっとりとした闇に満ちていた。]
 25:  461| [47] [恵那]
 26:  464| [45] [「……ここを登っていくの？」]
 27:  527| [47] [宇喜多]
 28:  530| [45] [「ん？　怖いなら残ってもいいんだがね」]
 29:  557| [47] [恵那]
 30:  560| [45] [「バカ言わないで。一緒に行くわよ」]
 31:  568| [47] [渡瀬]
 32:  571| [45] [「いや待て先生。一応オレが先に行って、安全を確認しよう」]
 33:  579| [47] [渡瀬]
 34:  582| [45] [「先生たちは後から追ってきてくれればいい」]
 35:  608| [47] [恵那]
 36:  611| [45] [「そ、そう？　……それじゃ気をつけてね」]
 37:  616| [45] [渡瀬はうなずき、そしてシャフト内に入った。]
 38:  670| [45] [真っ暗な闇の中を、手探りで階上を目指す。]
 39:  675| [45] [ハシゴはみしみしと音を立て、やや心もとない。]
 40:  680| [45] [階上で起きた火災が、エレベーターシャフト内にも回ったのか、上に行くほどハシゴは朽ちているようだった。]
 41:  686| [47] [渡瀬]
 42:  687| [45] [（……先生にはちょっとキツイかもな）]
 43:  698| [45] [そう思いつつ、地下１階付近まで登っていくと――]
 44:  703| [45] [下の方から、声が聞こえてきた。]
 45:  863| [47] [恵那]
 46:  866| [45] [「―…っきの話だけど――」]
 47:  874| [47] [宇喜多]
 48:  877| [45] [「―んだね？」]
 49:  882| [47] [渡瀬]
 50:  883| [45] [（ん？）]
 51:  888| [45] [渡瀬は耳を澄ました。]
 52:  893| [45] [階下で恵那と宇喜多が話しているようだ。]
 53:  907| [47] [恵那]
 54:  910| [45] [「……あなた何かと私たちに、アレを見るなコレを見るなって釘ばかり刺しているわね」]
 55:  918| [47] [恵那]
 56:  921| [45] [「でもあなたはどこまで知っているの？　この施設の事」]
 57:  929| [47] [宇喜多]
 58:  932| [45] [「むろん第４エリア勤務の職員としての知識はあるが、それが何か？」]
 59:  940| [47] [恵那]
 60:  943| [45] [「とぼけないで。本当はもっと重要な事を知っているんじゃないの？」]
 61:  971| [47] [宇喜多]
 62:  974| [45] [「何をだね？」]
 63:  982| [47] [恵那]
 64:  985| [45] [「決まってるじゃない、隔壁が開かない理由よ！」]
 65:  993| [47] [宇喜多]
 66:  996| [45] [「だからそれは、放射能漏洩防止システムが――」]
 67: 1004| [47] [恵那]
 68: 1007| [45] [「本当に！？　それ以外の理由があるんじゃないの！？」]
 69: 1035| [47] [宇喜多]
 70: 1038| [45] [「君はまだそんな事を言っているのかね！？　疑うのもいい加減にしたまえ！」]
 71: 1043| [45] [恵那と宇喜多の声が熱を帯びる。]
 72: 1048| [45] [またしても口論が始まりそうだ。]
 73: 1103| [47] [渡瀬]
 74: 1104| [45] [（くそ、ちょっと目を離した隙に！）]
 75: 1109| [47] [渡瀬]
 76: 1110| [45] [（どんだけ相性悪いんだよ、あの２人は！）]
 77: 1115| [45] [渡瀬はシャフト内から、２人を制止しようとした。]
 78: 1123| [47] [渡瀬]
 79: 1126| [45] [「おいやめろ！　ケンカするんじゃない！」]
 80: 1134| [47] [恵那]
 81: 1137| [45] [「ほっといて隊長さん！　このへんではっきりさせたいのよ！」]
 82: 1142| [45] [だが階下からは、そんな声が返ってくる。]
 83: 1147| [47] [渡瀬]
 84: 1148| [45] [（だからよせというのに――！）]
 85: 1153| [45] [渡瀬が２人を制止するため、慌ててハシゴを降りようとした時――]
 86: 1165| [45] [足元で、びきっと鈍い音がした。]
 87: 1173| [47] [渡瀬]
 88: 1176| [45] [「っ！！」]
 89: 1181| [45] [ハシゴの足場が折れたのだ！]
 90: 1186| [45] [一瞬の浮遊感――渡瀬の体が闇を舞う。]
 91: 1191| [47] [渡瀬]
 92: 1192| [45] [（ま、マズい！）]
 93: 1197| [45] [渡瀬は無我夢中で腕を振った。]
 94: 1209| [45] [その手が何かにぶつかる。ハシゴの足場だ！]
 95: 1214| [45] [とっさにそれを掴む。]
 96: 1219| [45] [だが、それとほぼ同時に――]
 97: 1234| [47] [渡瀬]
 98: 1237| [45] [「ぐあっ！！」]
 99: 1242| [45] [渡瀬の体は、床に叩きつけられた。]
100: 1250| [47] [渡瀬]
101: 1253| [45] [「っ……」]
102: 1258| [45] [腰の辺りをしたたか打ちつけた。]
103: 1263| [45] [その衝撃が脳まで伝わり、急速に意識が消失していく。]
104: 1271| [47] [恵那]
105: 1274| [45] [「えっ……」]
106: 1282| [47] [恵那]
107: 1285| [45] [「ちょ、ちょっと隊長さん！？　隊長さんっ！！」]
108: 1290| [45] [薄れ行く意識の中、渡瀬は恵那の悲痛な声を聞いた気がした――。]
