  0:   42| [55] [√Double Chapter6]
  1:   53| [45] [――夏彦はうつむき、一瞬で思考をめぐらせる。]
  2:   58| [47] [夏彦]
  3:   59| [45] [（選べるのか、このぼくに……ッ！）]
  4:  115| [45] [夏彦たちコミュニケーターにとって、鹿鳴市は楽園だった。]
  5:  202| [45] [だが今なら、それが狂った世界だった事が理解できる。]
  6:  254| [45] [凪沙の死が、大きな棘となって、夏彦の胸に刺さっていた。]
  7:  259| [45] [夏彦が大切に思っていた日常は、多くの犠牲の上に成り立っていたのだ。]
  8:  264| [45] [そして――その世界を正すためには、確かに犠牲が必要なのかもしれない。]
  9:  338| [47] [夏彦]
 10:  339| [45] [（でも、だからって……！）]
 11:  362| [45] [夏彦は隣にいる悠里を見た。]
 12:  367| [45] [夏彦の日常を護るために、９年間も、ラボの地下に閉じ込められていた悠里を。]
 13:  372| [45] [つないだ手から、悠里の温もりが伝わってくる。]
 14:  377| [47] [夏彦]
 15:  378| [45] [（この手を、手離したくはない……！）]
 16:  383| [45] [以前の夏彦なら、迷わず悠里を取っていただろう。]
 17:  388| [45] [だが鹿鳴市の真実を、凪沙の死を、知ってしまった今は違う。]
 18:  393| [47] [夏彦]
 19:  394| [45] [（こんな事になるなら、真実なんて知らなければ良かったのに……！）]
 20:  399| [45] [夏彦がそう思い、奥歯を噛んだ時――]
 21:  404| [45] [悠里が、微笑んで言った。]
 22:  430| [47] [悠里]
 23:  433| [45] [「……ねえ、ひこりん。そんなに苦しまないで」]
 24:  441| [47] [夏彦]
 25:  444| [45] [「え……？」]
 26:  470| [47] [悠里]
 27:  473| [45] [「ひこりんが選ぶ必要なんてないんだよ。だってこれは、わたしが隊長さんと約束してた事なんだから」]
 28:  481| [47] [悠里]
 29:  484| [45] [「そうですよね、隊長さん……わたし、約束護りますから」]
 30:  516| [47] [渡瀬]
 31:  517| [45] [「……」]
 32:  522| [45] [悠里の言葉に、渡瀬は何も答えなかった。]
 33:  554| [45] [呆然とする夏彦の前で、彼女は続ける。]
 34:  583| [47] [悠里]
 35:  586| [45] [「……あのとき隊長さんと取り引きしてよかったです。だって全員無事に、ラボから脱出できたから」]
 36:  594| [47] [悠里]
 37:  597| [45] [「だから……だから、ひこりん」]
 38:  605| [47] [悠里]
 39:  608| [45] [「わたし、隊長さんと一緒に行くね」]
 40:  622| [45] [悠里がそう言って、夏彦から離れようとする。]
 41:  673| [45] [だが――夏彦は悠里の手を離さなかった。]
 42:  681| [47] [夏彦]
 43:  684| [45] [「駄目だ、悠里！　行かせるわけにはいかない！」]
 44:  692| [47] [夏彦]
 45:  695| [45] [「ぼくと一緒に、皆の所へ帰るんだ！」]
 46:  721| [47] [悠里]
 47:  724| [45] [「ひこりん……でも……」]
 48:  729| [45] [すると沈黙を破って渡瀬が言う。]
 49:  764| [47] [渡瀬]
 50:  767| [45] [「夏彦。今のお前に必要なのは、彼女を呼びとめる言葉なんかじゃない」]
 51:  775| [47] [渡瀬]
 52:  778| [45] [「今のお前に必要なのは、行動だ」]
 53:  786| [47] [渡瀬]
 54:  789| [45] [「悠里と一緒にいたいなら、お前にはしなきゃいけないことがあるだろう？」]
 55:  794| [45] [渡瀬の声は厳しかった。]
 56:  858| [45] [だが、その眼に宿る光は、奇妙なほど優しくて――]
 57:  881| [47] [夏彦]
 58:  884| [45] [「……！」]
 59:  944| [45] [そして夏彦は、彼が望んでいる事に気付いた。]
 60:  949| [47] [夏彦]
 61:  950| [45] [（やるしかないのか……！）]
 62:  976| [47] [渡瀬]
 63:  979| [45] [「そう、やるしかないんだよ」]
 64:  984| [45] [渡瀬が夏彦の心を読んだように、そう呟く。]
 65:  995| [45] [そして彼の指が、銃の引き金にかけられ――]
 66: 1005| [47] [夏彦]
 67: 1008| [45] [「渡瀬ッ！！」]
 68: 1066| [45] [その瞬間、夏彦は最後のセンシズシンパシーを使った。]
 69: 1185| [45] [――目の前が、眩しい光に満ちる。]
 70: 1190| [45] [渡瀬の心の奥から、温かいものが伝わってきた。]
 71: 1243| [47] [渡瀬]
 72: 1246| [45] [《……それでいいんだよ、夏彦》]
 73: 1299| [47] [渡瀬]
 74: 1302| [45] [《お前たち子供が犠牲を払うなんて、そんなのは間違ってる》]
 75: 1307| [47] [渡瀬]
 76: 1310| [45] [《それにお前は俺の気持ちも分かった上で、行動したんだろう？》]
 77: 1333| [47] [渡瀬]
 78: 1336| [45] [《だったら、俺は……この選択を受け入れる》]
 79: 1349| [45] [そう思う渡瀬の心が、静かに崩れていく。]
 80: 1354| [45] [全ての記憶が消えていく。]
 81: 1367| [45] [その思考の断片から、１つの問いが浮かんだ。]
 82: 1390| [47] [渡瀬]
 83: 1393| [45] [《なあ、亘……俺は間違っていたのかな？》]
 84: 1457| [45] [だがその言葉も、光の中に消えていき――……]
