  0:   96| [55] [√After Chapter6]
  1:  114| [47] [宇喜多]
  2:  117| [45] [「くそっ、見失ったか……！」]
  3:  186| [47] [渡瀬]
  4:  189| [45] [「……行ったみたいだな」]
  5:  224| [47] [恵那]
  6:  227| [45] [「えぇ……」]
  7:  232| [45] [渡瀬と恵那は追跡から逃れ、第２エリア内周棟の一室に身を潜めていた。]
  8:  258| [47] [恵那]
  9:  261| [45] [「……急に怖い雰囲気になってきたわね」]
 10:  269| [47] [渡瀬]
 11:  272| [45] [「無理もない……急に死が目の前に迫ってきたんだ」]
 12:  280| [47] [渡瀬]
 13:  283| [45] [「怒りと焦りで錯乱するのもわかるさ……」]
 14:  309| [47] [恵那]
 15:  312| [45] [「そうね……でも本当に危なかったわ」]
 16:  338| [47] [恵那]
 17:  341| [45] [「あのまま捕まっていたら、私たち――殺されていたかもしれないわよ」]
 18:  349| [47] [渡瀬]
 19:  352| [45] [「殺されて……！？　っておい、仲間にか！？」]
 20:  360| [47] [渡瀬]
 21:  363| [45] [「まさかそこまではしないだろ！？」]
 22:  368| [45] [渡瀬がそう言った瞬間、恵那の眼が鋭くなった。]
 23:  394| [47] [恵那]
 24:  397| [45] [「まだわからないの、隊長さん？」]
 25:  405| [47] [恵那]
 26:  408| [45] [「この最悪の状況下で本当に怖いのは、火でも煙でも放射線でもない」]
 27:  434| [47] [恵那]
 28:  437| [45] [「人間よ」]
 29:  445| [47] [恵那]
 30:  448| [45] [「追い詰められた人間の、むき出しの悪意……それが一番怖いのよ」]
 31:  456| [47] [渡瀬]
 32:  459| [45] [「……っ」]
 33:  464| [45] [その言葉に、渡瀬は息を呑んだ。]
 34:  546| [45] [――死の危険渦巻くこの施設の中で、唯一の希望は、『人間の生き抜こうとする意思』だと思っていた。]
 35:  551| [45] [だがここまで状況がこじれると、その意味は逆転しかねない。]
 36:  556| [47] [渡瀬]
 37:  557| [45] [（『生き抜こうとする意思』が、倫理を超越するとどうなるんだ……？）]
 38:  562| [47] [渡瀬]
 39:  563| [45] [（『他人を殺してでも、自分は生き残る』っていう意思に変わるんじゃないか！？）]
 40:  568| [47] [渡瀬]
 41:  569| [45] [（あるいは『誰かを護るためなら、人を殺してもいい』っていう意思に……！）]
 42:  574| [45] [宇喜多も洵も、平時であれば、そんな事を考えたりはしないだろう。]
 43:  579| [45] [だが今は誰もが生命の危機にさらされている。倫理は危うい薄氷と化しているだろう。]
 44:  584| [45] [もしかすると、殺人を正当化してしまうほどに――。]
 45:  589| [47] [渡瀬]
 46:  590| [45] [（くそ、なんでこんな事になっちまったんだ……）]
 47:  595| [47] [渡瀬]
 48:  596| [45] [（みんな仲間だと思ってたのに……！）]
 49:  601| [45] [だが向こうはもう、そうは思っていないだろう。]
 50:  618| [45] [渡瀬は深いため息をついて、恵那に尋ねる。]
 51:  626| [47] [渡瀬]
