  0:   39| [55] [√Before Chapter 4]
  1:   56| [45] [--Lunch break ended, and thus, the first afternoon class began--]
  2:  122| [45] [It was a special lecture from a visiting guest.]
  3:  127| [45] [Not that guest lectures were all that rare.]
  4:  132| [45] [Rokumei Academy actively contacted outside research institutions and enterprises for industry-academic cooperation.]
  5:  137| [45] [And the guest lecturer of the day was someone Natsuhiko knew very well.]
  6:  207| [47] [Ukita]
  7:  210| [45] ["Good afternoon. I am a researcher at the 6th Laboratory of Atomic and Biological Organization. Keiji Ukita is my name."]
  8:  215| [45] [Indeed, Ukita was a staff member at LABO, just like Natsuhiko's mother.%NHe was the guest lecturer today.]
  9:  220| [45] [Ukita seemed a little awkward and unaccustomed to giving lectures, but appeared to be in good health at least.]
 10:  225| [45] [Mashiro whispered gently into Natsuhiko's ear from the next seat.]
 11:  331| [47] [Mashiro]
 12:  334| [45] ["Hey, I guess Mr. Ukita's injuries from that accident weren't all that bad, huh..."]
 13:  342| [47] [Natsuhiko]
 14:  345| [45] ["Seems like it. That's a relief..."]
 15:  350| [45] [That said, it was quite unfortunate that he had to fulfill an extra work duty like this right after an accident.]
 16:  355| [45] [Ukita himself seemed a little uneasy about Natsuhiko and Mashiro's glances, as he began to strain himself to speak.]
 17:  493| [47] [Ukita]
 18:  496| [45] ["Uh, umm... Let's see, well, today I'm here to talk to you kids about nuclear power."]
 19:  522| [47] [Ukita]
 20:  525| [45] ["This is important information that everyone living in this city should know."]
 21:  530| [45] [Nuclear power-- the topic was even part of Rokumei Academy's peculiar curriculum.]
 22:  535| [45] [But Natsuhiko was as bad at this subject as he was with BC.]
 23:  540| [47] [Natsuhiko]
 24:  541| [45] [(It's not like I can learn to like it...)]
 25:  546| [45] [But Ukita came all the way out here for a guest lecture.]
 26:  551| [45] [So Natsuhiko thought that he might as well try to listen seriously for once today.]
 27:  577| [47] [Ukita]
 28:  580| [45] ["When studying nuclear energy, one thing that one must first learn is the dreadfulness of radioactivity."]
 29:  588| [47] [Ukita]
 30:  591| [45] ["It may have happened nearly half a century ago, but you all have probably heard of the Chernobyl Nuclear Power Plant disaster in Ukraine."]
 31:  618| [47] [Ukita]
 32:  621| [45] ["It's still known today as the greatest man-made disaster in recorded history."]
 33:  626| [45] [Ukita spoke in a bitter voice.]
 34:  652| [47] [Ukita]
 35:  655| [45] ["Essentially what happened in that incident is that the power plant's nuclear reactor melted down..."]
 36:  663| [47] [Ukita]
 37:  666| [45] ["Basically, the reactor core suffered a meltdown and subsequently exploded, spreading as much as 10 tons of radioactive material all over the place."]
 38:  674| [47] [Ukita]
 39:  677| [45] ["It was the equivalent of 500 of the atomic bombs dropped on Hiroshima, causing enormous casualties."]
 40:  703| [47] [Ukita]
 41:  706| [45] ["The residents in the vicinity and the firefighters sent in to handle the accident were hit the hardest; over 3000 of them died. And the number only rose after that."]
 42:  732| [47] [Ukita]
 43:  735| [45] ["Even to this day we don't know exactly how many died-- but the number is estimated to be in the hundreds of thousands."]
 44:  740| [45] [Ukita's voice gradually intensified, filling the classroom with tension.]
 45:  766| [47] [Ukita]
 46:  769| [45] ["... The reason there were so many deaths is definitely linked to the radioactive material."]
 47:  777| [47] [Ukita]
 48:  780| [45] ["From the explosions and fires came what we call 'atomic dust', which proceeded to float up into the sky, then fall back down to the earth with rain."]
 49:  788| [47] [Ukita]
 50:  791| [45] ["And this is the truly terrifying part. It was not limited to just an ordinary explosion: the devastating effects spread out to the surrounding regions."]
 51:  799| [47] [Ukita]
