  0:   51| [55] [√Double Chapter 4]
  1:   63| [45] [--After leaving the shelter, Natsuhiko borrowed Yuuri's shoulder, and together they reached Area 3.]
  2:   71| [47] [Natsuhiko]
  3:   74| [45] ["Salyu! Where are you!?"]
  4:  100| [47] [Yuuri]
  5:  103| [45] ["Salyu!"]
  6:  108| [45] [They called out Salyu's name to find her.]
  7:  113| [45] [Not much time had passed since Watase had encountered her around here.]
  8:  118| [45] [But if Watase had gotten away from her here, then there was no telling when they'd find her.]
  9:  123| [45] [And with that thought in mind, Natsuhiko searched around Area 3.]
 10:  174| [45] [Including the connecting passageway between the inner and outer rings.]
 11:  225| [45] [And the emergency stairs.]
 12:  280| [47] [Natsuhiko]
 13:  283| [45] ["Salyu, are you around!?"]
 14:  288| [45] [But they couldn't find her.]
 15:  296| [47] [Natsuhiko]
 16:  299| [45] ["Crap, where is she...?"]
 17:  325| [47] [Yuuri]
 18:  328| [45] ["Maybe she went to another area..."]
 19:  333| [45] [But not a moment after they whispered that-- they heard her voice.]
 20:  372| [47] [Salyu]
 21:  375| [45] ["Natsuhiko!"]
 22:  398| [45] [They turned around. She was right there.]
 23:  406| [47] [Natsuhiko]
 24:  409| [45] ["Salyu!!"]
 25:  444| [47] [Salyu]
 26:  447| [45] ["Ahh... I finally found you...!"]
 27:  459| [45] [Salyu smiled in relief and dashed towards Natsuhiko.]
 28:  562| [47] [Natsuhiko]
 29:  565| [45] ["Gwoh!!"]
 30:  570| [45] [Salyu's small head sank into Natsuhiko's solar plexus.]
 31:  576| [45] [But Salyu paid no attention and just kept nuzzling her head against him.]
 32:  605| [47] [Salyu]
 33:  608| [45] ["I was so worried. I thought that man might've killed you..."]
 34:  616| [47] [Natsuhiko]
 35:  619| [45] ["I-It's okay... I'm a little roughed up, but I'm alive."]
 36:  646| [47] [Salyu]
 37:  649| [45] ["Now that you mention it, how did you get here with those injuries?"]
 38:  657| [47] [Natsuhiko]
 39:  660| [45] ["Oh, I borrowed Yuuri's shoulder--"]
 40:  687| [47] [Salyu]
 41:  690| [45] ["Huh...!?"]
 42:  715| [45] [Apparently Salyu hadn't noticed Yuuri's presence until then.]
 43:  738| [45] [Salyu took a long hard look at her before murmuring in confusion.]
 44:  764| [47] [Salyu]
 45:  767| [45] ["'Yuuri'...? Your childhood friend?"]
 46:  793| [47] [Yuuri]
 47:  796| [45] ["Y-yes."]
 48:  822| [47] [Salyu]
 49:  825| [45] ["... I am confused."]
 50:  851| [47] [Salyu]
