  0:   51| [55] [√Double Chapter 3]
  1:   63| [45] [Once Watase left, the shelter went quiet.]
  2:   82| [45] [After a few silent moments, Natsuhiko spoke to Ukita.]
  3:  108| [47] [Natsuhiko]
  4:  111| [45] ["... Um, Mr. Ukita, I'm sorry."]
  5:  137| [47] [Ukita]
  6:  140| [45] ["Hmm? For what?"]
  7:  148| [47] [Natsuhiko]
  8:  151| [45] ["I read your memory without permission."]
  9:  159| [47] [Natsuhiko]
 10:  162| [45] ["That's like a major invasion of privacy, so... I'm really sorry."]
 11:  188| [47] [Ukita]
 12:  191| [45] ["Oh, has that been bothering you?"]
 13:  199| [47] [Ukita]
 14:  202| [45] ["I don't particularly mind. It was a necessary step to cancel out Subject N's malice, wasn't it?"]
 15:  210| [47] [Natsuhiko]
 16:  213| [45] ["Yeah, but... I saw basically all of your memory pertaining to your motive behind carrying out this terrorist attack."]
 17:  221| [47] [Natsuhiko]
 18:  224| [45] ["Did you have a flashback of your past memories back there? Those are the memories I saw."]
 19:  250| [47] [Ukita]
 20:  253| [45] ["I see... But I'm sure there weren't any memories in there that would've been problematic for you to have seen."]
 21:  279| [47] [Ukita]
 22:  282| [45] ["So honestly, it's nothing to concern yourself about. Rather, I feel you helped me reaffirm my convictions."]
 23:  308| [47] [Ukita]
 24:  311| [45] ["I had the opportunity to recall in such vivid detail the day I swore to fight against LABO, after all."]
 25:  319| [47] [Natsuhiko]
 26:  322| [45] ["In the process of following your memories, I experienced that day vicariously too... I think you're a brave man, Mr. Ukita."]
 27:  327| [45] [A look of regret suddenly spread across Ukita's face when Natsuhiko said that.]
 28:  353| [47] [Ukita]
 29:  356| [45] ["I appreciate the sentiment. But the compliment itself isn't very uplifting when the result of my bravery turned out like this."]
 30:  364| [47] [Natsuhiko]
 31:  367| [45] ["Huh?"]
 32:  375| [47] [Ukita]
 33:  378| [45] ["Naturally, I remember all of the actions I took when I was infected with malice. In hindsight, they were all illogical actions, but still..."]
 34:  386| [47] [Ukita]
 35:  389| [45] ["The 'me' during the time my malice was amplified still certainly felt like 'me'."]
 36:  394| [45] [As Ukita muttered that, he looked at the gun in his hands.]
 37:  420| [47] [Ukita]
 38:  423| [45] ["... I shot at Captain Kasasagi with this gun. As if to push all the blame of the plan's failure onto him."]
