  0:   50| [55] [√Before Chapter7]
  1:   66| [45] [廃工場を出た夏彦たちは、街道を走った。]
  2:   71| [45] [やがてラボに続く検問が見えてくる。]
  3:   76| [45] [だが、そこには――やはり監視員がいた。]
  4:  125| [45] [昨夜の監視員とは別の男が、検問の中に見える。]
  5:  187| [47] [ましろ]
  6:  190| [45] [「そうだよね……夜中でも明け方でも、当然いるよね」]
  7:  198| [47] [夏彦]
  8:  201| [45] [「話してみるか……？」]
  9:  242| [47] [サリュ]
 10:  245| [45] [「それじゃ、昨夜とまた同じやりとりになりかねない」]
 11:  271| [47] [サリュ]
 12:  274| [45] [「だから、突破しよう」]
 13:  300| [47] [夏彦]
 14:  303| [45] [「突破！？」]
 15:  329| [47] [サリュ]
 16:  332| [45] [「まず私が囮になる。２人はその隙に検問を抜けて」]
 17:  340| [47] [サリュ]
 18:  343| [45] [「検問を越えてしばらく走ったら、そこで待っていて。必ず追いつくから」]
 19:  351| [47] [夏彦]
 20:  354| [45] [「あぁ……」]
 21:  368| [45] [夏彦の返事を確認した後、サリュは真っ直ぐに検問の前に向かった。]
 22:  376| [47] [夏彦]
 23:  379| [45] [「よし……行こう、ましろ」]
 24:  423| [47] [ましろ]
 25:  426| [45] [「うん！」]
 26:  474| [45] [夏彦とましろは、ひとまず検問の脇の物陰に隠れた。]
 27:  479| [45] [やがて監視員が、サリュを呼び止める声が聞こえてくる。]
 28:  548| [47] [監視員]
 29:  551| [45] [「あ、ちょっと君、待ちなさい」]
 30:  577| [47] [サリュ]
 31:  580| [45] [「え？」]
 32:  585| [47] [監視員]
 33:  588| [45] [「こんな夜中に、どこに行くのかね？」]
 34:  593| [45] [詰問が始まろうとした矢先、サリュが儚げな声で答えた。]
 35:  619| [47] [サリュ]
 36:  622| [45] [「その……お父さんが酔っ払って、家で暴れていて……家にいづらいんです……」]
 37:  627| [47] [監視員]
 38:  630| [45] [「なに……？」]
 39:  635| [47] [夏彦]
 40:  636| [45] [（なに！？）]
 41:  641| [45] [監視員も驚いたようだが、夏彦はもっと驚いた。]
 42:  646| [45] [サリュがどうやら、監視員の注意をひきつけるため、出まかせをいっているらしい。]
 43:  651| [45] [監視員はまんまと騙され、サリュの話に耳を傾けている。]
 44:  656| [47] [監視員]
