  0:   46| [55] [√After Chapter1]
  1:   60| [45] [渡瀬たちが内周棟に戻ると、恵那たちが迎え入れてくれた。]
  2:  122| [47] [恵那]
  3:  125| [45] [「な、何かあったの？　爆発音みたいのが聞こえたけど」]
  4:  133| [47] [渡瀬]
  5:  136| [45] [「いや、バックドラフトってのを起こしちまってな……」]
  6:  141| [45] [――渡瀬は外周棟の状況を、恵那たちに報告した。]
  7:  168| [47] [宇喜多]
  8:  171| [45] [「外周棟で、それほどの火災が……！？」]
  9:  179| [47] [渡瀬]
 10:  182| [45] [「どうした宇喜多さん？　そんなに驚いて」]
 11:  208| [47] [宇喜多]
 12:  211| [45] [「いや……想像していた以上に、火災が広がっていると思ってね」]
 13:  239| [47] [洵]
 14:  242| [45] [「だね。こんなに広がるとわかっていたら、隊長も宇喜多さんを置きざりにしていかなかっただろうし」]
 15:  250| [47] [渡瀬]
 16:  253| [45] [「オレもひどい事をしたもんだ……すまないな、宇喜多さん」]
 17:  279| [47] [宇喜多]
 18:  282| [45] [「それはもういい。それより、捜索を急いだほうがいいんじゃないかね？」]
 19:  308| [47] [洵]
 20:  311| [45] [「じゃあ次は地下１階を……って、あれ？」]
 21:  316| [45] [そう言いかけて、洵が不意に怪訝そうな顔をした。]
 22:  342| [47] [洵]
 23:  345| [45] [「椿山さん、宇喜多さん……ユウリちゃんは？」]
 24:  371| [47] [恵那]
 25:  374| [45] [「――え！？」]
 26:  413| [45] [全員が、はっとしてあたりを見回した。]
 27:  418| [45] [だがそこにはユウリの姿がない。]
 28:  478| [47] [渡瀬]
 29:  481| [45] [「ど、どこにいったんだユウリは！？」]
 30:  507| [47] [恵那]
 31:  510| [45] [「わからないわ！　さっきまで一緒にいたのに！」]
 32:  536| [47] [宇喜多]
 33:  539| [45] [「ついさっきまでは、目を離さずにいたんだ！　本当だ！」]
 34:  565| [47] [洵]
 35:  568| [45] [「逃げたの！？　どうして！？」]
 36:  594| [47] [風見]
 37:  597| [45] [「わかりませんが、まずいですよこれは……ここは１人で出歩くには危険すぎます！」]
 38:  685| [47] [恵那]
 39:  688| [45] [「……っ！」]
 40:  693| [45] [風見の言葉に、恵那が鋭く息を呑む。]
 41:  698| [45] [その表情が、自分の失態を責めているように渡瀬には見えた。]
 42:  706| [47] [渡瀬]
 43:  709| [45] [「先生、すぐ探しに行くぞ！」]
 44:  735| [47] [恵那]
 45:  738| [45] [「そ、そうね……まだ遠くへは行ってないはずだわ！」]
 46:  780| [45] [そう言って視線を交わすと、２人は同時に駆け出した。]
 47:  834| [45] [すぐに後ろから、他のメンバーが動き出す声も聞こえて来る。]
 48:  842| [47] [風見]
 49:  845| [45] [「守部、宇喜多さん、我々も探しに行きますよ！」]
 50:  853| [47] [洵]
 51:  856| [45] [「了解！」]
 52:  864| [47] [宇喜多]
 53:  867| [45] [「ああ、急ごう！」]
 54:  950| [45] [走りながら、渡瀬は恵那に尋ねる。]
 55:  958| [47] [渡瀬]
 56:  961| [45] [「先生、ユウリはどこに行ったと思う！？」]
 57:  987| [47] [恵那]
 58:  990| [45] [「わ、わからないわ！　だけど――セキュリティゲートが開いた音とかは聞こえなかったと思う……」]
 59:  995| [45] [そう言われて、渡瀬は気付いた。]
 60: 1000| [45] [セキュリティゲートも各研究室の扉も、開閉する時は大きな音が鳴る事に。]
 61: 1005| [47] [渡瀬]
 62: 1006| [45] [（――このエリアの外にいくには、セキュリティゲートを通る必要がある）]
 63: 1011| [47] [渡瀬]
 64: 1012| [45] [（そしてユウリは恐らくカードを持っていない。このエリアの外には行っていないだろう）]
 65: 1020| [47] [渡瀬]
 66: 1023| [45] [「先生、その辺にある小部屋の扉が開いた音は聞いたか？」]
 67: 1049| [47] [恵那]
 68: 1052| [45] [「それも聞いてないわ！」]
 69: 1060| [47] [渡瀬]
 70: 1063| [45] [「という事は――」]
 71: 1068| [45] [答えはもう１つしかなかった。]
 72: 1073| [45] [恵那がはっと頭上を見上げる。]
 73: 1100| [47] [恵那]
 74: 1103| [45] [「――きっと上の階に向かったんだわ！」]
 75: 1108| [45] [階段室の扉は、機械仕掛けのスライド扉ではなく、通常の防火扉だ。]
 76: 1113| [45] [音を立てないように注意すれば、皆に気付かれずに外に出られるだろう。]
 77: 1121| [47] [渡瀬]
 78: 1124| [45] [「行こう先生！」]
 79: 1150| [47] [恵那]
 80: 1153| [45] [「ええ！」]
 81: 1158| [45] [２人は頷き合い、非常階段へと向かった。]
 82: 1245| [45] [そして階段室に入ると――]
 83: 1253| [47] [渡瀬]
 84: 1256| [45] [「いた！」]
 85: 1261| [45] [薄闇の中に、ユウリの姿があった。]
 86: 1398| [47] [ユウリ]
 87: 1401| [45] [「ッ！」]
 88: 1406| [45] [ユウリがびくっと身をすくませる。]
 89: 1417| [45] [渡瀬たちは階段を駆け上がり、ユウリの腕を掴んだ。]
 90: 1530| [47] [ユウリ]
 91: 1533| [45] [「あ……」]
 92: 1541| [47] [渡瀬]
 93: 1544| [45] [「ユウリ、勝手にいなくなるなよ……心配したぞ」]
 94: 1549| [45] [渡瀬はユウリの肩に優しく触れる。]
 95: 1554| [45] [彼女は叱られた犬のように、しゅんとしていた。]
 96: 1637| [47] [恵那]
 97: 1640| [45] [「ユウリさん、どうして１人で逃げたりしたの？」]
 98: 1666| [47] [ユウリ]
 99: 1669| [45] [「あ、いえ……」]
100: 1677| [47] [ユウリ]
101: 1680| [45] [「あの……わたし、怖くって……」]
102: 1688| [47] [渡瀬]
103: 1691| [45] [「怖い？」]
104: 1717| [47] [恵那]
105: 1720| [45] [「怖いって……何が？」]
106: 1746| [47] [ユウリ]
107: 1749| [45] [「そ、それは……」]
108: 1757| [47] [渡瀬]
109: 1760| [45] [「ユウリ、別に怒ったりしないから、先生の質問に答えるんだ」]
110: 1765| [45] [渡瀬は掴んでいた腕を離し、優しく尋ねた。]
111: 1770| [45] [するとユウリが観念したように、おずおずと口を動かす。]
112: 1796| [47] [ユウリ]
