  0:   51| [55] [√Double Chapter 1]
  1:   63| [45] [--Natsuhiko heard Watase destroy the password keypad on the other side of the door.]
  2:   92| [45] [He then took a deep breath. Right after that, Yuuri quietly spoke to him.]
  3:  118| [47] [Yuuri]
  4:  121| [45] ["Hikorin, Captain Kasasagi really is our ally, huh..."]
  5:  129| [47] [Natsuhiko]
  6:  132| [45] ["Yeah, Mashiro should be safe now."]
  7:  137| [45] [Natsuhiko looked Yuuri in the face as he spoke.]
  8:  145| [47] [Natsuhiko]
  9:  148| [45] ["But anyway... you really are Yuuri, aren't you?"]
 10:  153| [45] [He still couldn't believe she was alive.]
 11:  158| [45] [But now that Watase was gone, he felt he had to make sure again.]
 12:  163| [45] [She smiled and answered him.]
 13:  189| [47] [Yuuri]
 14:  192| [45] ["Yeah... It's me, Hikorin."]
 15:  200| [47] [Yuuri]
 16:  203| [45] ["I'm no phantom, nor an impostor. I'm the real Yuuri Kotono...!"]
 17:  208| [45] [Her voice, her looks, her expressions, and mannerisms were all the same as the Yuuri he knew.]
 18:  260| [45] [Yuuri held his hand and continued.]
 19:  286| [47] [Yuuri]
 20:  289| [45] ["... See, Hikorin? You can feel me, can't you?"]
 21:  297| [47] [Natsuhiko]
 22:  300| [45] ["... Yeah."]
 23:  308| [47] [Yuuri]
 24:  311| [45] ["A hallucination wouldn't have human warmth, right?"]
 25:  319| [47] [Natsuhiko]
 26:  322| [45] ["Right."]
 27:  327| [45] [He could feel her warmth through her small hand.]
 28:  332| [45] [And finally, Natsuhiko was convinced.]
 29:  337| [47] [Natsuhiko]
 30:  338| [45] [(... She's real...)]
 31:  343| [47] [Natsuhiko]
 32:  344| [45] [(Yuuri's alive...!)]
 33:  349| [45] [And with that thought in mind, Natsuhiko felt his whole face break out into a smile.]
 34:  356| [45] [--But he couldn't stay happy for long.]
 35:  361| [45] [Natsuhiko vocalized the questions that he could by no means ignore.]
 36:  369| [47] [Natsuhiko]
 37:  372| [45] ["I... I know it might be odd for me to ask this, but..."]
 38:  380| [47] [Natsuhiko]
 39:  383| [45] ["Well... how are you alive?"]
 40:  444| [47] [Yuuri]
 41:  447| [45] ["!"]
 42:  470| [45] [Yuuri's face froze as soon as that last word left Natsuhiko's lips.]
 43:  537| [45] [The memories he recalled just a few hours ago when he found those documents in his mother's office--]
 44:  542| [45] [They were so fresh in his mind and seemed to be the true reality.]
 45:  547| [45] [And it wasn't just his memory. According to Mashiro's memory, Yuuri had died nine years as well.]
 46:  552| [45] [Natsuhiko couldn't think of a way to reconcile the contradictions.]
 47:  602| [47] [Natsuhiko]
 48:  605| [45] ["... I thought you died here nine years ago? What's the deal with that?"]
 49:  610| [47] [Yuuri]
 50:  611| [45] ["..."]
 51:  637| [47] [Yuuri]
 52:  640| [45] ["That's--..."]
 53:  645| [45] [After a moment of severe hesitation, Yuuri quietly answered.]
 54:  653| [47] [Yuuri]
 55:  656| [45] ["... Actually, that was a lie fabricated by LABO."]
 56:  664| [47] [Natsuhiko]
 57:  667| [45] ["--Huh?"]
 58:  693| [47] [Yuuri]
 59:  696| [45] ["Nine years ago, LABO announced to the world that 'Yuuri Kotono died as a result of the LABO fire'."]
 60:  704| [47] [Yuuri]
 61:  707| [45] ["They lied to you, and Mashiron... and my parents, the school, and the media too."]
 62:  715| [47] [Natsuhiko]
 63:  718| [45] ["What...? Why would they do that!?"]
 64:  744| [47] [Yuuri]
 65:  747| [45] ["That's because this facility's been founded upon countless such lies, you see."]
 66:  755| [47] [Yuuri]
 67:  758| [45] ["A facility coated with lies everywhere-- that's what LABO is."]
 68:  763| [45] [Natsuhiko was puzzled by her words.]
 69:  771| [47] [Natsuhiko]
 70:  774| [45] ["A facility coated with lies...? What do you mean?"]
 71:  800| [47] [Yuuri]
 72:  803| [45] ["I'll start with the biggest lie..."]
 73:  811| [47] [Yuuri]
 74:  814| [45] ["You may have already realized this, but-- this isn't even a nuclear power research facility to begin with. It's a BC research facility."]
 75:  822| [47] [Natsuhiko]
 76:  825| [45] ["I knew it...!"]
 77:  830| [45] [Natsuhiko had already guessed that.]
 78:  835| [45] [But that affirmation only raised more questions.]
 79:  843| [47] [Natsuhiko]
 80:  846| [45] ["But the entire city believes that LABO is a nuclear research facility, right? So why would they make that lie?"]
 81:  872| [47] [Yuuri]
 82:  875| [45] ["Because it's more convenient that everyone thinks that way."]
 83:  901| [47] [Yuuri]
 84:  904| [45] ["If they have the excuse that they're dealing with a nuclear reactor--"]
 85:  912| [47] [Yuuri]
 86:  915| [45] ["--nobody would question why their security is so strict, or why they're so strangely thorough with their information management, would they?"]
