  0:   95| [55] [√Double Chapter5]
  1:  219| [47] [渡瀬]
  2:  222| [45] [「かっ……はッ……！」]
  3:  227| [45] [――首にかけられたロープが、喉に食い込む。]
  4:  258| [45] [風見がそれを、背後から力いっぱい締め上げる。]
  5:  263| [45] [彼女はどうやら、第６エリア内周棟に放置していた救助用ロープを外し、それを持ち歩いていたようだ。]
  6:  268| [45] [渡瀬を殺す武器にするために。]
  7:  321| [47] [風見]
  8:  324| [45] [「苦しいでしょう……？　すぐ楽になるから……！」]
  9:  329| [45] [風見が背後で、辛そうに言う。]
 10:  334| [45] [渡瀬は朦朧とする意識の中、その声を聞いていた。]
 11:  347| [47] [渡瀬]
 12:  348| [45] [（……どうして……）]
 13:  353| [47] [渡瀬]
 14:  354| [45] [（俺が風見に、何をしたって言うんだ……！）]
 15:  359| [45] [そう思った瞬間、風見が言う。]
 16:  364| [45] [あたかも渡瀬の心を読んだかのように。]
 17:  372| [47] [風見]
 18:  375| [45] [「あなたにはわからないの……？　私はあなたのために、こうしているのに」]
 19:  395| [45] [わかるわけもない。]
 20:  400| [45] [錯乱した彼女の思考は、渡瀬の想像の埒外だ。]
 21:  405| [45] [このまま何もわからず死ぬのかと思った時――]
 22:  410| [45] [意識の片隅に、誰かの声が聞こえた。]
 23:  467| [85] [《――……せ》]
 24:  468| [86] [？？]
 25:  469| [86] [《――……せ》]
 26:  497| [47] [渡瀬]
 27:  498| [45] [（……幻聴か……！？）]
 28:  503| [45] [いや、違う。]
 29:  635| [47] [夏彦]
 30:  638| [45] [《渡瀬！　どう…た、―丈夫か！？》]
 31:  643| [45] [それは彼からの、テレパシーだった。]
 32:  648| [45] [ノイズだらけで声も小さいが、心配げな叫びがかすかに聞こえる。]
 33:  653| [47] [渡瀬]
 34:  654| [45] [（な……夏彦……！）]
 35:  679| [47] [夏彦]
 36:  682| [45] [《……―さんか！？　橘さんに殺されかけて…―…！？》]
 37:  687| [47] [渡瀬]
 38:  688| [45] [（あ……あぁ……）]
 39:  713| [47] [夏彦]
 40:  716| [45] [《頑張…―今…――先生たちが着くはずだ！》]
 41:  721| [45] [それを待っていたのだが、もう間に合いそうには――]
 42:  726| [47] [渡瀬]
 43:  727| [45] [（すま、ない……）]
 44:  732| [45] [渡瀬は心の中で、彼に謝った。]
 45:  737| [47] [渡瀬]
 46:  738| [45] [（俺は……どうやら、ここまでらしい……！）]
 47:  763| [47] [夏彦]
 48:  766| [45] [《なッ……！》]
 49:  791| [47] [夏彦]
 50:  794| [45] [《なに謝ってんだ！　諦めるのか！？》]
 51:  858| [47] [渡瀬]
 52:  859| [45] [（……い、や……もう、本当に……無理そう、なんだ……）]
 53:  864| [47] [渡瀬]
 54:  865| [45] [（意識が、とぎれ……）]
 55:  887| [47] [夏彦]
 56:  890| [45] [《―談はよせ！　こん…―ころで終るつもり――…》]
 57:  895| [47] [渡瀬]
 58:  896| [45] [（俺も、終わりたくはないが……さすがに、もう……）]
 59:  902| [47] [夏彦]
