  0:   51| [55] [√Double Chapter5]
  1:   63| [45] [――そして、Ｚｅｒｏエリアでは――]
  2:   68| [45] [夏彦の放送を聞いた渡瀬たちが、決意に満ちた表情で、爆弾を睨んでいた。]
  3:   94| [47] [洵]
  4:   97| [45] [「あそこまで言われちゃ、なんとかするしかないよね……？」]
  5:  123| [47] [宇喜多]
  6:  126| [45] [「あぁ。こうなればこの爆弾を、何がなんでも解体するんだ……！」]
  7:  152| [47] [サリュ]
  8:  155| [45] [「時間が惜しい。すぐ始めよう」]
  9:  163| [47] [渡瀬]
 10:  166| [45] [「ああ……！」]
 11:  171| [45] [渡瀬もしっかりとうなずく。]
 12:  254| [45] [渡瀬はこれから、様々な形で、罪を償っていかなければならない。]
 13:  320| [45] [この爆弾は彼に与えられた、最初の試練だ。]
 14:  325| [47] [渡瀬]
 15:  326| [45] [（……必ず、皆を生き延びさせてみせる）]
 16:  331| [47] [渡瀬]
 17:  332| [45] [（もし仮に、この爆弾が解体できなくても……）]
 18:  337| [47] [渡瀬]
 19:  338| [45] [（その時は俺が――……！）]
 20:  343| [45] [渡瀬の心に、漆黒の意思が渦巻く。]
 21:  407| [45] [だが今はそれを胸に秘め、渡瀬は液体窒素を爆弾にかけた。]
