  0:   44| [55] [√Double Chapter 7]
  1:   61| [47] [Yuuri]
  2:   62| [45] ["..."]
  3:   70| [47] [Yuuri]
  4:   73| [45] ["... Mmm..."]
  5:  128| [45] [As I wake up today--]
  6:  133| [45] [I find myself in my bed in the Tenkawa household.]
  7:  138| [45] [Of course I do. After all, ever since that incident, I've always gone to sleep and woken up in this room.]
  8:  143| [45] [I sit up and stretch wide.]
  9:  151| [47] [Yuuri]
 10:  154| [45] ["Hwaaahh~aah..."]
 11:  159| [45] [I get the feeling I had a very sad dream-- but I can't seem to remember what it was.]
 12:  164| [45] [But somehow I know...]
 13:  169| [45] [... that I've often had this dream after we escaped from LABO that day.]
 14:  235| [45] [I get off my bed, change my clothes, and leave my room.]
 15:  308| [45] [Once I get into the living room, I hear cheerful greetings.]
 16:  336| [47] [Miyoko]
 17:  339| [45] ["Oh, Yuuri. Good morning."]
 18:  365| [47] [Salyu]
 19:  368| [45] ["Good morning."]
 20:  394| [47] [Mashiro]
 21:  397| [45] ["Ah, you're awake. Breakfast is ready~"]
 22:  405| [47] [Yuuri]
 23:  408| [45] ["Professor. Salyu. Mashiron. Good morning."]
 24:  413| [45] [I answer everyone's morning greetings.]
 25:  421| [47] [Yuuri]
 26:  424| [45] ["And..."]
 27:  432| [47] [Yuuri]
 28:  435| [45] ["Good morning, Hikorin."]
 29:  490| [47] [Natsuhiko]
 30:  493| [45] ["Good morning, Yuuri."]
 31:  498| [45] [Mashiron, Salyu, Dr. Tenkawa, and Hikorin.]
 32:  503| [45] [Everyone's here this calm morning.]
 33:  508| [45] [Everything I've ever wanted is right here.]
 34:  516| [47] [Mashiro]
 35:  519| [45] ["Now, now, sit down Yuuri. I'll serve you."]
 36:  527| [47] [Yuuri]
 37:  530| [45] ["Okay, thank you."]
 38:  620| [45] [I sit down at Mashiron's prompting.]
 39:  626| [45] [The newscaster on TV was rambling on in a matter-of-fact tone of voice.]
 40:  631| [47] [Newscaster]
 41:  634| [45] ["--Next on the news."]
 42:  639| [47] [Newscaster]
 43:  642| [45] ["A new statement has been made by 'Q', an organization seen as an extremist group for years."]
 44:  647| [47] [Newscaster]
 45:  650| [45] ["This statement has shocked the world with its included Communicator testimony."]
 46:  655| [47] [Newscaster]
 47:  658| [45] ["The government has recognized the severity of the situation and is assembling a special task force to--"]
 48:  694| [47] [Miyoko]
 49:  695| [45] ["..."]
 50:  700| [45] [But Dr. Tenkawa turns the TV off before the news can finish.]
 51:  708| [47] [Yuuri]
 52:  711| [45] ["Huh, what's wrong?"]
 53:  747| [47] [Miyoko]
 54:  750| [45] ["It's nothing. I just don't like leaving the TV on during meals."]
 55:  776| [47] [Mashiro]
 56:  779| [45] ["Now, now, it's time for breakfast. You're all hungry, aren't you?"]
 57:  805| [47] [Salyu]
 58:  808| [45] ["Mmm."]
 59:  825| [47] [Natsuhiko]
 60:  828| [45] ["True."]
 61:  833| [45] [Listening to Salyu and Hikorin makes me smile.]
 62:  841| [47] [Yuuri]
