  0:   75| [55] [√After Chapter2]
  1:   83| [45] [セキュリティゲートのロックを解除し、渡瀬たちは連絡通路に歩み入った。]
  2:   89| [45] [――手持ちのＡＤはさっそく尽きた。]
  3:   94| [45] [依然、予断を許さない状況が続く。]
  4:  147| [47] [渡瀬]
  5:  148| [45] [（橘の事だけじゃない……すぐにでも次の１時間の事を考える必要がある）]
  6:  154| [47] [渡瀬]
  7:  155| [45] [（オレの事だけじゃない……すぐにでも次の１時間の事を考える必要がある）]
  8:  160| [45] [さきほどＡＤを投与したのが『１０時１６分』。]
  9:  165| [45] [次に投与する『１１時１６分』までに、また６本以上のＡＤを探さなければならないのだ。]
 10:  170| [45] [同僚の死の直後であろうと、悲しんでいるヒマはない。]
 11:  175| [45] [だからこそ風見も、あんなにも気丈な態度を取っているのだろう。]
 12:  244| [45] [渡瀬はそっと風見に歩み寄り、囁いた。]
 13:  252| [47] [渡瀬]
 14:  255| [45] [「橘、お前本当に大丈夫なのか？」]
 15:  281| [47] [風見]
 16:  284| [45] [「隊長、私への気遣いは無用です。それよりご自分の心配を」]
 17:  289| [47] [渡瀬]
 18:  290| [45] [「……」]
 19:  298| [47] [渡瀬]
 20:  301| [45] [「……わかった、先を急ごう」]
 21:  332| [47] [渡瀬]
 22:  335| [45] [「急ごう、みんな」]
 23:  397| [47] [風見]
 24:  400| [45] [「えぇ」]
 25:  405| [45] [渡瀬たちはそう言って、連絡通路を駆け出した。]
 26:  448| [45] [だが、曲がり角を曲がったところで――]
 27:  453| [45] [すぐに彼らの足は止まった。]
 28:  506| [47] [渡瀬]
 29:  509| [45] [「これは……！」]
 30:  575| [45] [そこの通路は、水浸しになっていた。]
 31:  580| [45] [近くの床には、放水用のホースが打ち捨てられている。]
 32:  585| [45] [そこから水が溢れ続け、通路に水溜りを作っているのだ。]
 33:  649| [47] [恵那]
 34:  652| [45] [「どうしたのよ、水溜りくらい。さっさと先に進みましょうよ」]
 35:  660| [47] [渡瀬]
 36:  663| [45] [「いや、よく見ろよ先生……」]
 37:  668| [45] [渡瀬は壁を指差した。]
 38:  673| [45] [爆発でも起きたのか、壁が一部崩れている。]
 39:  678| [45] [そこから断線したケーブルらしきものが飛び出し、水溜りに触れて火花を上げていた。]
 40:  710| [47] [恵那]
 41:  713| [45] [「高圧電線……！？」]
 42:  755| [47] [宇喜多]
 43:  758| [45] [「なんだこれは、なぜこんな事に？」]
 44:  799| [47] [風見]
 45:  802| [45] [「誰かが消火でもしようとして、偶然こうなったのでしょうか」]
 46:  845| [47] [渡瀬]
 47:  846| [45] [（……偶然？　自然とこんな風になるものか？）]
 48:  851| [45] [一瞬そう思ったが、口にはしない事にした。]
 49:  859| [47] [渡瀬]
 50:  862| [45] [「まぁ原因はどうあれ、進む方法をまず考えよう」]
 51:  867| [45] [渡瀬はそう言って、水溜りを見据えた。]
 52:  872| [45] [水溜りの幅は、５ｍほど。]
 53:  877| [45] [それを越えて、ケーブルを水溜りから出してしまえば通れるようになる。]
 54:  882| [45] [だが問題は、曲がり角のすぐ先にあるため、助走のスペースがないという事だった。]
 55:  887| [45] [試しにポケットの中にあった糸くずを、水溜りに放り込んでみる。]
 56:  961| [45] [――それだけで激しく火花が瞬いた。]
 57:  970| [47] [渡瀬]
 58:  973| [45] [「こりゃ、足でも突っ込んだら死んじまうな……！」]
 59: 1036| [47] [恵那]
 60: 1039| [45] [「他に、第４エリアへ行く道はないのかしら？」]
 61: 1066| [47] [風見]
 62: 1069| [45] [「あるはずです。遠回りになりますが、迂回しましょう」]
 63: 1074| [45] [風見がそう言った時、渡瀬の口から、ひとりでに声が溢れた。]
 64: 1082| [47] [渡瀬]
 65: 1085| [45] [「待て、時間が惜しい」]
 66: 1111| [47] [風見]
 67: 1114| [45] [「え？　どういうおつもりで？」]
 68: 1122| [47] [渡瀬]
 69: 1125| [45] [「なぁに、助走無しで５ｍなら……『俺ならまるで問題ない距離』だ」]
 70: 1130| [45] [ある種の確信を持って、渡瀬はその言葉を口にしていた。]
 71: 1135| [47] [渡瀬]
 72: 1136| [45] [（時間がない上に、今は橘も守部も同僚を失ったばかりで、気弱になっているはずだ……）]
 73: 1141| [47] [渡瀬]
 74: 1142| [45] [（だったらせめて、身を以て、元気付けてやらなきゃな）]
 75: 1147| [45] [多少の危険を冒してでも、この暗い雰囲気を吹き飛ばしたい。渡瀬はそう思っていた。]
 76: 1155| [47] [渡瀬]
 77: 1158| [45] [「全員、ちょっと通路を空けてくれ。ほら宇喜多さんも先生もだ」]
 78: 1201| [45] [渡瀬は皆を通路の端に押し付け、スペースを空けた。]
 79: 1209| [47] [洵]
 80: 1212| [45] [「って隊長、まさか――！？」]
 81: 1217| [45] [渡瀬の思惑に気づいたらしい洵が、そう声を上げた時――]
 82: 1266| [47] [渡瀬]
 83: 1267| [45] [（守部、見とけよ！）]
 84: 1287| [45] [３歩の助走で勢いをつけた渡瀬は、水溜りの直前で踏み切り、そして跳んだ。]
 85: 1304| [47] [渡瀬]
 86: 1307| [45] [「ハッ！」]
 87: 1458| [45] [着地と同時に、足元で青白い火花が上がる。]
 88: 1466| [47] [渡瀬]
 89: 1469| [45] [「っっ！」]
 90: 1474| [45] [渡瀬は一瞬身をすくめたが、電撃を受けた感覚はなかった。]
 91: 1479| [45] [靴底にへばりついていたゴミか何かが、水溜りに落ちたのだろう。]
 92: 1484| [45] [背後で風見の声が聞こえる。]
 93: 1514| [47] [風見]
 94: 1517| [45] [「隊長っ！　大丈夫ですか！？」]
 95: 1525| [47] [渡瀬]
 96: 1528| [45] [「ああ、大丈夫だ！　今、放電を止めてやる！」]
 97: 1590| [45] [渡瀬はそれだけ答え、ケーブルを水溜りから引き抜いた。]
 98: 1604| [47] [渡瀬]
 99: 1607| [45] [「さ、みんなもう大丈夫だ」]
100: 1648| [47] [洵]
101: 1651| [45] [「いや、ちょっと待ってみんな！　まずあたしから入るから！」]
102: 1701| [45] [渡瀬の言葉に従い、洵がそーっと水溜りに足を踏み入れる。]
103: 1706| [45] [――が、何も起こらなかった。]
104: 1732| [47] [洵]
105: 1735| [45] [「……や、大丈夫！　平気みたいだよ！」]
106: 1761| [47] [洵]
107: 1764| [45] [「ほら、みんなどうぞ！」]
108: 1797| [45] [洵に促され、皆が水溜りを越えて、渡瀬に駆け寄ってくる。]
109: 1835| [47] [恵那]
110: 1838| [45] [「隊長さん、危ないことするわねぇ……見てるこっちが怖かったわよ」]
111: 1879| [47] [宇喜多]
112: 1882| [45] [「もっと冷静なタイプかと思ってたが、そういう一面もあるんだな」]
113: 1923| [47] [洵]
114: 1926| [45] [「びっくりしたでしょ？　うちの隊長は身体能力がとにかく高くてねぇ」]
115: 1952| [47] [洵]
116: 1955| [45] [「記憶がアレしてても、自分の力は体が覚えてたんだね？　さすが隊長」]
117: 1960| [45] [そう言う洵の顔からは、さきほどまでの暗い影が薄れていた。]
118: 1965| [45] [渡瀬もほっとしつつ、内心で思う。]
119: 1970| [47] [渡瀬]
120: 1971| [45] [（さっきの『できる』という確信は、そこから来ていたのか……）]
121: 1976| [45] [ならば渡瀬が行動できるか否かを決めるのは、勇気や気合の問題らしい。]
122: 1981| [45] [だがその時、風見が冷たい声で言った。]
123: 2049| [47] [風見]
124: 2052| [45] [「褒めるんじゃありません、守部。隊長もなにを嬉しそうにしてるんですか」]
125: 2060| [47] [渡瀬]
126: 2063| [45] [「え……え？」]
127: 2089| [47] [風見]
128: 2092| [45] [「災害の現場は、身体能力を披露する場じゃありませんよ。安全策を取れるなら、そちらを必ず選ぶべきです」]
129: 2118| [47] [風見]
130: 2121| [45] [「さきほどあんな……あんな事があったというのに……！」]
131: 2126| [45] [風見の口調は冷静だったが、声には怒りが滲んでいた。]
132: 2134| [47] [渡瀬]
133: 2137| [45] [「す、すまない！　また焦っちまった！」]
134: 2160| [47] [風見]
135: 2161| [45] [「……」]
136: 2166| [45] [風見は何も言わず、渡瀬を睨んでいた。]
137: 2171| [45] [他の４人も、遠巻きに事のなりゆきを見ている。]
138: 2176| [45] [やがて風見は、ぼそりと言った。]
139: 2202| [47] [風見]
140: 2205| [45] [「…………わかればよいのです」]
141: 2231| [47] [風見]
