  0:   78| [55] [√Before Chapter3]
  1:   86| [45] [街を歩きながら、ましろがサリュに言う。]
  2:  112| [47] [ましろ]
  3:  115| [45] [「ほらほらサリュ、道行く人がみんな振り返ってるよ～？」]
  4:  141| [47] [サリュ]
  5:  144| [45] [「……っ」]
  6:  149| [45] [サリュが気恥ずかしげに目を逸らす。]
  7:  362| [45] [彼女は試着室を借り、さっそく買った服に着替えていた。]
  8:  418| [45] [――サリュだけではなく、ましろも。]
  9:  504| [47] [夏彦]
 10:  507| [45] [「ってなんでお前まで着替えてるんだよ。っていうかいつの間に買ったんだ？」]
 11:  548| [47] [ましろ]
 12:  551| [45] [「いーじゃん別に。サリュの服選んでたら、私もオシャレ欲が刺激されてさぁ」]
 13:  559| [47] [ましろ]
 14:  562| [45] [「もちろんこっちのは私の自腹だよ。どうかなどうかな？」]
 15:  588| [47] [サリュ]
 16:  591| [45] [「……ましろも、その、可愛いと思う」]
 17:  617| [47] [ましろ]
 18:  620| [45] [「ありゃお上手だね～、お姉さんは嬉しいよ」]
 19:  652| [45] [ましろに頭を撫でられるサリュの表情には、年相応の幼さが見てとれた。]
 20:  657| [47] [夏彦]
 21:  658| [45] [（ましろはすっかり、サリュに気を許しているみたいだな……）]
 22:  663| [45] [だが夏彦には、まだひっかかるものがあった。]
 23:  740| [45] [――夏彦の脳裏に、またしても一昨日の光景がよぎる。]
 24:  745| [45] [あの事故現場に集まった野次馬の中で、１人だけ冷静に、夏彦を見つめていたサリュ――]
 25:  861| [47] [夏彦]
 26:  862| [45] [（どう考えても妙だ……）]
 27:  867| [47] [夏彦]
 28:  868| [45] [（あんな事故が起きてるすぐそばで、ぼくだけを見据えてるなんておかしいじゃないか？）]
 29:  873| [45] [平穏を乱す異邦人のように感じたのも、遡ればあれが原因だろう。]
 30:  878| [45] [だいたい『護りに来た』というのなら、あんなに離れたところから、監視するように見なくてもいいはずだ。]
 31:  883| [47] [夏彦]
 32:  884| [45] [（合理的な答えが知りたい……）]
 33:  889| [45] [答えを聞かなければ、サリュに心を許す事はできない。]
 34:  905| [45] [夏彦は覚悟を決め、彼女に尋ねた。]
 35:  992| [47] [夏彦]
 36:  995| [45] [「なぁサリュ、ちょっといいか？」]
 37: 1021| [47] [サリュ]
 38: 1024| [45] [「なに？」]
 39: 1032| [47] [夏彦]
 40: 1035| [45] [「一昨日、ここで事故があったな……そして君もこの現場にいたな？」]
 41: 1061| [47] [サリュ]
 42: 1064| [45] [「……それが何か？」]
 43: 1090| [47] [ましろ]
 44: 1093| [45] [「え、なに、サリュもあの事故現場にいたの？」]
 45: 1119| [47] [ましろ]
 46: 1122| [45] [「それじゃ私の慌てぶりも見られて――」]
 47: 1154| [47] [夏彦]
 48: 1157| [45] [「ちょっと待ってくれましろ、いま大事な話をしてるんだ」]
 49: 1180| [45] [夏彦が低い声で言うと、ましろはぎくりとしたように口をつぐんだ。]
 50: 1188| [47] [ましろ]
 51: 1191| [45] [「あ……ごめん、続けて」]
 52: 1199| [47] [夏彦]
 53: 1202| [45] [「ありがとう。それでサリュ……」]
 54: 1234| [47] [夏彦]
 55: 1237| [45] [「あの時、君は事故に目もくれず、ぼくの方を見てたよな」]
 56: 1263| [47] [サリュ]
 57: 1266| [45] [「え……？」]
 58: 1274| [47] [夏彦]
 59: 1277| [45] [「野次馬はみんな事故現場の方ばかり見てたのに、なんで君だけぼくを見てたんだ？」]
 60: 1285| [47] [夏彦]
 61: 1288| [45] [「ずっとそれが気になっていたんだ。理由を教えてくれないか？」]
 62: 1311| [47] [サリュ]
 63: 1312| [45] [「……」]
 64: 1317| [45] [サリュは考え込むような沈黙の後――ぽつりと答えた。]
 65: 1343| [47] [サリュ]
 66: 1346| [45] [「……事故現場に居合わせたのは、ただの偶然」]
 67: 1354| [47] [夏彦]
 68: 1357| [45] [「偶然だって？」]
 69: 1365| [47] [サリュ]
 70: 1368| [45] [「そう。あの日、私は今後住む事になるこの街を散策していた」]
 71: 1394| [47] [サリュ]
 72: 1397| [45] [「そうしたらあの事故が起きた。野次馬するのも品がないので、通り過ぎようとしたけど……」]
 73: 1423| [47] [サリュ]
 74: 1426| [45] [「その時、凄まじい『声』が聞こえ、驚いて立ち止まった」]
 75: 1434| [47] [夏彦]
 76: 1437| [45] [「――あ」]
 77: 1442| [45] [考えてみればそうだった。]
 78: 1447| [45] [あの時、夏彦は自分でも驚くほどのテレパシーを発していたのだった。]
 79: 1455| [47] [夏彦]
 80: 1458| [45] [「じゃあひょっとして……声っていうか、テレパシーの出所を探してたとか？」]
 81: 1484| [47] [サリュ]
 82: 1487| [45] [「そう。辺りを見回していたら、たまたま夏彦と目があった」]
 83: 1513| [47] [サリュ]
