  0:   69| [55] [√Before Chapter5]
  1:   77| [45] [『このままいっしょに、どこかへいこう』]
  2:   82| [45] [公園でそう話した後――]
  3:   87| [45] [夏彦は悠里の手を引いて、まず天川家に向かった。]
  4:  151| [45] [母は例によって、帰りが遅かった。]
  5:  156| [45] [いつもなら寂しがるところだが、今日に限ってはむしろ好都合だ。]
  6:  161| [47] [夏彦]
  7:  162| [45] [（母さんにみつかったら、きっとおこられるからな……）]
  8:  167| [45] [そうなれば悠里は、あっさりと自宅に連れ戻されてしまうだろう。]
  9:  172| [45] [母とは言え、大人の手を借りることは出来ない。]
 10:  177| [45] [悠里を護れるのは、自分だけなのだ。]
 11:  185| [47] [夏彦]
 12:  188| [45] [「よし。じゅんびをしよう、悠里」]
 13:  214| [47] [悠里]
 14:  217| [45] [「じゅんびって……どうすればいいのかな？」]
 15:  225| [47] [夏彦]
 16:  228| [45] [「えんそく用のリュックがあるから、この中にひつようなものを入れていこう」]
 17:  236| [47] [夏彦]
 18:  239| [45] [「まずたべものがないと、はなしにならないからな」]
 19:  265| [47] [悠里]
 20:  268| [45] [「そうだね。おなかすいちゃうもんね」]
 21:  273| [45] [そう言って、２人はキッチンを漁りはじめた。]
 22:  278| [45] [お菓子の棚を中心に、調理しなくても良さそうな食べ物を探していく。]
 23:  304| [47] [悠里]
 24:  307| [45] [「ねぇ、夏彦くん？　これももっていったほうがいいかな？」]
 25:  315| [47] [夏彦]
 26:  318| [45] [「なになに……って、それインスタントラーメンじゃんか」]
 27:  326| [47] [夏彦]
 28:  329| [45] [「ダメダメ。だいどころがないところにいくかもしれないんだぞ？」]
 29:  355| [47] [悠里]
 30:  358| [45] [「そのときは、たきびをして作ればいいんだよ」]
 31:  384| [47] [悠里]
 32:  387| [45] [「これももってく！　き～まり！」]
 33:  395| [47] [夏彦]
 34:  398| [45] [「お、おいおい……」]
 35:  424| [47] [悠里]
 36:  427| [45] [「あっ！　たきびをするってことはライターがあった方がいいよね」]
 37:  432| [45] [うきうきとした様子で、持っていく物を選んでいく悠里。]
 38:  437| [45] [先ほどまでとは打って変わって楽しそうだった。]
 39:  445| [47] [夏彦]
 40:  448| [45] [「……まぁいっか」]
 41:  453| [45] [夏彦も内心では、ワクワクしていた。]
 42:  458| [45] [未知の冒険。悠里を守る正義の旅。未来への幻想。]
 43:  463| [45] [それが夏彦たちの気持ちを浮き立たせていたのだ。]
 44:  468| [45] [――しばらくの後、ギュウギュウに物を詰め込んだリュックができあがった。]
 45:  473| [45] [そして大事な腕時計を着ければ、準備は完了だ。]
 46:  481| [47] [夏彦]
 47:  484| [45] [「よし……いこう、悠里！」]
 48:  510| [47] [悠里]
 49:  513| [45] [「うん！」]
 50:  518| [45] [夏彦は悠里の腕を取り、家を出た。]
 51:  664| [47] [夏彦]
 52:  667| [45] [「――どこにいく？」]
 53:  675| [47] [悠里]
 54:  678| [45] [「どこでもいいよ」]
 55:  704| [47] [悠里]
 56:  707| [45] [「あのいえから、とおいところならどこでも……」]
 57:  715| [47] [夏彦]
 58:  718| [45] [「よし、じゃあひみつきちにいこう」]
 59:  744| [47] [悠里]
 60:  747| [45] [「ひみつきち？」]
 61:  755| [47] [夏彦]
 62:  758| [45] [「まちはずれにあるんだ。このあいだ遊んでたらみつけてさ」]
 63:  784| [47] [悠里]
 64:  787| [45] [「そこにしよう。わたし夏彦くんについてくから」]
 65:  795| [47] [夏彦]
 66:  798| [45] [「オッケー！　しゅっぱーつ！」]
 67:  824| [47] [悠里]
 68:  827| [45] [「おーっ！」]
 69:  878| [45] [元気よく声を上げ、夏彦たちは歩き出す。]
 70:  883| [45] [悠里の家とは逆の方向を目指して――。]
 71:  940| [45] [『ひみつきち』までの長い道のりを、２人きりで歩く。]
 72:  945| [45] [５月も末だと言うのに、夜は意外と肌寒かった。]
 73:  950| [45] [風が吹くたび、徐々に体温が奪われる。]
 74:  955| [45] [しかし、それは夏彦たちにとって些細なことに思えた。]
 75:  960| [45] [世界中に自分たちしかいないような気分と共に、２人は歩みを進めた。]
 76: 1019| [45] [やがて行く手に、赤茶けた建物が見えてきた。]
 77: 1024| [45] [今はもう使われていない廃工場だった。]
 78: 1111| [47] [悠里]
 79: 1114| [45] [「ここが、ひみつきち？」]
 80: 1122| [47] [夏彦]
 81: 1125| [45] [「あぁ。ぼくらがいろんなものをもちこんでつくったのさ！」]
 82: 1133| [47] [夏彦]
 83: 1136| [45] [「さっそくなかにはいろう。はぐれちゃいけないから、手をつないで」]
 84: 1162| [47] [悠里]
 85: 1165| [45] [「う、うん……」]
 86: 1331| [45] [闇の中を、夏彦がズンズン進んでいく。]
 87: 1336| [45] [すでに何度もここを遊び場としている夏彦は、どこに何があるのかを完璧に把握していた。]
 88: 1344| [47] [夏彦]
 89: 1347| [45] [「え～っと、ぼくのきおくがたしかならば～……」]
 90: 1352| [45] [夏彦は闇の中に手を伸ばす。]
 91: 1357| [45] [すると、一瞬の後――]
 92: 1383| [47] [悠里]
 93: 1386| [45] [「わぁ……」]
 94: 1451| [45] [あたりが柔らかい光に満たされた。]
 95: 1456| [45] [夏彦がライターで、灯油ランプに火を灯したのだ。]
 96: 1464| [47] [夏彦]
 97: 1467| [45] [「ぼくがいえからもちこんだランプさ」]
 98: 1475| [47] [夏彦]
 99: 1478| [45] [「これがあれば、夜でもだいじょうぶ！」]
100: 1486| [47] [悠里]
101: 1489| [45] [「すごい、こんなとこがあったんだ……」]
102: 1494| [45] [悠里がキラキラした眼であたりを見回す。]
103: 1499| [45] [廃工場の奥の方には、大小さまざまなものが並んでいた。]
104: 1504| [45] [古びたソファや戸棚などの家具から、七輪やパラソルといったアウトドアグッズ。]
105: 1509| [45] [漫画やおもちゃなどの暇つぶしアイテムに、果てはレンチや石臼やヌンチャクなど、用途のいまいちわからないものまで。]
106: 1517| [47] [夏彦]
107: 1520| [45] [「な？　すごいだろ？」]
108: 1528| [47] [夏彦]
109: 1531| [45] [「ぼくだけじゃなくて、みんながいろんなものをもちこんできたのさ。ひろったり家からもってきたり」]
110: 1588| [47] [悠里]
111: 1591| [45] [「うん、ほんとにひみつきちだね！」]
112: 1596| [45] [悠里が心から楽しそうに笑う。]
113: 1601| [45] [夏彦も嬉しくなって、ソファを指差して言った。]
114: 1609| [47] [夏彦]
115: 1612| [45] [「まぁまぁ、すわろうよ。いっぱいあるいたからおなかすいたろ？」]
116: 1669| [47] [悠里]
117: 1672| [45] [「あっ、う、うん……」]
118: 1677| [45] [２人は隣り合って座り、リュックの中からお菓子を取り出した。]
119: 1682| [45] [甘いビスケットを食べながら、２人は話す。]
120: 1690| [47] [夏彦]
121: 1693| [45] [「もうふとか、ねぶくろもあるんだ。ねとまりもバッチリできるぜ」]
122: 1750| [47] [悠里]
123: 1753| [45] [「それじゃ、ここでずっとくらせるね？」]
124: 1761| [47] [夏彦]
125: 1764| [45] [「もちろん！」]
126: 1772| [47] [夏彦]
127: 1775| [45] [「それにましろたちもちかごろは、ここをねじろにしてるからな。きっといろいろてだすけしてくれる」]
128: 1783| [47] [夏彦]
129: 1786| [45] [「こまることなんてなにもないよ。たのしいまいにちがおくれるって」]
130: 1843| [47] [悠里]
131: 1846| [45] [「ふふっ、たのしみだなぁ……」]
132: 1900| [45] [悠里は微笑み、ランプに視線を移す。]
133: 1905| [45] [その横顔に、わずかに影が差した。]
134: 1913| [47] [悠里]
135: 1916| [45] [「……わたしね、このまちにくるまで、たのしいおもいでなんかなかったの」]
136: 1924| [47] [夏彦]
137: 1927| [45] [「え……そうなの？」]
138: 1935| [47] [悠里]
139: 1938| [45] [「うん……」]
140: 1946| [47] [悠里]
141: 1949| [45] [「だってわたしって、コミュニケーターでしょ？」]
142: 1957| [47] [夏彦]
143: 1960| [45] [「そうだけど、それが……？」]
144: 1968| [47] [悠里]
