  0:   46| [55] [√After Chapter4]
  1:   55| [45] [――第６エリア内周棟・地下２階――]
  2:   60| [45] [そこはつい１時間ほど前にも、捜索した場所だった。]
  3:   68| [47] [渡瀬]
  4:   71| [45] [「要救助者との行き違いを避けるためにも、１階と２階に分かれて捜索しよう」]
  5:  133| [47] [洵]
  6:  136| [45] [「了解。じゃああたしは地下１階を捜索するかな」]
  7:  143| [45] [ここの非常階段は崩れてしまっているが、洵ならあの階段室に張ったロープを難なく登れるだろう。]
  8:  151| [47] [渡瀬]
  9:  154| [45] [「悪い、それじゃ頼む」]
 10:  163| [47] [渡瀬]
 11:  166| [45] [「悪い、それじゃ頼む」]
 12:  174| [47] [渡瀬]
 13:  177| [45] [「ここの非常階段は崩れちまってるんだが、代わりにロープを張っておいた」]
 14:  185| [47] [渡瀬]
 15:  188| [45] [「それを登って捜索してくれ」]
 16:  214| [47] [洵]
 17:  217| [45] [「ん、任せて」]
 18:  237| [45] [洵はそう言って、さっそく階段室に向かった。]
 19:  263| [47] [宇喜多]
 20:  266| [45] [「……では我々も捜索するかね」]
 21:  274| [47] [渡瀬]
 22:  277| [45] [「あぁ」]
 23:  282| [45] [渡瀬たちはそう言って、地下２階の捜索を始めた。]
 24:  325| [45] [――が、さきほど捜索したばかりという事もあり、特に成果は出なかった。]
 25:  368| [45] [洵もやがて１階から戻ってきた。]
 26:  476| [47] [洵]
 27:  479| [45] [「隊長、なんか見つかった？」]
 28:  487| [47] [渡瀬]
 29:  490| [45] [「ダメだ。そっちはどうだ？」]
 30:  516| [47] [洵]
 31:  519| [45] [「何もなかったよ。１回目の捜索より、丹念にやっているつもりなんだけど……」]
 32:  527| [47] [洵]
 33:  530| [45] [「夏彦くんたち、ホントどこにいるんだろ」]
 34:  535| [45] [洵の表情がわずかに沈む。]
 35:  551| [47] [渡瀬]
 36:  554| [45] [「不安になるのもわかるが、そうしょげるな」]
 37:  562| [47] [渡瀬]
 38:  565| [45] [「要救助者が見つからないってのは、ある意味喜ばしいことだ」]
 39:  591| [47] [洵]
 40:  594| [45] [「え？」]
 41:  602| [47] [渡瀬]
 42:  605| [45] [「それは要救助者が頻繁に移動しているって事、つまり彼らはまだ元気だって事だろ？」]
 43:  613| [47] [渡瀬]
 44:  616| [45] [「被曝して動けなくなっているより、ずっといいじゃないか」]
 45:  642| [47] [洵]
 46:  645| [45] [「そ、そうか……そういう考え方もあるか」]
 47:  672| [47] [宇喜多]
 48:  675| [45] [「しかし、楽観的過ぎるかもしれんが……」]
 49:  683| [47] [渡瀬]
 50:  686| [45] [「オレたちが希望を捨てるより、ずっといいだろう」]
 51:  712| [47] [洵]
 52:  715| [45] [「だね」]
 53:  720| [45] [渡瀬たちはうなずいた。]
 54:  725| [45] [捜索も２周目となると、疲れも溜まって来ているのだろう。]
 55:  730| [45] [同じところを捜索するというのも、虚しさが募りやすい。]
 56:  738| [47] [渡瀬]
 57:  741| [45] [「それに案外、橘たちがあっさり見つけてるかもしれないぜ？」]
 58:  749| [47] [渡瀬]
 59:  752| [45] [「それを期待しつつ、まずは先に進もうじゃないか」]
 60:  757| [45] [渡瀬は２人を元気付け、次の捜索場所、第１エリアへ向かった。]
 61:  768| [47] [渡瀬]
 62:  771| [45] [「オレも１階の捜索を手伝えばよかったかな？」]
 63:  797| [47] [洵]
 64:  800| [45] [「え……なにさ。あたし１人に任せてたんじゃ、信用できないってわけ？」]
 65:  808| [47] [渡瀬]
 66:  811| [45] [「あ、いや、そんなつもりじゃなかったんだが……」]
 67:  838| [47] [宇喜多]
 68:  841| [45] [「まぁまぁ２人とも落ち着きたまえ。そんな事より捜索を進めようじゃないか」]
 69:  849| [47] [渡瀬]
 70:  852| [45] [「……だな。じゃあこのエリアの捜索は終わりだ、先に進もう」]
 71:  857| [45] [渡瀬たちはそう言って、次の捜索場所、第１エリアへ向かった。]
