  0:   51| [55] [√Double Chapter4]
  1:   63| [45] [――シェルターを出た夏彦は、悠里に肩を借り、第３エリアに辿り着いた。]
  2:   71| [47] [夏彦]
  3:   74| [45] [「サリュ！　どこだ！？」]
  4:  100| [47] [悠里]
  5:  103| [45] [「サリュちゃーん！」]
  6:  108| [45] [サリュを探して、２人で声を上げる。]
  7:  113| [45] [先ほど渡瀬がサリュと、このあたりで遭遇してから、さほど時間は経っていない。]
  8:  118| [45] [だがここで逃してしまったら、いつ会えるかわからない。]
  9:  123| [45] [そう思い、夏彦は第３エリアを探し回った。]
 10:  174| [45] [内周棟と外周棟を繋ぐ連絡通路も。]
 11:  225| [45] [非常階段も。]
 12:  280| [47] [夏彦]
 13:  283| [45] [「サリュ、いないのか！？」]
 14:  288| [45] [しかし彼女は見つからない。]
 15:  296| [47] [夏彦]
 16:  299| [45] [「くそっ、どこに彼女は……？」]
 17:  325| [47] [悠里]
 18:  328| [45] [「他のエリアに行っちゃったのかな……」]
 19:  333| [45] [夏彦たちがそう呟いた時――彼女の声が聞こえた。]
 20:  372| [47] [サリュ]
 21:  375| [45] [「夏彦！」]
 22:  398| [45] [振り返るとそこに彼女がいた。]
 23:  406| [47] [夏彦]
 24:  409| [45] [「サリュ！！」]
 25:  444| [47] [サリュ]
 26:  447| [45] [「あぁ……ようやく、再会できた……！」]
 27:  459| [45] [サリュは安堵の微笑を浮かべて、こちらに突進してきた。]
 28:  562| [47] [夏彦]
 29:  565| [45] [「ぐほっ！！」]
 30:  570| [45] [小さなサリュの頭が、夏彦のみぞおちにめり込む。]
 31:  576| [45] [だがサリュは構わず、頭をぐりぐりと押し付ける。]
 32:  605| [47] [サリュ]
 33:  608| [45] [「とても心配していた。あの男に、殺されてしまったのではないかと……」]
 34:  616| [47] [夏彦]
 35:  619| [45] [「だ、大丈夫だよ……怪我はしてるけど、ちゃんと生きてる」]
 36:  646| [47] [サリュ]
 37:  649| [45] [「そう言えば、その怪我で、どうやってここまで？」]
 38:  657| [47] [夏彦]
 39:  660| [45] [「あぁ、悠里に肩を借りて――」]
 40:  687| [47] [サリュ]
 41:  690| [45] [「えっ……！？」]
 42:  715| [45] [サリュはそこで初めて、悠里の存在に気づいたらしい。]
 43:  738| [45] [彼女をまじまじと見つめ、怪訝そうに呟く。]
 44:  764| [47] [サリュ]
 45:  767| [45] [「『悠里』って……夏彦の、幼馴染の？」]
 46:  793| [47] [悠里]
 47:  796| [45] [「う、うん」]
 48:  822| [47] [サリュ]
 49:  825| [45] [「……混乱中」]
 50:  851| [47] [サリュ]
 51:  854| [45] [「博士から、悠里は９年前に死んだと聞いていた。それで夏彦は、彼女の幻覚を見続けていると」]
 52:  862| [47] [夏彦]
 53:  865| [45] [「そうか……やっぱりサリュも、ぼくに話を合わせてくれてたんだな」]
 54:  873| [47] [夏彦]
 55:  876| [45] [「でも、悠里は生きていたんだ」]
 56:  884| [47] [夏彦]
 57:  887| [45] [「９年間この施設にいて、ぼくらと同じく閉じ込められていたんだよ」]
 58:  948| [47] [サリュ]
 59:  951| [45] [「…………！？」]
 60:  956| [45] [サリュはその説明に、ますます戸惑いの表情を浮かべた。]
 61:  961| [47] [夏彦]
 62:  962| [45] [（……無理もないか、ぼくだって相当混乱したくらいなんだし）]
 63:  967| [45] [夏彦はそう思ったのだが――その直後、サリュは予想もしない事を言った。]
 64:  993| [47] [サリュ]
 65:  996| [45] [「悠里……」]
 66: 1022| [47] [悠里]
 67: 1025| [45] [「な……なに？」]
 68: 1051| [47] [サリュ]
 69: 1054| [45] [「私、あなたを、どこかで見た事がある気がする……」]
 70: 1115| [47] [夏彦]
 71: 1118| [45] [「え！？」]
 72: 1123| [45] [その言葉に、夏彦は息を呑む。]
 73: 1128| [45] [幻覚の事は聞いていたとしても、サリュが悠里の容姿を知っているはずはないのに――！？]
 74: 1136| [47] [夏彦]
 75: 1139| [45] [「ど、どういう事なんだ！？　いつ会ったんだ！？」]
 76: 1165| [47] [サリュ]
 77: 1168| [45] [「気のせいかもしれないけど……悠里を見た時、何か懐かしさのようなものが……」]
 78: 1176| [47] [夏彦]
 79: 1179| [45] [「って……悠里は会った事あるのか？」]
 80: 1205| [47] [悠里]
 81: 1208| [45] [「な、ないよ。気のせいだと思うよ」]
 82: 1216| [47] [夏彦]
 83: 1219| [45] [「……？」]
 84: 1245| [47] [悠里]
 85: 1248| [45] [「ひこりんがわたしの話をサリュちゃんにしていたから、初めて会った気がしないんだよ」]
 86: 1256| [47] [悠里]
 87: 1259| [45] [「違うかな、サリュちゃん？」]
 88: 1285| [47] [サリュ]
 89: 1288| [45] [「ん……恐らく、そうだと思う。今日、あなたに遭遇した事はないし」]
 90: 1296| [47] [サリュ]
 91: 1299| [45] [「それに博士から、あなたの９年前の写真を見せられた事があった。その面影のせいだと思う」]
 92: 1325| [47] [悠里]
 93: 1328| [45] [「そう……それじゃ改めて、自己紹介だね」]
 94: 1333| [45] [戸惑う夏彦をよそに、悠里がサリュに言う。]
 95: 1359| [47] [悠里]
 96: 1362| [45] [「初めましてサリュちゃん。わたし、ひこりんからサリュちゃんの事は色々聞いてるの」]
 97: 1388| [47] [悠里]
 98: 1391| [45] [「ましろんと会いたいでしょ？　ましろんは第５エリアにいるから、連れてってあげる」]
 99: 1417| [47] [サリュ]
100: 1420| [45] [「う、うん」]
101: 1425| [45] [サリュの手を引いて、悠里が歩き出そうとする。]
102: 1451| [47] [サリュ]
103: 1454| [45] [「じゃあ、夏彦は私が背負っていく」]
104: 1462| [47] [夏彦]
105: 1465| [45] [「あ、ああ、頼む」]
