  0:   52| [55] [√After Chapter4]
  1:   66| [45] [重苦しい沈黙――それを破ったのは、風見だった。]
  2:   92| [47] [風見]
  3:   95| [45] [「……状況を整理しましょう」]
  4:  121| [47] [風見]
  5:  124| [45] [「私にはあの娘が、ここから逃げようとして、亡くなったように見えました」]
  6:  150| [47] [風見]
  7:  153| [45] [「ほら、これを見てください」]
  8:  158| [45] [風見はそう言って、胸ポケットからセキュリティカードを取り出した。]
  9:  163| [45] [そこには『江里口修也』という名前と――]
 10:  168| [45] [『Ｌｖ．Ｎ』の表記が！]
 11:  176| [47] [渡瀬]
 12:  179| [45] [「レベルＮ！？　どうしたんだこれ！？」]
 13:  184| [45] [それは渡瀬たちが持っている『Ｌｖ．６』のカードより高位のものだった。]
 14:  210| [47] [風見]
 15:  213| [45] [「あの少女の遺体のそばに、落ちていたんです」]
 16:  239| [47] [風見]
 17:  242| [45] [「彼女はこれを使って、搬出リフトの前までやってきたのでしょう」]
 18:  269| [47] [洵]
 19:  272| [45] [「でもどうしてあの娘、こんなレベルの高いカードを……何者なの？」]
 20:  300| [47] [宇喜多]
 21:  303| [45] [「う、む……ユウリくん同様、職員の家族か……？」]
 22:  329| [47] [風見]
 23:  332| [45] [「ただともかく彼女は必死でここまでたどり着き、しかし出口がない事に絶望して、力尽きたと……」]
 24:  340| [47] [渡瀬]
 25:  343| [45] [「でも、だったら誰が――」]
 26:  351| [47] [渡瀬]
 27:  354| [45] [「誰が、リフトを壊したんだ？」]
 28:  359| [45] [その言葉に、全員の顔が強張った。]
 29:  385| [47] [ユウリ]
 30:  388| [45] [「壊した、って……」]
 31:  396| [47] [渡瀬]
 32:  399| [45] [「あれはどう考えても、偶然壊れたもんじゃない。誰かが意図的に壊したんだ」]
 33:  425| [47] [洵]
 34:  428| [45] [「あの娘が壊したって可能性は？」]
 35:  436| [47] [渡瀬]
 36:  439| [45] [「ゼロじゃないが、普通に考えればないだろう」]
 37:  465| [47] [風見]
 38:  468| [45] [「しかし、いずれにせよ……そんな事をして、なんの得があるのですか？」]
 39:  476| [47] [風見]
 40:  479| [45] [「リフトのコンパネが壊されてるという事は、壊した人は地下に残ったという事です」]
 41:  487| [47] [風見]
 42:  490| [45] [「しかしこんな場所に、自ら残りたがる人がいるとは思えません」]
 43:  498| [47] [渡瀬]
 44:  501| [45] [「それは……」]
 45:  506| [45] [渡瀬にもわからない。]
 46:  511| [45] [誰が閉じ込められる危険を冒してまで、自ら脱出経路を潰すというのか。]
 47:  516| [45] [だがその時、恵那が押し殺した声で言った。]
 48:  619| [47] [恵那]
 49:  622| [45] [「……例の犯人じゃないの？」]
 50:  675| [47] [渡瀬]
 51:  678| [45] [「犯人！？　って、先生、なんの……」]
 52:  686| [47] [恵那]
 53:  689| [45] [「そこの子を殺した犯人よ」]
 54:  697| [47] [恵那]
 55:  700| [45] [「恐らく、第３エリアで３人を殺したのと同一犯のね」]
 56:  705| [45] [そう言われた瞬間、渡瀬の脳裏に凄惨な光景が明滅した。]
 57:  752| [45] [あの部屋にあった死体のうち２つには、そこの娘と同じく、銃創があった。]
 58:  757| [47] [渡瀬]
 59:  758| [45] [（……確かに、同一犯の可能性はある……！）]
 60:  786| [47] [恵那]
 61:  789| [45] [「皆さんは今まで、あの３つの死体から目を逸らしてきたわね？」]
 62:  797| [47] [恵那]
 63:  800| [45] [「人殺しは『逃げた』という事で、犯人についての議論は、棚上げにしていた」]
 64:  808| [47] [恵那]
 65:  811| [45] [「犯人探しは、ここから脱出してからやればいいと思っていたんでしょ？」]
 66:  838| [47] [風見]
 67:  841| [45] [「……えぇ」]
 68:  846| [45] [あの時、皆をいさめた風見は、硬い声でそう答えた。]
 69:  872| [47] [恵那]
 70:  875| [45] [「でも、その前提が狂ってしまった……どうやら脱出は容易じゃない」]
 71:  883| [47] [恵那]
 72:  886| [45] [「だからもう言わせて貰うわ、これはただの事故じゃないのよ！」]
 73:  891| [45] [恵那の鋭い声が、静寂に満ちたファクトリーに響き渡った。]
 74:  899| [47] [渡瀬]
 75:  902| [45] [「ただの事故じゃないって、どういう事だ？」]
 76:  928| [47] [恵那]
 77:  931| [45] [「脱出経路に銃殺体があったなら、逃げようとしたところを撃ち殺されたと考えるのが普通でしょ」]
 78:  939| [47] [恵那]
 79:  942| [45] [「脱出不能な地下施設の中で、殺人事件が起きた……だったらその閉鎖空間は、犯人が作り出したものかもしれないじゃない」]
 80:  968| [47] [風見]
 81:  971| [45] [「そんな、なんのために……？」]
 82:  997| [47] [恵那]
 83: 1000| [45] [「どうしても殺したい相手がいて、その人を殺すために残ったかもしれないわね」]
 84: 1008| [47] [恵那]
 85: 1011| [45] [「例えば隔壁が閉鎖されている間に、全ての死体を焼いてしまえば、証拠だって残らないもの」]
 86: 1019| [47] [渡瀬]
