  0:   45| [55] [√Before Chapter 8]
  1:   59| [45] [The blood poured endlessly.]
  2:  126| [45] [From his side. His left arm. His right leg.]
  3:  208| [45] [His sight went dark. His body cold.]
  4:  275| [45] [He knew he was losing too much blood.]
  5:  357| [45] [But no matter how bloody he got. No matter how much he ran, he could not find a single weapon to defeat the man.]
  6:  467| [45] [At the end of his aimless run--]
  7:  472| [45] [Natsuhiko arrived in a bizarre place.]
  8:  605| [45] [--A spacious hall of some sort.]
  9:  610| [45] [Giant cylindrical machines were lined up. Their whirring noises indicated they were operational.]
 10:  615| [47] [Natsuhiko]
 11:  616| [45] [(Wh... what is this place...?)]
 12:  621| [45] [Natsuhiko did not remember how he had gotten there.]
 13:  626| [45] [His consciousness kept threatening to cut out.]
 14:  631| [47] [Natsuhiko]
 15:  632| [45] [(... N-no... Who cares about that?)]
 16:  637| [47] [Natsuhiko]
 17:  638| [45] [(Is there anything I can use as a weapon--?)]
 18:  643| [45] [Natsuhiko's hazy thoughts ]
 19:  666| [45] [were drowned out by a gunshot.]
 20:  680| [47] [Natsuhiko]
 21:  683| [45] ["Gah...!"]
 22:  737| [45] [With another bullet pierced into his left arm, Natsuhiko collapsed to the ground.]
 23:  792| [45] [His brachial artery seemed to have ruptured as a fountain of blood gushed out.]
 24:  797| [47] [Natsuhiko]
 25:  798| [45] [(I... I can't...!)]
 26:  803| [45] [The wound was likely fatal.]
 27:  808| [45] [As Natsuhiko sank into a puddle of blood, the man's voice rained down upon him.]
 28:  870| [47] [Watase]
 29:  873| [45] ["--So this is where you die?"]
 30:  878| [45] [The man had apparently followed him all the way here.]
 31:  883| [45] [Natsuhiko hadn't even realized it.]
 32:  909| [47] [Watase]
 33:  912| [45] ["This is the perfect gravesite for you monsters."]
 34:  937| [45] [The man trampled Natsuhiko's hand, smashing the security card in his grip.]
 35:  942| [47] [Natsuhiko]
 36:  943| [45] [(Agh... gh...)]
 37:  948| [45] [Pain ran through his trampled hand, but he could no longer even scream.]
 38:  953| [45] [As Natsuhiko slowly looked up, the man questioned him.]
 39:  979| [47] [Watase]
 40:  982| [45] ["How does it feel? Does it hurt?"]
 41:  987| [47] [Natsuhiko]
 42:  988| [45] ["..."]
 43: 1014| [47] [Watase]
 44: 1017| [45] ["Well, I'm sure it's nowhere near the level of pain the light of my life suffered at the hands of you monsters."]
 45: 1025| [47] [Watase]
 46: 1028| [45] ["But please, enjoy your 10,000th of that pain as you die there."]
 47: 1033| [47] [Natsuhiko]
 48: 1034| [45] ["..."]
 49: 1039| [45] [Natsuhiko could say nothing.]
 50: 1044| [45] [All he could do was question what he had just heard.]
 51: 1049| [47] [Natsuhiko]
 52: 1050| [45] [(What is he talking about...)]
 53: 1055| [47] [Natsuhiko]
 54: 1056| [45] [(... Who is this "light of his life"...?)]
 55: 1155| [45] [But before he could find the answer to that question, his vision went dark.]
 56: 1160| [45] [The man turned back and said,]
 57: 1168| [47] [Watase]
 58: 1171| [45] ["... After you comes the girl."]
 59: 1179| [47] [Watase]
 60: 1182| [45] ["So long, Communicator."]
 61: 1200| [47] [Natsuhiko]
 62: 1201| [45] [(--!?)]
 63: 1206| [45] [Natsuhiko gasped to hear those words.]
 64: 1317| [47] [Natsuhiko]
 65: 1318| [45] [(No way, he's going to chase Mashiro...)]
 66: 1369| [47] [Natsuhiko]
 67: 1370| [45] [(And kill her...!?)]
 68: 1467| [45] [In an instant, Natsuhiko's consciousness came rushing back.]
 69: 1472| [45] [The desire to protect Mashiro roused him.]
 70: 1477| [45] [His body had already lost a large volume of blood. He probably didn't have much longer.]
 71: 1482| [45] [He had no weapons. Telepathy was useless.]
