  0:   21| [55] [√After Chapter6]
  1:   32| [47] [渡瀬]
  2:   35| [45] [「せ、先生っ！」]
  3:   40| [45] [渡瀬はすぐにその後を追おうとしたが――]
  4:   45| [45] [そのとき脳裏に、宇喜多と洵が渡瀬に向けた敵意の顔が甦る。]
  5:  202| [47] [渡瀬]
  6:  203| [45] [（くっ……確かにオレが出て行っても、あいつらを余計に刺激するだけか……！）]
  7:  208| [45] [渡瀬はそう悟り、恵那を追うのを諦めた。]
  8:  213| [45] [それでも胸中に不安がよぎる。]
  9:  218| [47] [渡瀬]
 10:  219| [45] [（だが……本当に先生１人なら、あいつらを説得できるのか？）]
 11:  224| [47] [渡瀬]
 12:  225| [45] [（先生だってオレを庇ったせいで、疑われちまってたんだぞ？）]
 13:  230| [45] [だが今となってはもう遅い。]
 14:  235| [47] [渡瀬]
 15:  236| [45] [（先生……上手くやってくれよ……！）]
 16:  241| [45] [渡瀬はそう祈りながら、恵那の帰りを待ち――]
 17:  306| [45] [――そして、しばらく時間が経過した。]
 18:  355| [47] [渡瀬]
 19:  356| [45] [（……遅い……）]
 20:  361| [47] [渡瀬]
 21:  362| [45] [（先生、どうしたんだ……？　すぐに戻ってくるって言ってたのに……！）]
 22:  367| [47] [渡瀬]
 23:  368| [45] [（――もしかして、先生の身に何かあったんじゃないのか！？）]
 24:  373| [47] [渡瀬]
 25:  374| [45] [（まさか２人の説得に失敗して、それで……！？）]
 26:  379| [45] [そんな考えが過ぎった時、渡瀬の中でくすぶり続けてきた不安が一気に爆発した。]
 27:  535| [47] [渡瀬]
 28:  536| [45] [（――くそっ！　やっぱり先生を、１人で行かせるべきじゃなかったんだ！）]
 29:  541| [45] [渡瀬はついに居たたまれなくなって、研究室を飛び出した。]
 30:  651| [45] [通路に人の気配はない。]
 31:  656| [45] [背筋が震えるほどに静かだった。]
 32:  661| [45] [渡瀬はなりふり構わずに、大声を張り上げた。]
 33:  669| [47] [渡瀬]
 34:  672| [45] [「先生、どこにいる！　聞こえていたら返事をしてくれ！」]
 35:  677| [45] [返答の声はない。]
 36:  685| [47] [渡瀬]
 37:  688| [45] [「――くそっ！」]
