  0:   42| [55] [√Before Chapter 5]
  1:   66| [45] [The three of them talked as they walked outside.]
  2:  108| [47] [Mashiro]
  3:  111| [45] ["Okay, then how should we conduct the search?"]
  4:  119| [47] [Natsuhiko]
  5:  122| [45] ["Hold up, Mashiro. First we should get a feel for each other's abilities."]
  6:  130| [47] [Natsuhiko]
  7:  133| [45] ["What's the real extent of your ability?"]
  8:  159| [47] [Mashiro]
  9:  162| [45] ["Me? In my case, I'd say--"]
 10:  188| [47] [Mashiro]
 11:  191| [45] ["'Telepathy with an effective range of approximately 500 m', and%N'empathy with an effective range of approximately 10 m'."]
 12:  217| [47] [Mashiro]
 13:  220| [45] ["I haven't been certified, but I'd say I'm around Ability Level 5."]
 14:  228| [47] [Natsuhiko]
 15:  231| [45] ["Huh!?"]
 16:  236| [45] [Natsuhiko was surprised by that answer.]
 17:  241| [45] ["Ability Level 5" meant you were among the highest of the elites among all currently recognized Communicators.]
 18:  246| [45] [If you could freely use empathy on a target at a distance, you were classified as Ability Level 5.]
 19:  251| [45] [There were said to be no more than 50 Communicators of that level in all of Japan.]
 20:  259| [47] [Natsuhiko]
 21:  262| [45] ["Hold on, that's seriously amazing, isn't it!?"]
 22:  312| [47] [Salyu]
 23:  315| [45] ["I'm surprised too. You must be a genius, Mashiro."]
 24:  341| [47] [Mashiro]
 25:  344| [45] ["N-no, I wouldn't go that far..."]
 26:  349| [45] [Mashiro had mixed feelings, but she was mostly embarrassed.]
 27:  375| [47] [Mashiro]
 28:  378| [45] ["Say, guys... I certainly can use empathy... but don't be afraid of me, okay?"]
 29:  386| [47] [Natsuhiko]
 30:  389| [45] ["Huh?"]
 31:  415| [47] [Mashiro]
 32:  418| [45] ["I know it might be hard to believe, but I absolutely do not peek into other people's hearts without good reason."]
 33:  444| [47] [Mashiro]
 34:  447| [45] ["When I read the terrorist's mind, I just made an exception because I was worried about Salyu..."]
 35:  473| [47] [Mashiro]
 36:  476| [45] ["So obviously, it's not like I read your minds or anything..."]
 37:  484| [47] [Natsuhiko]
 38:  487| [45] ["Yeah, I understand."]
 39:  513| [47] [Salyu]
 40:  516| [45] ["I don't have a mind with anything worth hiding in the first place."]
 41:  524| [47] [Natsuhiko]
 42:  527| [45] ["And of course we won't tell anyone else about it. We'll keep this our little secret."]
 43:  553| [47] [Mashiro]
 44:  556| [45] ["I see... thank goodness."]
 45:  561| [45] [Mashiro was relieved to hear their answers.]
 46:  587| [47] [Mashiro]
 47:  590| [45] ["... Okay, then how's your ability, Natsuhiko?"]
 48:  598| [47] [Natsuhiko]
 49:  601| [45] ["Umm, I'm not quite so sure myself yet, but..."]
