  0:   50| [55] [√Double Chapter7]
  1:   86| [85] [　%N　%N　%N　%N　%N]
  2:   90| [47] [【――鳥羽ましろとの記憶――】]
  3:  170| [45] [――あの事件の後、夏彦たちは――]
  4:  175| [45] [恵那の手引きで、北海道の某所にある、超科局の宿舎に寝泊りしていた。]
  5:  180| [45] [生まれ育った街を離れ、マスコミや鹿鳴市の関係者から、隠れて暮らす日々。]
  6:  185| [45] [そんな生活も、半年ほど過ぎたある日の事。]
  7:  190| [45] [夏彦はましろと、宿舎の廊下で話していた……。]
  8:  297| [47] [ましろ]
  9:  300| [45] [「――いやぁ、なんかすっかりここの生活にも慣れちゃったねぇ」]
 10:  308| [47] [夏彦]
 11:  311| [45] [「最初はどうなる事かと思ったけどな」]
 12:  316| [45] [夏彦はミルクコーヒーを飲みながら言う。]
 13:  324| [47] [夏彦]
 14:  327| [45] [「生活に不便はないし、超科局の人たちもいい人だしさ」]
 15:  369| [47] [ましろ]
 16:  372| [45] [「時々銃声が聞こえるのが怖いけどね」]
 17:  405| [45] [――この宿舎は本来、超科局の局員の訓練施設なのだ。]
 18:  410| [45] [宿舎には射撃場や格技場なども隣接している。]
 19:  415| [45] [恵那も入局当時は、ここで射撃の腕を磨いたらしい。]
 20:  423| [47] [夏彦]
 21:  426| [45] [「それにしても、ここに来てもう半年か……」]
 22:  434| [47] [ましろ]
 23:  437| [45] [「本来だったら、もう２年生になってる頃だね」]
 24:  445| [47] [夏彦]
 25:  448| [45] [「ぼくら、留年って事になるのかな？」]
 26:  456| [47] [ましろ]
 27:  459| [45] [「大丈夫だって。恵那先生が何らかのワザを使って、ちゃんと２年生にしてくれるってさ」]
 28:  467| [47] [ましろ]
 29:  470| [45] [「勉強も遅れてないし、大丈夫だよ」]
 30:  478| [47] [夏彦]
 31:  481| [45] [「そうか……」]
 32:  486| [45] [文科省の役人である恵那が言うのだから、なんとかなるのだろう。]
 33:  491| [45] [しかし夏彦は少しだけ不安になる。]
 34:  496| [45] [この隠遁生活が終わって、鹿鳴市に帰った後、元の生活に戻れるのかと。]
 35:  504| [47] [夏彦]
 36:  507| [45] [「……なぁ、ましろ」]
 37:  515| [47] [夏彦]
 38:  518| [45] [「お前、今後の事って何か考えてるか？」]
 39:  565| [47] [ましろ]
 40:  568| [45] [「へ？　なに、ヤブから棒に」]
 41:  576| [47] [夏彦]
 42:  579| [45] [「いや、この先いつか鹿鳴市に戻る時が来たとしても――」]
 43:  587| [47] [夏彦]
 44:  590| [45] [「これだけ社会の裏を知ってしまった以上、平然と暮らしていけるかって事だよ」]
 45:  598| [47] [夏彦]
 46:  601| [45] [「ぼくは色々迷いが出ちゃってね。今後どうしようかなって……」]
 47:  609| [47] [ましろ]
 48:  612| [45] [「うーん、そうだねぇ……」]
 49:  617| [45] [ましろは少し考えてから、ためらうように答えた。]
 50:  664| [47] [ましろ]
 51:  667| [45] [「……まだずっと先の事だけどさ」]
 52:  675| [47] [ましろ]
 53:  678| [45] [「実は私ね、恵那先生に誘われてるんだ」]
 54:  686| [47] [ましろ]
 55:  689| [45] [「高校卒業したら、超科局に入らないかって」]
 56:  697| [47] [夏彦]
 57:  700| [45] [「えっ……？」]
 58:  708| [47] [ましろ]
 59:  711| [45] [「いま超科局には、エンパシーが使える管理官が、ほとんどいないんだってさ」]
 60:  719| [47] [ましろ]
 61:  722| [45] [「私が管理官になれば、超科局の仕事もずっとやりやすくなるよ」]
 62:  730| [47] [ましろ]
 63:  733| [45] [「９月１６日の事件とか、悠里たちが拉致されたみたいな事も、未然に防げるかもしれないじゃない？」]
 64:  741| [47] [夏彦]
 65:  744| [45] [「それはそうだけど……どうするんだ？」]
 66:  752| [47] [ましろ]
 67:  755| [45] [「まだわかんないけど……やってみようかなって、ちょっと思ってる」]
 68:  763| [47] [夏彦]
 69:  766| [45] [「……！」]
 70:  771| [45] [夏彦は息を呑む。彼にはそんな誘いはかかっていなかった。]
 71:  776| [45] [もっとも恵那が夏彦に声をかけなかったのは、彼がセンシズシンパシーの使い手だからだろう。]
 72:  781| [45] [センシズシンパシーを使えるコミュニケーターは、常にＮ化の危険を孕んでいる。]
 73:  786| [45] [仕事でＢＣを使うなど、その危険性を倍加させるだけだ。]
 74:  791| [45] [だからましろにだけ声がかかったのだという事は、夏彦にも推察できた。]
 75:  799| [47] [夏彦]
 76:  802| [45] [「……管理官って、どんな仕事なんだろう」]
 77:  810| [47] [ましろ]
 78:  813| [45] [「詳しい事はわからないけど、たぶん恵那先生と一緒に、ＢＣ絡みの事件を捜査するんじゃないかな？」]
 79:  821| [47] [ましろ]
 80:  824| [45] [「あと全国の政令指定機密都市を監査したりとか、教師のフリしたりとか」]
 81:  832| [47] [夏彦]
 82:  835| [45] [「じゃあ、ぼくらとは離れて暮らす事になるのか……」]
 83:  843| [47] [ましろ]
 84:  846| [45] [「……そうかもね。でもずっと会えないわけじゃないよ」]
 85:  854| [47] [夏彦]
 86:  857| [45] [「お前に向いてるかなぁ」]
 87:  865| [47] [ましろ]
 88:  868| [45] [「たぶん向いてるよ、私そういうの大好きだし」]
 89:  876| [47] [ましろ]
 90:  879| [45] [「社会を裏から護るため、全国飛び回る美少女管理官ってかっこいいじゃん？」]
 91:  887| [47] [ましろ]
 92:  890| [45] [「まぁ『私に正義の味方が務まるのかどうか分からないけど』――」]
 93:  899| [47] [夏彦]
 94:  902| [45] [「『困っている人がいるなら、助けてあげたいな』って？」]
 95:  910| [47] [ましろ]
 96:  913| [45] [「そうそう、それよ」]
 97:  918| [45] [それはましろの最も愛する作品のセリフだった。]
 98:  923| [45] [何回も聞かされてるうちに、とうとう夏彦も覚えてしまった。]
 99:  931| [47] [ましろ]
100:  934| [45] [「まぁようやく夏彦が私の趣味を理解してくれたのに、お別れってのもちょっと寂しいけどね。まーだまだ先の話だから」]
101:  939| [47] [夏彦]
102:  940| [45] [「……」]
103:  945| [45] [そう言うましろの声には、やはり不安が滲んでいる気がした。]
104:  950| [47] [渡瀬]
105:  951| [45] [（まだ先の話とは言え……そんな危険な仕事、不安にならないわけがないよな）]
106:  963| [45] [そう思った夏彦は、ましろを見据えて言った。]
107:  971| [47] [夏彦]
108:  974| [45] [「わかった、ましろ」]
109:  982| [47] [夏彦]
110:  985| [45] [「もしお前が管理官になるんなら、その時はぼくらも一緒に行く」]
111: 1040| [47] [ましろ]
112: 1043| [45] [「えっ？」]
113: 1051| [47] [夏彦]
114: 1054| [45] [「ぼくもそういうの好きなんだよ。それに――」]
115: 1062| [47] [夏彦]
116: 1065| [45] [「ずっと昔にお前と話した、『正義の旅』の続きができるじゃないか？」]
117: 1114| [47] [ましろ]
118: 1117| [45] [「……！」]
119: 1122| [45] [その言葉に、ましろが目を見開く。]
120: 1127| [45] [夏彦の脳裏に、かつて彼女と交わした会話がよぎった。]
121: 1178| [45] [――遥か遠い、夏の夜。]
122: 1242| [45] [犬のシリウスを救出した後、２人で逃げ込んだ秘密基地で、彼は彼女に言ったのだ。]
123: 1250| [47] [夏彦]
124: 1253| [45] [「……だったらこのまま、２人で『せいぎのたび』にでようか？」]
125: 1297| [47] [ましろ]
126: 1300| [45] [「あっ、なんかわかんないけどそれいい！　やりたいやりたい！」]
127: 1308| [47] [夏彦]
128: 1311| [45] [「だろー？」]
129: 1319| [47] [夏彦]
130: 1322| [45] [「わるいやついっぱいやっつけてさ。『ほけんじょ』もこらしめてさ」]
131: 1348| [47] [ましろ]
132: 1351| [45] [「でもそうなると、てきもおおいよね……」]
133: 1377| [47] [ましろ]
134: 1380| [45] [「そのためには、なかまがもっといっぱいひつようかなぁ？」]
135: 1388| [47] [夏彦]
136: 1391| [45] [「ははっ、２人じゃさすがにむりか」]
137: 1456| [45] [――あの笑顔を見て、夏彦は思ったのだ。]
138: 1461| [45] [家に着いたら終わってしまうこの旅が、いつまでも続けばいいと。]
