  0:   51| [55] [√After Chapter5]
  1:   66| [45] [最寄の部屋は、監視ルームだった。]
  2:   71| [45] [渡瀬はそこの床に風見を横たえる。]
  3:   79| [47] [渡瀬]
  4:   82| [45] [「悪い、ズボンまくるぞ」]
  5:  146| [47] [風見]
  6:  149| [45] [「え、ええ……」]
  7:  154| [45] [ためらっている場合ではない。]
  8:  159| [45] [渡瀬は風見のズボンをまくりあげ、]
  9:  167| [47] [渡瀬]
 10:  170| [45] [「……っ」]
 11:  175| [45] [そして思わず顔をしかめた。]
 12:  180| [45] [風見の白い足が、血塗れになっている。]
 13:  185| [45] [傷は深くはないが、縦に範囲が広い。]
 14:  190| [47] [渡瀬]
 15:  191| [45] [（カイローンで治療できるか……！？）]
 16:  196| [45] [無理だ。このまま塗っても血で流れてしまう。]
 17:  204| [47] [渡瀬]
 18:  207| [45] [「橘、医務室に行こう！　あそこなら治療できるはずだ！」]
 19:  215| [47] [風見]
 20:  218| [45] [「待って！」]
 21:  355| [45] [風見が渡瀬の袖を掴んで言った。]
 22:  363| [47] [風見]
 23:  366| [45] [「動脈は無事のようですから……ここで充分、治療できます」]
 24:  374| [47] [渡瀬]
 25:  377| [45] [「だが、これは縫わなければ……！」]
 26:  385| [47] [風見]
 27:  388| [45] [「縫うのには時間と技術が要ります……ですから、これを」]
 28:  393| [45] [風見はそう言って、胸ポケットから何かを取り出した。]
 29:  401| [47] [渡瀬]
 30:  404| [45] [「これは……！？」]
 31:  412| [47] [風見]
 32:  415| [45] [「医療用の、ホチキスです……これで傷を塞いでください」]
 33:  423| [47] [渡瀬]
 34:  426| [45] [「しかし……」]
 35:  434| [47] [風見]
 36:  437| [45] [「は、早く……血が流れてしまいます……！」]
 37:  445| [47] [渡瀬]
 38:  448| [45] [「……！」]
 39:  453| [45] [渡瀬は意を決し、ホチキスを受け取った。]
 40:  458| [45] [それを風見の傷に当てる。]
 41:  466| [47] [風見]
 42:  469| [45] [「お願いします……」]
 43:  477| [47] [渡瀬]
 44:  480| [45] [「……いくぞ」]
 45:  506| [45] [そして渡瀬が、ホチキスの針を打ち込むと――]
 46:  554| [47] [風見]
 47:  557| [45] [「――ッ！」]
 48:  562| [45] [風見の顔が、苦痛に歪んだ。]
 49:  570| [47] [渡瀬]
 50:  573| [45] [「大丈夫か！？」]
 51:  581| [47] [風見]
 52:  584| [45] [「……ッ！」]
 53:  589| [45] [目を瞑ったまま風見がうなずく。]
 54:  594| [45] [渡瀬は心を鬼にして、次々に針を打ち込んでいった。]
 55:  620| [45] [――５本の針で、傷はふさがった。]
 56:  625| [45] [さらにカイローンを、チューブの半分ほど、惜しみなく塗りこむ。]
 57:  630| [45] [やがて出血は見事に止まった。]
 58:  638| [47] [渡瀬]
 59:  641| [45] [「――よし、終わったぞ！」]
 60:  649| [47] [風見]
 61:  652| [45] [「はぁっ、はぁっ……！」]
 62:  657| [45] [風見が苦しそうに息をつく。]
 63:  665| [47] [風見]
 64:  668| [45] [「あ……ありがとうございます」]
 65:  676| [47] [渡瀬]
 66:  679| [45] [「痛むか？」]
 67:  687| [47] [風見]
 68:  690| [45] [「多少は……しかし、許容範囲内です」]
 69:  698| [47] [渡瀬]
 70:  701| [45] [「そうか……良かった」]
 71:  746| [45] [渡瀬がそう言うと、風見はふっと微笑んだ。]
 72:  754| [47] [風見]
 73:  757| [45] [「何だか、懐かしい感じです……」]
 74:  765| [47] [渡瀬]
 75:  768| [45] [「え？」]
 76:  776| [47] [風見]
 77:  779| [45] [「あ、いえ……シリウスに入隊したばかりの頃を思い出したんです」]
 78:  787| [47] [風見]
 79:  790| [45] [「よくこうして怪我をして、隊長に叱られてましたから」]
 80:  798| [47] [風見]
 81:  801| [45] [「新人の頃は、『お前は危なっかしくて見てられん』と言われたものです」]
 82:  809| [47] [渡瀬]
 83:  812| [45] [「へぇ……オレからすると何だか意外な気がするけどな。橘にそういう時代があったなんて」]
