  0:   50| [55] [√Double Chapter3]
  1:   62| [45] [――その頃、渡瀬は監視ルームで――]
  2:   67| [45] [故障中の館内放送を、修理しようと試みていた。]
  3:   72| [45] [これさえ直せれば、悪意に感染した面々を、呼び出す事ができると思ったのだ。]
  4:   77| [47] [渡瀬]
  5:   78| [45] [（……つい１時間ほど前、『予備電源に移行する』という自動音声放送が聞こえた）]
  6:   83| [47] [渡瀬]
  7:   84| [45] [（つまりスピーカー自体は生きているんだ。なのに館内放送は、全館に渡って使えなくなっている）]
  8:   89| [47] [渡瀬]
  9:   90| [45] [（という事は、この監視ルーム近辺のどこかで、館内放送用の回線だけが断裂している可能性が高い）]
 10:  141| [45] [そう思って調べると、あのバックドラフトが起きた部屋の壁の中に、焼き切れているケーブルを発見した。]
 11:  149| [47] [渡瀬]
 12:  152| [45] [「……これだ、こいつを繋げば……！」]
 13:  177| [45] [それを補修しながら、渡瀬は考える。]
 14:  265| [47] [渡瀬]
 15:  266| [45] [（俺たちは少しずつ、脱出に向けて進んでいるが……夏彦の内心はどうなんだ？）]
 16:  271| [45] [悠里との取引は成立し、夏彦も『納得できない』と言いつつも、ひとまずそれを受け入れていた。]
 17:  276| [45] [だが脱出が叶った時、夏彦はどう動くのだろうか。]
 18:  300| [47] [渡瀬]
 19:  301| [45] [（……あいつは恐らく念じるだけで、俺の記憶を消去できる）]
 20:  306| [47] [渡瀬]
 21:  307| [45] [（全てが終わったら、夏彦は……俺の記憶を、また消去するんじゃないか……？）]
 22:  312| [45] [そんな疑惑が、渡瀬の胸に湧き上がって来る。]
 23:  336| [45] [コミュニケーターについて渡瀬なりに調べたつもりだが、その真の力は、渡瀬の想像を遥かに超えていた。]
 24:  341| [45] [他者の心に潜り、記憶を自在に操作できる人間がいるという事――]
 25:  346| [45] [それは渡瀬にとって、恐怖の対象以外の何者でもなかった。それこそ『怪物』と言っても差し支えないほどに。]
 26:  362| [47] [渡瀬]
 27:  363| [45] [（だが、怪物じゃないとしても……そうするのが自然だろうな）]
 28:  368| [47] [渡瀬]
 29:  369| [45] [（俺だって同じ立場に置かれたら、同じ行動を取るだろう）]
 30:  374| [45] [無論、『全てが終わったら悠里をＱに連れて行く』という意思を、夏彦には隠しておくという選択肢もあった。]
 31:  379| [45] [自分の内心を隠したまま、皆の救出に尽力し、夏彦と悠里の信頼を得て――]
 32:  384| [45] [そして脱出が叶ったところで、夏彦を気絶させて、力づくで悠里をさらうというやり方が。]
 33:  389| [45] [だが渡瀬はどうしても、そんなだまし討ちのような事はしたくなかった。]
 34:  394| [47] [渡瀬]
 35:  395| [45] [（……何がしたいんだ、俺は。夏彦に対し、少しでもフェアにやりたいとでも言うつもりか？）]
 36:  400| [47] [渡瀬]
 37:  401| [45] [（今さら何をいい子ぶってるんだ。俺はテロリストに過ぎないのに……）]
 38:  408| [45] [それを補修しながら、渡瀬は思う。]
 39:  413| [45] [先ほど、夏彦と交わした会話の事を。]
 40:  482| [47] [渡瀬]
 41:  485| [45] [「こうして皆を連れてきて、悪意を消去し終わって、俺が用済みになったら――」]
 42:  493| [47] [渡瀬]
 43:  496| [45] [「お前は俺の記憶を、また消すんだろう？」]
 44:  522| [47] [夏彦]
 45:  525| [45] [「ど……どうしてそんな事を……」]
 46:  612| [45] [――あの反応を見て、夏彦の真意がわかった。]
 47:  644| [45] [彼はやはり、いずれは渡瀬の記憶を消すつもりなのだ。]
 48:  649| [47] [渡瀬]
 49:  650| [45] [（ま、そうだよな……当たり前だ、あいつは聖人君子じゃねぇんだし）]
 50:  691| [47] [渡瀬]
 51:  692| [45] [（大事な女を護りたいと願う、普通の男だ）]
 52:  697| [47] [渡瀬]
 53:  698| [45] [（俺だって同じ立場に置かれたら、同じ行動を取るだろう）]
 54:  756| [45] [だがそう思っても、怖かった。]
 55:  788| [45] [だがそう思っても、怖かった。いつか確実に来るであろう、夏彦が渡瀬を裏切る瞬間が。]
 56:  793| [45] [コミュニケーターについて渡瀬なりに調べたつもりだが、その真の力は、渡瀬の想像を遥かに超えていた。]
 57:  798| [45] [他者の心に潜り、記憶を自在に操作できる人間がいるという事。それは渡瀬にとって、恐怖の対象以外の何者でもない。]
 58:  837| [45] [せめてもの抑止として、夏彦に告げた言葉を思い返す。]
 59:  842| [45] [『まぁ消したければ消すがいいさ。その瞬間からお前は、本当の意味で怪物になるがな』]
 60:  847| [47] [渡瀬]
 61:  848| [45] [（……ああでも言って、夏彦の心変わりに期待するしかない）]
 62:  853| [47] [渡瀬]
 63:  854| [45] [（俺はあいつには、絶対に勝てないんだから）]
 64:  859| [45] [夏彦に記憶を消されることを避ける方法は、２つしかない。]
 65:  864| [45] [１つは、渡瀬がＱを辞め、『被験体を確保する』という任務を放棄する事。]
 66:  869| [45] [もう１つは――夏彦が渡瀬に賛同してくれるのを待つという事だ。]
 67:  874| [47] [渡瀬]
 68:  875| [45] [（……でも、それは無理か……）]
 69:  880| [47] [渡瀬]
 70:  881| [45] [（俺たちの理念に、コミュニケーターが賛同してくれるはずもない）]
 71:  935| [45] [それがわかっているから、渡瀬たちもテロという強硬手段を選んだのだ。]
 72:  940| [45] [しかし夏彦が賛同してくれないからといって、任務を放棄するわけにもいかない。]
 73:  992| [45] [ここで使命を投げ出したら、結果として残るのは――多くの犠牲者を出したという事実だけだ。]
 74:  997| [45] [これからも鹿鳴市とラボの悪事は続き、真実は隠蔽され続けるだろう。]
 75: 1049| [45] [その過程で人権を踏みにじられ、自由を剥奪され、みじめに生きていく人々もまだまだ現れるはずだ。]
 76: 1054| [47] [渡瀬]
 77: 1055| [45] [（なぜそれがわからないんだ、夏彦……！）]
 78: 1069| [47] [渡瀬]
 79: 1070| [45] [（お前の女だって、何年もラボに幽閉されてたんじゃねぇのかよ？）]
 80: 1075| [45] [なのに意思は、どうしても相容れない。]
 81: 1080| [45] [その事について考えると、陰鬱な気持ちになった。]
 82: 1112| [47] [渡瀬]
 83: 1113| [45] [（くそ……あの頃の方が、お前とは仲良くしてられた気がするぜ）]
 84: 1118| [47] [渡瀬]
 85: 1119| [45] [（俺が記憶を取り戻す前の方が、ずっと……）]
 86: 1158| [45] [夏彦の言った通り、記憶を取り戻した事で、後戻りはできなくなってしまった。]
 87: 1163| [45] [渡瀬はふと、自分がずいぶん遠くに来てしまったような気がした。]
 88: 1168| [47] [渡瀬]
