  0:   94| [55] [√Before Chapter6]
  1:  115| [47] [夏彦]
  2:  118| [45] [「ん……」]
  3:  123| [45] [夏彦は目を覚ました。]
  4:  128| [45] [視界と意識はまだぼーっとしている。]
  5:  138| [47] [夏彦]
  6:  139| [45] [（あれ、ここは……？）]
  7:  190| [45] [見覚えのない光景に、一瞬混乱しかけたが――]
  8:  199| [47] [夏彦]
  9:  200| [45] [（そうだ、昨夜は悠里に電話をかけたあと、カラオケボックスに戻って……）]
 10:  205| [47] [夏彦]
 11:  206| [45] [（すぐ、倒れるように寝たんだった……）]
 12:  348| [45] [徐々に思考がはっきりしてきた。]
 13:  353| [47] [夏彦]
 14:  354| [45] [（他の２人は……？）]
 15:  377| [45] [夏彦が顔を動かして、ましろの姿を探すと――]
 16:  465| [47] [夏彦]
 17:  466| [45] [「っ！」]
 18:  471| [45] [すぐ横に、彼女の顔があった。]
 19:  476| [47] [夏彦]
 20:  477| [45] [（近過ぎる！？　そして無防備過ぎる！）]
 21:  482| [45] [叫び声を上げそうになるのを、ギリギリで押しとどめる。]
 22:  487| [45] [するとましろが、薄目を開け――]
 23:  540| [47] [ましろ]
 24:  543| [45] [「……ん」]
 25:  558| [47] [夏彦]
 26:  561| [45] [「ッ！？」]
 27:  566| [45] [蕩けるような瞳で夏彦を見つめた。]
 28:  578| [47] [夏彦]
 29:  579| [45] [「…………」]
 30:  584| [45] [扇情的な寝起き姿に、彼は言葉を失った。]
 31:  589| [45] [今まで見ることがなかった幼馴染の一面。]
 32:  594| [45] [だが次の瞬間、彼女は――]
 33:  642| [47] [ましろ]
 34:  645| [45] [「……え……あっ！？　な、夏彦！？」]
 35:  650| [45] [いつものましろに戻った。]
 36:  707| [47] [夏彦]
 37:  710| [45] [「あ、ご、ごめん！」]
 38:  715| [45] [夏彦は思わず飛び退く。]
 39:  729| [45] [そう思いながら立ち上がる。]
 40:  755| [45] [その拍子に、ぐにょりと何かを踏んづけた感触がした。]
 41:  769| [47] [夏彦]
 42:  772| [45] [「あ……」]
 43:  777| [45] [見れば床にサリュが寝ていた。その足を踏んづけてしまったのだ。]
 44:  782| [45] [彼女は安らかに眠っていたようだが――]
 45:  825| [47] [サリュ]
 46:  828| [45] [「！」]
 47:  833| [45] [その瞬間サリュは夏彦の足を掴み、]
 48:  944| [47] [サリュ]
 49:  947| [45] [「しゃッ！」]
 50:  975| [45] [起き抜け一閃、投げを放った。]
 51:  991| [47] [夏彦]
 52:  994| [45] [「うわっ！」]
 53:  999| [45] [視界が反転し、夏彦が床に転がる。]
 54: 1046| [47] [夏彦]
 55: 1049| [45] [「いちちち……」]
 56: 1075| [47] [サリュ]
 57: 1078| [45] [「あ……夏彦」]
 58: 1083| [45] [一方サリュは、投げを打った反動で立ち上がっていた。]
 59: 1115| [45] [ましろもその騒ぎに、目を覚ます。]
 60: 1123| [47] [ましろ]
 61: 1126| [45] [「ん……朝からなに騒いでるの……？」]
 62: 1152| [47] [サリュ]
 63: 1155| [45] [「夏彦に寝込みを襲われたと思い、反射的に『三ノ宮スクリュー』を繰り出してしまった」]
 64: 1161| [45] [彼女は我に返ったように、夏彦に手を差し伸べる。]
 65: 1187| [47] [サリュ]
 66: 1190| [45] [「ごめん。寝込みを襲われたと思い、反射的に『三ノ宮スクリュー』を繰り出してしまった」]
 67: 1198| [47] [夏彦]
 68: 1201| [45] [「三ノ宮スクリュー……！」]
 69: 1206| [45] [夏彦は立ち上がりながらうめいた。膝関節と腰がぎしりと痛む。]
 70: 1211| [47] [夏彦]
 71: 1212| [45] [（使えるのは合気道だけじゃないのか……）]
 72: 1217| [45] [どう考えても合気道の技名ではなかった。]
 73: 1249| [45] [ましろも寝ぼけ眼をこすりながら問う。]
 74: 1275| [47] [ましろ]
 75: 1278| [45] [「それってサリュのオリジナル必殺技？」]
 76: 1305| [47] [サリュ]
 77: 1308| [45] [「そう。私が、あまたの格闘技をミックスして生み出した総合武術――『三ノ宮流サバット』の技」]
 78: 1316| [47] [サリュ]
 79: 1319| [45] [「他にも『三ノ宮スリーパー』『三ノ宮ロケット』『三ノ宮スープレックス』などがある」]
 80: 1327| [47] [夏彦]
 81: 1330| [45] [「……そうなんだ」]
 82: 1356| [47] [ましろ]
 83: 1359| [45] [「どう考えてもサバットの技ではないし、どっかで聞いたような技名が多い気がするねぇ」]
 84: 1415| [47] [サリュ]
 85: 1418| [45] [「というかそんな事はどうでもいい。それよりいま何時？」]
 86: 1423| [45] [そう問われて、夏彦は腕時計を見た。]
 87: 1437| [47] [夏彦]
 88: 1440| [45] [「えーっと……７時１２分か」]
 89: 1445| [45] [日曜日にしては、わりと早起きだ。なにしろ今日はやるべき事がある。]
 90: 1450| [45] [夏彦は大きく深呼吸して、それから言った。]
 91: 1458| [47] [夏彦]
 92: 1461| [45] [「さて……今日から本格的に、テロリストの捜索を始めよう」]
 93: 1505| [47] [ましろ]
 94: 1508| [45] [「おうさ、こっちはいつでもオッケーだよ」]
 95: 1534| [47] [サリュ]
 96: 1537| [45] [「ここに長居するのもよくない。指針を決めて、さっそく動くべき」]
 97: 1545| [47] [夏彦]
 98: 1548| [45] [「よし、じゃあ考えようか。ぼくらのやるべき事はなんだ？」]
 99: 1574| [47] [サリュ]
100: 1577| [45] [「決まってる。最終目標は『テロを阻止する事』。そのためにできれば『保安課の疑いを晴らす事』」]
101: 1585| [47] [サリュ]
102: 1588| [45] [「保安課の疑いを晴らすためには、例の警備員を見つけて、虚偽の通報をした旨を認めさせるべきだと思う」]
103: 1596| [47] [夏彦]
104: 1599| [45] [「そうか、たしかに……」]
105: 1604| [45] [納得する夏彦に、今度はましろが声を上げた。]
106: 1648| [47] [ましろ]
107: 1651| [45] [「あ、私からも提案があります！」]
108: 1659| [47] [夏彦]
109: 1662| [45] [「なんだましろ？」]
110: 1688| [47] [ましろ]
111: 1691| [45] [「それと同時進行で、バスの中で会ったあの人を探すべきじゃないかな？」]
112: 1699| [47] [ましろ]
113: 1702| [45] [「前にも言ったけど、あの人がサングラスで顔を隠していたとは言え、会えばわかると思うんだ」]
114: 1710| [47] [ましろ]
115: 1713| [45] [「偶然でもそれを見つける事ができたら、即ふんじばって、警察に突き出せばいいんだよ」]
116: 1721| [47] [夏彦]
117: 1724| [45] [「うーん、難しそうだけど……」]
118: 1750| [47] [サリュ]
119: 1753| [45] [「それにテロリストなら仲間がいるのが自然。１人捕まえた所で、テロの阻止にはならないと思う」]
120: 1761| [47] [ましろ]
121: 1764| [45] [「でもさ、とりあえず保安課が私たちを疑うのをやめてくれるだろうし、警察もさすがに動くじゃん？」]
122: 1790| [47] [サリュ]
123: 1793| [45] [「なるほど、確かにメリットは大きい」]
124: 1837| [47] [ましろ]
125: 1840| [45] [「でっしょー？」]
126: 1845| [45] [夏彦もその意見には、概ね同意だったが――]
127: 1853| [47] [夏彦]
128: 1856| [45] [「……でもそれはちょっと、偶然に頼りすぎだな」]
129: 1864| [47] [夏彦]
130: 1867| [45] [「先に大人の協力を得るのが重要じゃないか？」]
131: 1893| [47] [ましろ]
132: 1896| [45] [「え？　保安課にあれだけ疑われてるのに？」]
133: 1904| [47] [夏彦]
134: 1907| [45] [「いや、だからこそだよ。信頼できる大人を味方につけたい」]
135: 1915| [47] [夏彦]
136: 1918| [45] [「保安課の誤解を解いてくれるかもしれないし、いざというとき頼りになると思う」]
137: 1923| [45] [危険な目に遭うのが夏彦だけならともかく、ましろやサリュが一緒なら、なるべく安全を期したい。]
138: 1931| [47] [夏彦]
139: 1934| [45] [「心当たりは２人いる。１人は宇喜多のおじさん。もう１人は椿山先生だ」]
140: 1960| [47] [ましろ]
141: 1963| [45] [「うん、その２人なら話を聞いてくれそうだね？」]
142: 1989| [47] [サリュ]
143: 1992| [45] [「誰が信用できるか、私には判断しがたいけど……」]
144: 2000| [47] [夏彦]
145: 2003| [45] [「いや……信用できるかどうかは、ましろに判断してもらいたいと思う」]
146: 2029| [47] [ましろ]
147: 2032| [45] [「え、私に？　どういう事？」]
148: 2037| [45] [きょとんとするましろに、夏彦は神妙に言った。]
149: 2045| [47] [夏彦]
150: 2048| [45] [「ましろ、エンパシー使えるよな？」]
151: 2074| [47] [ましろ]
152: 2077| [45] [「……うん」]
153: 2131| [47] [夏彦]
154: 2134| [45] [「エンパシーが使えるかどうかは、その相手が心を開いているかどうかで決まるんだろ」]
155: 2142| [47] [夏彦]
156: 2145| [45] [「だったらおかしな言動をする人や、怪しい人間がいたら、とりあえずエンパシーが使えるかどうか試してみてくれないか？」]
157: 2171| [47] [ましろ]
158: 2174| [45] [「え……でもそれは……！」]
159: 2179| [45] [ましろは表情を曇らせた。]
160: 2184| [45] [他人の心を勝手に覗き込む事に、抵抗があるのだろう。]
161: 2248| [47] [夏彦]
162: 2249| [45] [（……心を覗かれるのを嫌がる人は多いけど……覗く側にも、嫌な事はあるんだろうな）]
163: 2254| [45] [仮にましろが、エンパシーを使えるようになった当時、試しに誰かの心を覗いて見たとしたら――]
164: 2259| [45] [それで嫌な思いをした事もあるかもしれない。]
165: 2264| [45] [ましろは客観的に見れば整った顔立ちをしているし、学校でも男子に人気がある。]
166: 2269| [45] [中にはましろに対し、ある種の欲望を抱いている男だっているはずだ。]
167: 2274| [47] [夏彦]
168: 2275| [45] [（……男のむき出しの心なんて知ったら、相当イヤな想いをするだろう）]
169: 2280| [47] [夏彦]
170: 2281| [45] [（それで他人の心を覗く事を、自分に禁じた可能性もあるし……）]
171: 2286| [45] [夏彦は自分の申し出が、かなり無理を言っていると気づいた。]
172: 2307| [47] [夏彦]
173: 2310| [45] [「……いや、ごめん。やっぱりやめようましろ」]
174: 2336| [47] [ましろ]
175: 2339| [45] [「え？」]
176: 2347| [47] [夏彦]
177: 2350| [45] [「こんな事、無理は言えないもんな……」]
178: 2376| [47] [ましろ]
179: 2379| [45] [「い、いや！　大丈夫だよ！」]
180: 2405| [47] [ましろ]
181: 2408| [45] [「今回の一件、言いだしっぺは私だもんね。重要そうな局面なら、禁を破ってやってみるよ」]
182: 2413| [45] [ましろがそう答えるのを聞き、夏彦はますます申し訳なくなった。]
183: 2424| [47] [夏彦]
184: 2427| [45] [「……もちろん、嫌なら正直にそう言ってくれ」]
185: 2435| [47] [夏彦]
186: 2438| [45] [「こんな事、無理は言えない……」]
187: 2464| [47] [ましろ]
188: 2467| [45] [「い、いや！　大丈夫……重要そうな局面なら、禁を破ってやってみるよ」]
189: 2472| [45] [ましろは逡巡の末、そう答えてくれた。]
190: 2480| [47] [夏彦]
191: 2483| [45] [「悪いな、ましろ……」]
192: 2509| [47] [ましろ]
193: 2512| [45] [「いいよいいよ、緊急事態だもん」]
194: 2520| [47] [ましろ]
195: 2523| [45] [「せっかくの能力、たまには有効活用しないとね」]
196: 2528| [45] [ましろが明るい声で言う。]
197: 2533| [45] [たとえ空元気であっても、それは夏彦たちを安堵させた。]
198: 2541| [47] [夏彦]
199: 2544| [45] [「よし、やるべき事は決まりだな……！」]
200: 2570| [47] [ましろ]
201: 2573| [45] [「うん。『保安課の疑いを晴らす』、『テロ組織のメンバーを探す』、『大人の協力を募る』」]
202: 2581| [47] [夏彦]
203: 2584| [45] [「それも、監視カメラや保安課に気をつけながらな……！」]
204: 2610| [47] [ましろ]
205: 2613| [45] [「それでもやらなきゃならないってのが、正義の味方の辛いとこだね」]
206: 2621| [47] [ましろ]
207: 2624| [45] [「覚悟はいい？　私はできてるよ」]
208: 2632| [47] [夏彦]
209: 2635| [45] [「あぁ。厳しい条件かもしれないけど、何とかやってみようじゃないか」]
210: 2661| [47] [サリュ]
211: 2664| [45] [「……力を合わせて頑張ろう」]
212: 2669| [45] [夏彦たちも頷き合い、そして言った。]
213: 2677| [47] [夏彦]
214: 2680| [45] [「よし！　それじゃさっそく動き出そう！」]
215: 2724| [47] [ましろ]
216: 2727| [45] [「おー！」]
217: 2753| [47] [サリュ]
218: 2756| [45] [「了解」]
219: 2761| [45] [３人はそう言って、がっちりと握手した。]
