  0:   46| [55] [√After Chapter5]
  1:   61| [45] [渡瀬と恵那はサリュを追い、第２エリア外周棟・地下２階フロアに足を踏み入れた。]
  2:   66| [45] [しかしそこにもサリュの姿はない。]
  3:   94| [47] [恵那]
  4:   97| [45] [「あの子、どこへ……！？」]
  5:  105| [47] [渡瀬]
  6:  108| [45] [「探そう、どこか近くの部屋に隠れている可能性が高い」]
  7:  134| [47] [恵那]
  8:  137| [45] [「えぇ」]
  9:  142| [45] [渡瀬と恵那はうなずき合い、近くの部屋を探った。]
 10:  234| [45] [部屋の扉を手当たり次第に開けながら、渡瀬は呟く。]
 11:  296| [47] [渡瀬]
 12:  299| [45] [「しかしあの子……オレが『危険』って、どういうことなんだ？」]
 13:  325| [47] [恵那]
 14:  328| [45] [「そんなこと言ってたわね……隊長さん、さっきの話に心当たりは？」]
 15:  336| [47] [渡瀬]
 16:  339| [45] [「……残念ながら、ない」]
 17:  347| [47] [恵那]
 18:  350| [45] [「そう……」]
 19:  361| [47] [渡瀬]
 20:  364| [45] [「だが先生こそ……さっきサリュに何か言われていたな？」]
 21:  372| [47] [渡瀬]
 22:  375| [45] [「『昨日は情報に耳を貸さなかった』とか『心を開いていない』とか……」]
 23:  401| [47] [恵那]
 24:  404| [45] [「え？　ええと、それは――」]
 25:  430| [47] [恵那]
 26:  433| [45] [「昨日、三ノ宮さんたちに言われたの。『ラボには何か秘密がある。調べたいから同行してくれ』って……」]
 27:  441| [47] [渡瀬]
 28:  444| [45] [「なに？」]
 29:  452| [47] [恵那]
 30:  455| [45] [「事情がまるでわからないし、そもそも私が同行したところで調べようがないと思って、取り合わなかったの」]
 31:  481| [47] [恵那]
 32:  484| [45] [「そのせいで三ノ宮さんは、私を信用してくれてないみたいだけど……」]
 33:  492| [47] [渡瀬]
 34:  495| [45] [「そう、なのか……？」]
 35:  500| [45] [色々とよくわからない話だった。]
 36:  508| [47] [渡瀬]
 37:  511| [45] [「あの娘たちは、何か知っているのか？　オレたちの知らないことを……？」]
 38:  537| [47] [恵那]
 39:  540| [45] [「……そんな疑うほどの事じゃないと思うけど……」]
 40:  548| [47] [渡瀬]
 41:  551| [45] [「でも考えてみれば、高校生がこんな原子力研究施設にいるっておかしいだろう？」]
 42:  559| [47] [渡瀬]
 43:  562| [45] [「しかもこんな大事故が起きた日に、たまたまなんて」]
 44:  570| [47] [渡瀬]
 45:  573| [45] [「もっと何か聞いてないか？　あの高校生たちがラボに来ようと思った理由について」]
 46:  599| [47] [恵那]
 47:  602| [45] [「……わからないわ。本当にそれしか聞いてないの」]
 48:  607| [45] [渡瀬は恵那の受け答えに、かすかな疑念を感じた。]
 49:  615| [47] [渡瀬]
 50:  618| [45] [「先生……本当か？」]
 51:  644| [47] [恵那]
 52:  647| [45] [「本当かって、嘘をつくわけないじゃない」]
 53:  655| [47] [渡瀬]
 54:  658| [45] [「しかし、これはオレの受けた単なる印象だが――」]
 55:  666| [47] [渡瀬]
 56:  669| [45] [「さっきの先生とサリュの会話は、なんというか……」]
 57:  677| [47] [渡瀬]
 58:  680| [45] [「『先生と生徒』と言うより、もっと別の関係の者たちの会話のように聞こえた」]
 59:  706| [47] [恵那]
 60:  709| [45] [「え？」]
 61:  717| [47] [渡瀬]
 62:  720| [45] [「あんたら、本当に先生と生徒なのか？」]
 63:  746| [47] [恵那]
 64:  749| [45] [「当たり前よ。なにバカなこと言ってるの」]
 65:  775| [47] [恵那]
 66:  778| [45] [「名前見ればわかる通り、あの子はハーフなの。敬語の使い方とかに慣れていないだけよ」]
 67:  786| [47] [渡瀬]
 68:  789| [45] [「しかし、他にも気になる点がある。『ここから先は大人の仕事』ってのはどういう意味だ？」]
 69:  797| [47] [恵那]
