  0:   46| [55] [√After Chapter5]
  1:   58| [45] [――しばらく渡瀬は呆然としていた。]
  2:   63| [45] [どれくらいの時間が経ったのだろう。]
  3:   68| [45] [やがて、渡瀬の頭に――]
  4:  126| [85] [《――おいお前、しっかりしろ！》]
  5:  127| [86] [幻聴]
  6:  128| [86] [《――おいお前、しっかりしろ！》]
  7:  143| [85] [《いつまで呆然としてるんだ！]
  8:  145| [85] [　早くみんなのところに行け！》]
  9:  146| [86] [幻聴]
 10:  147| [86] [《いつまで呆然としてるんだ！　早くみんなのところに行け！》]
 11:  178| [47] [渡瀬]
 12:  181| [45] [「！！」]
 13:  230| [45] [例の幻聴に言われ、渡瀬はようやく我に返った。]
 14:  241| [45] [気づけば彼は、幽鬼のような足取りで、内周棟の廊下を歩いていた。]
 15:  246| [45] [振り返ると、あの階段室の扉が見える。]
 16:  251| [47] [渡瀬]
 17:  252| [45] [（……そうだ……どれだけ辛かろうと……）]
 18:  257| [47] [渡瀬]
 19:  258| [45] [（皆にこの事を伝えなければ……！）]
 20:  263| [45] [渡瀬は折れそうになる心を奮い、ファクトリーに向かった。]
 21:  352| [45] [ファクトリーに行くと、洵と恵那、そして宇喜多の姿があった。]
 22:  444| [47] [洵]
 23:  447| [45] [「あ、隊長」]
 24:  473| [47] [恵那]
 25:  476| [45] [「どうしたの、そんな青白い顔して」]
 26:  481| [45] [皆がこちらに駆け寄ってくる。]
 27:  486| [45] [宇喜多は腕時計を見て言った。]
 28:  512| [47] [宇喜多]
 29:  515| [45] [「ずいぶん時間がかかったな。何かあったのかね？」]
 30:  520| [45] [その問いに、渡瀬は震える声で答えた。]
 31:  528| [47] [渡瀬]
 32:  531| [45] [「み、みんな……落ち着いて聞いてくれ……」]
 33:  539| [47] [渡瀬]
 34:  542| [45] [「ゆ、ユウリが……死んでる……！」]
 35:  598| [47] [宇喜多]
 36:  601| [45] [「……なに！？」]
 37:  606| [45] [その言葉に、皆は目を見開いた。]
 38:  614| [47] [宇喜多]
 39:  617| [45] [「バカな！　彼女が死んでるだと！？」]
 40:  643| [47] [恵那]
 41:  646| [45] [「事故！？　他殺！？」]
 42:  654| [47] [渡瀬]
 43:  657| [45] [「わ、わからん……だが本当だ……あの娘の死体を、見つけたんだ……」]
 44:  683| [47] [洵]
 45:  686| [45] [「ど、どこで！？　どこで見つけたの！」]
 46:  694| [47] [渡瀬]
 47:  697| [45] [「来てくれ……こっちだ……」]
 48:  702| [45] [渡瀬は皆を引き連れ、内周棟の階段室に向かった。]
 49:  787| [47] [渡瀬]
 50:  790| [45] [「ここだ……」]
 51:  795| [45] [階段室の前で、渡瀬は立ち止まった。]
 52:  884| [45] [傍らの３人が、ごくりと唾を飲み込む。]
 53:  892| [47] [洵]
 54:  895| [45] [「……っ」]
 55:  903| [47] [恵那]
 56:  906| [45] [「ここに、ユウリさんが……！」]
 57:  914| [47] [渡瀬]
 58:  917| [45] [「……開けるぞ……」]
 59:  925| [47] [宇喜多]
 60:  928| [45] [「う、うむ……」]
 61:  933| [45] [渡瀬は背筋に冷たい汗が流れるのを感じながら――]
 62:  938| [45] [その扉を開けた。]
 63: 1035| [45] [――だが。]
 64: 1043| [47] [渡瀬]
 65: 1046| [45] [「……なっ……？」]
 66: 1051| [45] [そこには、何もなかった。]
 67: 1056| [45] [ただ崩れた階段があるだけだった。]
 68: 1117| [47] [洵]
 69: 1120| [45] [「え……？」]
 70: 1146| [47] [宇喜多]
 71: 1149| [45] [「どこに死体が、あるというのかね？」]
 72: 1154| [45] [宇喜多たちが目を丸くする。]
 73: 1159| [45] [渡瀬は信じられない思いで呟いた。]
 74: 1167| [47] [渡瀬]
 75: 1170| [45] [「そ……そんなバカな……！」]
 76: 1175| [45] [渡瀬は探した。その狭い階段室を。]
 77: 1180| [45] [だが――どれだけ探しても、死体などどこにもなかった。]
 78: 1188| [47] [渡瀬]
 79: 1191| [45] [「……し……死体が、なくなってる……！」]
 80: 1196| [45] [渡瀬が呟くと、宇喜多は呆れたようにため息をついた。]
 81: 1222| [47] [宇喜多]
 82: 1225| [45] [「やれやれ……幻覚でも見たのではないのかね？」]
 83: 1233| [47] [渡瀬]
 84: 1236| [45] [「ほ、本当なんだ！　本当にここに死体が！」]
 85: 1244| [47] [渡瀬]
 86: 1247| [45] [「頭から血も流して、どう見ても死んでいる彼女が……」]
 87: 1273| [47] [恵那]
 88: 1276| [45] [「血？　どこにも血痕なんかないわよ……？」]
 89: 1281| [45] [そう言われて渡瀬は黙った。]
 90: 1286| [45] [死体も血痕もない事は、渡瀬がいま確認したばかりなのだ。]
 91: 1312| [47] [宇喜多]
 92: 1315| [45] [「……あるはずの死体がないというのなら、そもそも君の認識自体が、おかしかったのではないのかね」]
 93: 1323| [47] [渡瀬]
 94: 1326| [45] [「なに？」]
 95: 1334| [47] [宇喜多]
 96: 1337| [45] [「君は記憶障害を起こすほど、頭を強く打っている。脳に何らかの障害が出ているのでは？」]
 97: 1345| [47] [渡瀬]
 98: 1348| [45] [「……！」]
 99: 1353| [45] [その言葉に、渡瀬の背筋は凍りついた。]
100: 1358| [45] [宇喜多の言う事に、心当たりがあり過ぎたからだ。]
101: 1363| [45] [前からしばしば聞こえていた幻聴。度重なる頭痛と嘔吐。]
102: 1368| [45] [あれは脳の障害によるものだったのか。]
103: 1373| [45] [ただでも脳がダメージを負っているところに、放射線障害が加わって――]
104: 1378| [47] [渡瀬]
105: 1379| [45] [（オレの脳は……もう、取り返しのつかない事に……！？）]
106: 1388| [45] [それ以外の原因がありうるか、渡瀬は必死で考えたが――]
107: 1393| [47] [渡瀬]
108: 1394| [45] [（――何一つ、思いつかん……！）]
109: 1399| [45] [そもそもなぜ記憶喪失になったのか、記憶を失う前に何があったのか、全くわからないのだ。]
110: 1404| [45] [自分の症状について考えようにも無理がある。]
111: 1409| [47] [渡瀬]
112: 1410| [45] [（クソ！　せめて記憶喪失直前の状況を思い出せれば！）]
113: 1415| [47] [渡瀬]
114: 1416| [45] [（ほんの数時間前の事なんだ！　それさえわかれば、色んな事に対する答えが出るかもしれないのに！）]
115: 1421| [47] [渡瀬]
116: 1422| [45] [（オレの症状の正体も、今日ここで起きている出来事の真相も……！）]
117: 1427| [45] [それを理解するには、知識が絶対的に足りていないような気がした。]
118: 1480| [45] [黙り込む渡瀬に、宇喜多が続ける。]
119: 1506| [47] [宇喜多]
120: 1509| [45] [「聞いているのかね、隊長さん？」]
121: 1525| [45] [渡瀬は奥歯を噛み、搾り出すように言う。]
122: 1533| [47] [渡瀬]
123: 1536| [45] [「い、いや……ちょっと待ってくれ、やっぱりこんなの納得できん」]
124: 1562| [47] [宇喜多]
125: 1565| [45] [「納得できない、だと？」]
126: 1573| [47] [渡瀬]
127: 1576| [45] [「ユウリの死体に見えたが、彼女は生きていたのかもしれない……」]
128: 1584| [47] [渡瀬]
129: 1587| [45] [「きっとあの後、息を吹き返し、どこかに行ってしまったんだ」]
130: 1613| [47] [恵那]
131: 1616| [45] [「そんな事って……あると思う？　ほんの数分の間の出来事でしょ？」]
132: 1624| [47] [渡瀬]
