  0:   42| [55] [√Before Chapter5]
  1:   69| [45] [――都市ゲート。]
  2:   74| [45] [それは市内と市外を繋ぐ幹線道路に設けられた、検問のようなものだ。]
  3:   79| [45] [詰め所のようなボックスが設置されていて、監視員が常駐している。]
  4:   84| [45] [市に出入りする人は、ここで必ずチェックを受けなければならない。]
  5:   89| [45] [事前にしかるべき手続きをして、身分の証明も行い、ようやくゲートを通過できる。]
  6:   94| [45] [治安第一の『政令指定機密都市』を象徴するような場所だ。]
  7:   99| [45] [サリュはそこに着くなり、ぽつりと呟いた。]
  8:  125| [47] [サリュ]
  9:  128| [45] [「なんだか、嫌な場所……」]
 10:  136| [47] [夏彦]
 11:  139| [45] [「ん、そうか？」]
 12:  165| [47] [サリュ]
 13:  168| [45] [「まるで市民を、閉じ込めているみたい」]
 14:  176| [47] [夏彦]
 15:  179| [45] [「うーん……それは考えすぎだよ」]
 16:  184| [45] [この街はもちろん牢獄ではない。]
 17:  189| [45] [少し面倒ではあるが、普通の市民はちゃんと出入りできる。]
 18:  194| [45] [むしろゲートやフェンスは、危険人物を街に入れないよう立ちはだかる、頼りがいある存在であった。]
 19:  202| [47] [夏彦]
 20:  205| [45] [「まぁ長居するような場所でもない。さっさとましろを探して戻ろう」]
 21:  231| [47] [サリュ]
 22:  234| [45] [「ん」]
 23:  294| [45] [そう言って見回すと、すぐに彼女は見つかった。]
 24:  362| [45] [ゲートの近くのバス停で、バスを待っているようだ。夏彦たちには気づいていない。]
 25:  367| [45] [夏彦たちはましろに駆け寄り、声をかけた。]
 26:  438| [47] [夏彦]
 27:  441| [45] [「こら！　なにやってんだよましろ、学校さぼって！」]
 28:  467| [47] [ましろ]
 29:  470| [45] [「え！？　あ……来たの２人とも？」]
 30:  478| [47] [夏彦]
 31:  481| [45] [「来たのじゃないだろ、心配かけて」]
 32:  507| [47] [ましろ]
 33:  510| [45] [「ふ、ふんだ。別に来てなんて頼んでないよ」]
 34:  518| [47] [夏彦]
 35:  521| [45] [「何？」]
 36:  593| [47] [ましろ]
 37:  596| [45] [「昨日言ったでしょ、夏彦にはもう頼らないって」]
 38:  622| [47] [ましろ]
 39:  625| [45] [「『テロリスト捜索の一件は、俺のヤマだ。お前らは手ェ出すな』ってなもんだよ」]
 40:  630| [47] [夏彦]
 41:  631| [45] [「……」]
 42:  636| [45] [やはりましろは、昨日の事をまだ怒っているようだ。]
 43:  641| [45] [何がそんなに気に障ったかはわからないが、１度こうなったら、なかなかましろは頑固なところがある。]
 44:  655| [47] [夏彦]
 45:  656| [45] [（それにしても……意固地すぎないか？）]
