  0:   53| [55] [√Double Chapter6]
  1:   65| [45] [――――――]
  2:   70| [45] [――――]
  3:   75| [45] [――]
  4:   80| [45] [――やがて、白い闇の中に……]
  5:  111| [45] [幻影が浮かび上がった。]
  6:  116| [45] [幼い凪沙の後姿が、遠くに見える。]
  7:  121| [45] [どこかで風見の声が響いた。]
  8:  134| [47] [風見]
  9:  137| [45] [《凪沙！　待って、行っちゃだめ！》]
 10:  145| [47] [風見]
 11:  148| [45] [《そっちはダメなの！　戻ってこられなくなるのよ！》]
 12:  153| [47] [夏彦]
 13:  154| [45] [（これは……橘さんの夢……？）]
 14:  159| [45] [夏彦は風見の五感を通じ、同じ夢を見ていた。]
 15:  184| [45] [やがて凪沙は振り返り――]
 16:  245| [45] [風見に、微笑みかけた。]
 17:  350| [47] [風見]
 18:  353| [45] [「――凪沙！」]
 19:  358| [45] [そこで風見は、目を覚ました。]
 20:  405| [47] [？？]
 21:  408| [45] [「なぁに、お姉ちゃん？」]
 22:  463| [45] [凪沙が風見を見下ろしていた。]
 23:  471| [47] [風見]
 24:  474| [45] [「あ……凪沙……」]
 25:  479| [45] [風見は安堵し、そう呟く。]
 26:  487| [47] [凪沙]
 27:  490| [45] [「大丈夫？　少し、うなされてたみたいだったけど……」]
 28:  498| [47] [風見]
 29:  501| [45] [「……夢を見ていたわ」]
 30:  509| [47] [凪沙]
 31:  512| [45] [「夢？」]
 32:  520| [47] [風見]
 33:  523| [45] [「そう、あなたがどこか遠くに行ってしまう夢……」]
 34:  531| [47] [風見]
 35:  534| [45] [「とても悲しい夢だった」]
 36:  542| [47] [凪沙]
 37:  545| [45] [「そう……」]
 38:  553| [47] [凪沙]
 39:  556| [45] [「でもね、お姉ちゃん？　安心して」]
 40:  564| [47] [凪沙]
 41:  567| [45] [「私は、ここにいるよ」]
 42:  575| [47] [風見]
 43:  578| [45] [「そうね……」]
 44:  583| [45] [風見は凪沙に微笑みかけた。]
 45:  591| [47] [風見]
 46:  594| [45] [「あなたはいつも私と、一緒にいてくれたわね」]
 47:  602| [47] [風見]
 48:  605| [45] [「私たちは、ずっと一緒だった……」]
 49:  610| [45] [風見の目の端に、涙が浮かぶ。]
 50:  618| [47] [風見]
 51:  621| [45] [「たとえ、あなたが――」]
 52:  629| [47] [風見]
 53:  632| [45] [「もう、死んでしまっていたとしても……！」]
 54:  655| [47] [凪沙]
 55:  658| [45] [「っ……」]
 56:  663| [45] [その言葉に、凪沙は微笑を返した。]
 57:  807| [47] [凪沙]
 58:  810| [45] [「なぁんだ、気付いてたの？」]
 59:  818| [47] [風見]
 60:  821| [45] [「……えぇ」]
 61:  829| [47] [風見]
 62:  832| [45] [「いま見ているのが、夢だって事……」]
 63:  840| [47] [風見]
 64:  843| [45] [「現実には、凪沙がいないという事……」]
 65:  869| [47] [凪沙]
 66:  872| [45] [「……そうだね」]
 67:  877| [45] [風見は凪沙を見つめて言う。]
 68:  885| [47] [風見]
 69:  888| [45] [「それでも会えて、嬉しかったわ」]
 70:  914| [47] [凪沙]
 71:  917| [45] [「私もだよ、お姉ちゃん」]
 72:  925| [47] [凪沙]
 73:  928| [45] [「ずっとずっと会いたかったから……」]
 74:  951| [45] [凪沙はそこで、少し黙り――]
 75:  956| [45] [それから静かに呟いた。]
 76:  982| [47] [凪沙]
 77:  985| [45] [「閉じ込められたばかりの頃ね、私一度だけ、お姉ちゃんに会おうと思って……」]
 78:  993| [47] [凪沙]
 79:  996| [45] [「ラボを脱走しようとしたんだ」]
 80: 1004| [47] [風見]
 81: 1007| [45] [「え……？」]
 82: 1034| [47] [凪沙]
 83: 1037| [45] [「でも、すぐにケースＮが発令されて、脱走に失敗しちゃって……」]
 84: 1045| [47] [凪沙]
 85: 1048| [45] [「しかも２人の子供が巻き込まれて、その子たちも……遺伝子変異を起こしちゃったの」]
 86: 1056| [47] [風見]
 87: 1059| [45] [「……それって……」]
 88: 1067| [47] [風見]
 89: 1070| [45] [「天川くんと、悠里さんの……！」]
 90: 1096| [47] [凪沙]
 91: 1099| [45] [「……だからね、お姉ちゃん」]
 92: 1107| [47] [凪沙]
 93: 1110| [45] [「あの２人を憎まないで」]
 94: 1118| [47] [凪沙]
 95: 1121| [45] [「渡瀬さんの事も、誰の事も」]
 96: 1129| [47] [凪沙]
 97: 1132| [45] [「悪いのは、あの人たちじゃないんだから……」]
 98: 1137| [47] [風見]
 99: 1138| [45] [「……」]
100: 1146| [47] [風見]
101: 1149| [45] [「……そうね……そうよね……」]
102: 1154| [45] [風見が言うと、凪沙は寂しげに微笑んだ。]
103: 1252| [47] [凪沙]
104: 1255| [45] [「……それじゃそろそろ、お別れの時間だよ」]
105: 1263| [47] [風見]
106: 1266| [45] [「……凪沙」]
107: 1274| [47] [凪沙]
