  0:   77| [55] [√Before Chapter 3]
  1:   85| [45] [Class ended, and as they left into the hall, they heard the usual bizarre commotion.]
  2:  145| [85] [{Um, Ms. Munakata,]
  3:  147| [85] [ could you please ]
  4:  149| [85] [   give me your answer...?}]
  5:  160| [86] [Youthful Boy]
  6:  161| [86] [{Um, Ms. Munakata, could you please give me your answer...?}]
  7:  169| [85] [{... Hmph.}]
  8:  171| [85] [               ]
  9:  182| [86] [Ms. Munakata]
 10:  183| [86] [{... Hmph.}]
 11:  189| [85] [{I'm sorry,]
 12:  191| [85] [ I didn't mean to put you]
 13:  193| [85] [ in such a tough spot...}]
 14:  204| [86] [Youthful Boy]
 15:  205| [86] [{I'm sorry, I didn't mean to put you in such a tough spot...}]
 16:  212| [85] [{... How many times]
 17:  214| [85] [ do I have to tell you?]
 18:  216| [85] [You using telepathy is what's]
 19:  218| [85] [putting me in a tough spot!}]
 20:  234| [86] [Ms. Munakata]
 21:  235| [86] [{... How many times do I have to tell you? You using telepathy is what's putting me in a tough spot!}]
 22:  240| [85] [{Come see me in person,]
 23:  242| [85] [ and maybe then]
 24:  244| [85] [ we can talk.}]
 25:  255| [86] [Ms. Munakata]
 26:  256| [86] [{Come see me in person, and maybe then we can talk.}]
 27:  264| [85] [{B-but that's too high]
 28:  266| [85] [ of a hurdle for me to reach... ]
 29:  268| [85] [ It's embarrassing!}]
 30:  279| [86] [Youthful Boy]
 31:  280| [86] [{B-but that's too high of a hurdle for me to reach... It's embarrassing!}]
 32:  288| [85] [{You've been confessing]
 33:  290| [85] [ in front of the entire school!]
 34:  292| [85] [A little late]
 35:  294| [85] [ to shy away now!]
 36:  296| [85] [ You're such a weirdo,]
 37:  298| [85] [ you know!?}]
 38:  314| [86] [Ms. Munakata]
 39:  315| [86] [{You've been confessing in front of the entire school! A little late to shy away now! You're such a weirdo, you know!?}]
 40:  320| [85] [{Okay, let's get this started, Shin...]
 41:  322| [85] [ Our secret training]
 42:  324| [85] [ for directional telepathy!}]
 43:  335| [86] [Stupid Boy]
 44:  336| [86] [{Okay, let's get this started, Shin... Our secret training for directional telepathy!}]
 45:  344| [85] [{Okay, let's try it, Benizaki.}]
 46:  355| [86] [Calm Boy]
 47:  356| [86] [{Okay, let's try it, Benizaki.}]
 48:  362| [85] [{Let's do this!]
 49:  364| [85] [ "Ms. Ena's bust]
 50:  366| [85] [ looks about 91 cm".]
 51:  368| [85] [ How's that? Hear me!?}]
 52:  379| [86] [Stupid Boy]
 53:  380| [86] [{Let's do this! "Ms. Ena's bust looks about 91 cm". How's that? Hear me!?}]
 54:  389| [85] [{Loud and clear.]
 55:  391| [85] [ Wait... crap!]
 56:  393| [85] [ Now that I think about it,]
 57:  395| [85] [ we can't tell]
 58:  397| [85] [ if it's directional or not]
 59:  399| [85] [ if it's just the two of us!}]
 60:  410| [86] [Calm Boy]
 61:  411| [86] [{Loud and clear. Wait... crap! Now that I think about it, we can't tell if it's directional or not if it's just the two of us!}]
 62:  422| [85] [{Wh-whaat!?}]
 63:  439| [86] [Stupid Boy]
 64:  440| [86] [{Wh-whaat!?}]
 65:  455| [45] [Mashiro started to talk as a way of actively ignoring the noise.]
 66:  548| [47] [Mashiro]
 67:  551| [45] ["Hey, Natsuhiko, that was an interesting lesson, wasn't it!?"]
 68:  559| [47] [Natsuhiko]
 69:  562| [45] ["Yeah, that's a first for parapsychology."]
 70:  588| [47] [Mashiro]
 71:  591| [45] ["But it was kind of odd, wasn't it~?"]
 72:  617| [47] [Mashiro]
 73:  620| [45] ["If it's all true, that means the world I see and the world you see could actually be completely different, doesn't it?"]
 74:  628| [47] [Natsuhiko]
 75:  631| [45] ["Hmm, does it?"]
 76:  657| [47] [Mashiro]
 77:  660| [45] ["Visual and auditory hallucinations are an obvious example of how 'different people perceive things differently', right?"]
 78:  668| [47] [Mashiro]
 79:  671| [45] ["Some people see things others don't see, or hear things other people don't hear."]
 80:  679| [47] [Natsuhiko]
 81:  682| [45] ["Yeah, that's true..."]
 82:  734| [45] [Visual and auditory hallucinations are a category of brain activity.]
 83:  739| [45] [So if those activities vary from person to person, then so too does perception.]
 84:  744| [45] [Eight billion people in the world have eight billion brains, each perceiving eight billion different worlds.]
 85:  749| [45] [Each of them perceives their own world as "the" world, but that world of theirs can perhaps at times become distorted.]
 86:  754| [47] [Natsuhiko]
 87:  755| [45] [(... That's kind of a scary thought.)]
 88:  760| [45] [For some reason, Natsuhiko felt a chill.]
 89:  779| [47] [Natsuhiko]
 90:  782| [45] ["So I guess in a certain sense, telepathy is a way to 'intentionally cause auditory hallucinations', then."]
 91:  808| [47] [Mashiro]
 92:  811| [45] ["Well, there's a peculiarity to the way it sounds, so you can tell it's telepathy, though."]
 93:  837| [47] [Natsuhiko]
 94:  840| [45] ["It'd be annoying if that weren't the case. You'd lose track of what's a real voice, what's an auditory hallucination, and what's telepathy."]
 95:  866| [47] [Mashiro]
 96:  869| [45] ["If that were the case, though, would there be some concrete way of figuring out if something were a real voice or not?"]
 97:  874| [45] [Mashiro casually remarked-- and suddenly got a response from behind.]
 98:  883| [47] [???]
 99:  886| [45] ["No, there wouldn't."]
100:  912| [47] [Natsuhiko]
101:  915| [45] ["!?"]
102:  979| [45] [They turned around in shock only to find that Salyu had been standing right behind them before they noticed her.]
103: 1043| [47] [Mashiro]
104: 1046| [45] ["Hmm, you can't think of a way either, Salyu?"]
105: 1072| [47] [Salyu]
106: 1075| [45] ["I can't because it doesn't exist. It's just as difficult as attempting to differentiate a real voice from an auditory hallucination."]
107: 1101| [47] [Mashiro]
108: 1104| [45] ["Huh, really?"]
109: 1130| [47] [Salyu]
110: 1133| [45] ["The brain at times believes that hallucinations are real."]
111: 1141| [47] [Salyu]
112: 1144| [45] ["What do you think happens then?"]
113: 1167| [45] [Salyu switched her glance from Mashiro to Natsuhiko.]
114: 1175| [47] [Natsuhiko]
115: 1178| [45] ["Huh...?"]
116: 1207| [47] [Natsuhiko]
117: 1208| [45] [(What happens if you think that hallucinations are real?)]
118: 1216| [47] [Natsuhiko]
119: 1219| [45] ["What would happen...? I really don't know."]
120: 1251| [47] [Natsuhiko]
