  0:   41| [55] [√Before Chapter5]
  1:   59| [45] [そうして３人の持ち歌も尽きかけた頃――]
  2:   64| [45] [隣に座っていたましろが、寝息を立てはじめた。]
  3:  138| [47] [ましろ]
  4:  141| [45] [「くぅ……くぅ……」]
  5:  146| [45] [サリュが歌うのをやめて、言う。]
  6:  172| [47] [サリュ]
  7:  175| [45] [「ましろ、寝たの？」]
  8:  183| [47] [夏彦]
  9:  186| [45] [「あぁ、疲れてたんだろうな」]
 10:  212| [47] [サリュ]
 11:  215| [45] [「……私につきあって、無理して歌っていたのかもしれない」]
 12:  223| [47] [夏彦]
 13:  226| [45] [「そんな事ないだろ、こいつも楽しんでたと思うよ」]
 14:  231| [45] [そして恐らく、ましろも不安を忘れたかったのだろう。]
 15:  239| [47] [夏彦]
 16:  242| [45] [「気を遣う事はないよ。ぼくも楽しかったし」]
 17:  274| [47] [サリュ]
 18:  277| [45] [「そう……よかった」]
 19:  303| [47] [サリュ]
 20:  306| [45] [「私もいい経験になった。２人に感謝する」]
 21:  332| [47] [サリュ]
 22:  335| [45] [「歌を思い切り歌うのが、こんなに楽しいとは知らなかったから」]
 23:  340| [45] [そう言われて、夏彦はふと思った。]
 24:  345| [47] [夏彦]
 25:  346| [45] [（サリュはカラオケ初体験ってより……大声で歌うのが初めてなんじゃ？）]
 26:  351| [45] [考えてみれば、サリュの過去については、ほとんど何も知らないのだ。]
 27:  359| [47] [夏彦]
 28:  362| [45] [「なぁ、サリュ？」]
 29:  388| [47] [サリュ]
 30:  391| [45] [「なに？」]
 31:  399| [47] [夏彦]
 32:  402| [45] [「サリュって、フランスにいた頃、どんな生活してたんだ？」]
 33:  425| [47] [サリュ]
 34:  426| [45] [「――」]
 35:  431| [45] [夏彦の言葉に、サリュが口をつぐむ。]
 36:  439| [47] [夏彦]
 37:  442| [45] [「あ、いや、答えたくなかったらいいんだよ。ちょっと気になっただけだから」]
 38:  468| [47] [サリュ]
 39:  471| [45] [「答えたくないわけじゃない。聞きたいなら話す」]
 40:  497| [47] [サリュ]
 41:  500| [45] [「もっとも、あまり面白い話ではないけど――」]
 42:  505| [45] [サリュはそう言って、静かに話し始めた。]
 43:  621| [47] [サリュ]
 44:  624| [45] [「私が生まれたのは、フランスの片田舎にある大きな屋敷」]
 45:  632| [47] [サリュ]
 46:  635| [45] [「その中に閉じ込められるようにして、私は育った」]
 47:  643| [47] [夏彦]
 48:  646| [45] [「え、やっぱサリュってお嬢様だったのか？」]
 49:  672| [47] [サリュ]
 50:  675| [45] [「わからないけど、そうなのかもしれない」]
 51:  701| [47] [サリュ]
 52:  704| [45] [「私の両親は確か、フランスで原子力関連の企業を経営している……らしい」]
 53:  730| [47] [サリュ]
 54:  733| [45] [「そこで私は、なに不自由のない生活をしていた。たくさんの教育係に囲まれ、あらゆる分野の教育を受けて」]
 55:  741| [47] [夏彦]
 56:  744| [45] [「あらゆる分野って？」]
 57:  770| [47] [サリュ]
 58:  773| [45] [「科学を中心とした様々な学問。英語・日本語・中国語など１５種の外語」]
 59:  781| [47] [サリュ]
 60:  784| [45] [「工学などの技術。ピアノや絵画といった芸術の類。果ては器械体操や護身術まで」]
 61:  792| [47] [夏彦]
 62:  795| [45] [「……！」]
 63:  800| [45] [夏彦は驚愕した。]
 64:  805| [45] [優秀な少女だとは思っていたが、まさかそこまでだったとは。]
 65:  831| [47] [サリュ]
 66:  834| [45] [「私は乾いた砂のように、それらの知識を吸収した」]
 67:  860| [47] [サリュ]
 68:  863| [45] [「増えていく知識と、習熟していく技術が、私の存在証明。想い出はそれが全て」]
 69:  871| [47] [夏彦]
 70:  874| [45] [「外で遊んだりとかは？　近所の友達とかと……」]
 71:  900| [47] [サリュ]
 72:  903| [45] [「そんな事はまるでなかった。両親がとても厳しくて、ずっと家の中にいた」]
 73:  929| [47] [サリュ]
 74:  932| [45] [「私も外に出る必要は、まるで感じていなかった」]
 75:  940| [47] [夏彦]
 76:  943| [45] [「なるほどね……」]
 77:  948| [45] [育ちがぼくらとは違うんだと、夏彦は思った。]
 78:  953| [45] [夏彦が外で遊んでいた頃も、ずっとサリュは家で英才教育を受けていたのだ。]
 79:  958| [45] [サリュの独特の雰囲気や様々な能力は、その生い立ちから来ているのだろう。]
 80:  963| [45] [だが、娘を全く外に出してくれない両親と言うのは、あまりまともだとは思えない。]
 81:  968| [47] [夏彦]
 82:  969| [45] [（気軽に聞いていい話題じゃなかったかもしれないな……）]
 83:  974| [45] [複雑な事情があるのか、あるいはサリュの体質に関係があるのか。]
 84:  979| [45] [そう思いつつも、夏彦は問いを重ねる。]
 85:  987| [47] [夏彦]
 86:  990| [45] [「でも今は外に出てるみたいだけど……両親の考えが変わったのか？」]
 87: 1016| [47] [サリュ]
 88: 1019| [45] [「そういうわけじゃない。天川博士に連れ出された」]
 89: 1027| [47] [夏彦]
 90: 1030| [45] [「は？　なんで母さんが？」]
 91: 1038| [47] [夏彦]
 92: 1041| [45] [「そもそもサリュの両親とは、どういう関係？　遠縁の親戚だというのは聞いたけど……」]
 93: 1067| [47] [サリュ]
 94: 1070| [45] [「博士は若い頃、一時期フランスに住んでいたのだけど、そのとき私の家に下宿していたとの事」]
 95: 1078| [47] [サリュ]
 96: 1081| [45] [「その後も度々、私の両親と連絡を取り、私の存在を知ったらしい」]
 97: 1157| [47] [サリュ]
 98: 1160| [45] [「博士は私を『自由にさせてあげたかった』と言っていた」]
 99: 1168| [47] [夏彦]
100: 1171| [45] [「あの母さんがねぇ……」]
101: 1176| [45] [にわかには信じがたいが、サリュが嘘をついているとは思えなかった。]
102: 1265| [47] [サリュ]
103: 1268| [45] [「博士は両親を説得し、日本へ留学する事を認めさせた。以上が私が博士から聞いた経緯」]
104: 1276| [47] [夏彦]
105: 1279| [45] [「だからこんな中途半端な時期に、急に転校してきたのか……」]
106: 1293| [55] [√Before Chapter5]
107: 1303| [47] [夏彦]
108: 1306| [45] [「でも、どうしてウチに住む事になったんだ？」]
109: 1332| [47] [サリュ]
110: 1335| [45] [「理由の１つは、私には他に住むところがないという事」]
111: 1343| [47] [サリュ]
112: 1346| [45] [「もう１つは博士曰く、『私に夏彦を護って欲しい』との事」]
113: 1372| [47] [サリュ]
114: 1375| [45] [「前にも言ったけど、近頃この鹿鳴市も治安が悪くなっているから」]
115: 1383| [47] [夏彦]
116: 1386| [45] [「治安……確かにな」]
117: 1391| [45] [数日前にその話を聞いた時は、その言葉の意味はよくわからなかった。]
118: 1396| [45] [だがそれは今日一日で、かなり現実味を帯びてきた。]
119: 1401| [47] [夏彦]
120: 1402| [45] [（ぼくを護る、か……）]
121: 1407| [45] [サリュのあの身体能力も、警備員を手玉にとった武術も、全てフランスにいた頃に身につけたものらしい。]
122: 1412| [45] [しかし母がどの程度、サリュを信頼して任せているかはわからないが――]
123: 1417| [47] [夏彦]
124: 1418| [45] [（護られてばかりじゃ、情けないよな）]
125: 1426| [47] [夏彦]
126: 1429| [45] [「……なぁサリュ」]
127: 1437| [47] [夏彦]
128: 1440| [45] [「今日、警備員を投げ飛ばしただろ？　あれ、ぼくにもできないかな？」]
129: 1466| [47] [サリュ]
130: 1469| [45] [「夏彦が？」]
131: 1477| [47] [夏彦]
132: 1480| [45] [「いや、なんだか状況も緊迫してきたしさ。ぼくも自分の身を守れるようになりたいんだよ」]
133: 1506| [47] [サリュ]
134: 1509| [45] [「武術は少しかじったくらいでは、役には立たないけど。素人にも使える技はある」]
135: 1517| [47] [夏彦]
136: 1520| [45] [「そうか、ぜひ教えてくれ」]
137: 1528| [47] [サリュ]
138: 1531| [45] [「了解。では夏彦、私の襟首を掴んで」]
139: 1539| [47] [夏彦]
140: 1542| [45] [「あぁ、こうか？」]
141: 1547| [45] [夏彦がそっと、サリュの襟首に手を伸ばす。]
142: 1552| [45] [すると次の瞬間――]
143: 1576| [45] [その手をサリュに掴まれた。]
144: 1584| [47] [夏彦]
145: 1587| [45] [「！？」]
146: 1613| [47] [サリュ]
147: 1616| [45] [「例えば襟首を掴まれたら、まず相手の手首を掴み返す」]
148: 1670| [47] [サリュ]
149: 1673| [45] [「そしてその腕を捻るように、相手の後ろに回り――」]
150: 1685| [47] [サリュ]
151: 1688| [45] [「思い切り、引き下げる！」]
152: 1759| [47] [夏彦]
153: 1762| [45] [「ぬお！？」]
154: 1767| [45] [サリュの掛け声と共に、夏彦の視界が反転した。]
155: 1824| [45] [背中に衝撃が走り、夏彦はうめく。]
156: 1832| [47] [夏彦]
157: 1835| [45] [「ぐッ、ぐぅぅ……！」]
158: 1840| [45] [不思議な感覚だった。]
159: 1845| [45] [サリュはさほど力を込めていない風なのに、ひょいと投げられてしまった。]
160: 1871| [47] [サリュ]
161: 1874| [45] [「大丈夫？」]
162: 1882| [47] [夏彦]
163: 1885| [45] [「あ、あぁ……」]
164: 1890| [45] [よろよろと立ち上がる夏彦に、サリュが説明する。]
165: 1944| [47] [サリュ]
166: 1947| [45] [「これが『四方投げ』。人間の反射を利用した、合気道の技」]
167: 1973| [47] [サリュ]
168: 1976| [45] [「相手は関節を逆に取られているから、痛みから逃げようとしたら自然と投げられてしまう」]
169: 1984| [47] [夏彦]
170: 1987| [45] [「な、なるほど……！」]
171: 2013| [47] [サリュ]
172: 2016| [45] [「相手に襟首をつかまれた時に限定すれば、素人でも使える」]
173: 2042| [47] [サリュ]
174: 2045| [45] [「だけど忘れないで。護身術において、大事なのはまず何より逃げることだから」]
175: 2053| [47] [夏彦]
176: 2056| [45] [「逃げる？」]
177: 2082| [47] [サリュ]
178: 2085| [45] [「そう。日本の諺にもあるでしょう？　『生ヒョウホンは怪我の元』」]
179: 2093| [47] [夏彦]
180: 2096| [45] [「『生兵法は怪我の元』か？　なんだよ生標本って。なんか怖いよ」]
181: 2122| [47] [サリュ]
182: 2125| [45] [「……日本語は難しい」]
183: 2133| [47] [夏彦]
184: 2136| [45] [「サリュでもそういう間違いする事あるんだな。なんか安心したよ」]
185: 2162| [47] [サリュ]
186: 2165| [45] [「うるさい夏彦。とにかくあくまで護るのは私。夏彦が戦うのは、最後の手段だと思って」]
187: 2173| [47] [夏彦]
188: 2176| [45] [「わかった。何かあったら、まずはサリュを頼ることにするよ」]
189: 2181| [45] [夏彦はサリュの言葉に、素直に頷いた。]
190: 2186| [45] [護られてばかりではやはり情けないが、サリュの言う事ももっともだからだ。]
191: 2195| [47] [夏彦]
192: 2198| [45] [「技のご教授ありがとう。なんかお礼ができればいいんだけど――」]
193: 2230| [47] [サリュ]
194: 2233| [45] [「なら、逆に教えてほしい事がある」]
195: 2259| [47] [サリュ]
196: 2262| [45] [「さっきは私の過去を語った。今度は夏彦の事を聞きたい」]
197: 2270| [47] [夏彦]
198: 2273| [45] [「え、ぼくの何を？」]
199: 2299| [47] [サリュ]
200: 2302| [45] [「なんでもいい。例えば家族について」]
201: 2328| [47] [サリュ]
202: 2331| [45] [「夏彦の母は天川博士だけど、父はいまどこに？」]
203: 2339| [47] [夏彦]
204: 2342| [45] [「あ、聞いてないのか？　父さんはだいぶ前に――お星サマになったよ」]
205: 2368| [47] [サリュ]
206: 2371| [45] [「星に……？」]
207: 2376| [45] [迂遠な言い方では伝わらなかったようだ。夏彦は率直に言い直す。]
