  0:   89| [55] [√Double Chapter 7]
  1:  125| [85] [　%N　%N　%N　%N　%N]
  2:  129| [47] [[--Memories with Kazami Tachibana--]]
  3:  210| [45] [--As Watase walked out the prison's back gate, the prison guard gave him the same tired line he gave everybody.]
  4:  215| [47] [Prison Guard]
  5:  218| [45] ["--And don't you ever come back, you hear?"]
  6:  226| [47] [Watase]
  7:  229| [45] ["But of course."]
  8:  237| [47] [Watase]
  9:  240| [45] ["... Thanks for all your help."]
 10:  245| [45] [Watase deeply bowed his head when he said that...]
 11:  250| [45] [Then turned around and walked out into the outside world for the first time in about a year.]
 12:  255| [45] [He took a great deep breath.]
 13:  263| [47] [Watase]
 14:  266| [45] ["Wheeeew... fresh air really does taste the best."]
 15:  271| [45] [That line was just as cliched as the guard's had been, but he was only being half serious.]
 16:  279| [47] [Watase]
 17:  282| [45] ["Well then... what to do now...?"]
 18:  287| [45] [He was glad he was finally out, but he didn't have a place to stay the night.]
 19:  320| [45] [The plan had been for Ena to pick him up and take him to his new temporary residence--]
 20:  325| [45] [But she was nowhere to be found.]
 21:  364| [47] [Watase]
 22:  365| [45] [(Did something come up...?)]
 23:  370| [45] [Just as he thought that, a voice called out to him from behind.]
 24:  380| [47] [???]
 25:  383| [45] ["Watase."]
 26:  406| [47] [Watase]
 27:  409| [45] ["..."]
 28:  468| [45] [Watase turned around in surprise to see--]
 29:  473| [45] [None other than Kazami standing there.]
 30:  503| [47] [Watase]
 31:  506| [45] ["Kazami... why are you here...?"]
 32:  514| [47] [Kazami]
 33:  517| [45] ["Ms. Tsubakiyama told me you were being released today."]
 34:  525| [47] [Watase]
 35:  528| [45] ["What?"]
 36:  539| [45] [Ena was being far too considerate.]
 37:  544| [45] [She'd gone ahead and arranged for this even though Watase hadn't asked for it--]
 38:  552| [47] [Watase]
 39:  555| [45] ["Wait... more importantly, is it okay for you to even be here!?"]
 40:  563| [47] [Kazami]
 41:  566| [45] ["What do you mean?"]
 42:  574| [47] [Watase]
 43:  577| [45] ["Aren't you being targeted by the press, or all sorts of examination authorities, or whatever?"]
 44:  582| [45] [Kazami was currently one of the few Ability Level 6 Communicators in all of Japan.]
 45:  587| [45] [Though she was keeping that a secret from the world, she was also one of the victims of the LABO incident.]
 46:  592| [45] [Watase had heard from Ena that she'd been living a secluded life, just like Natsuhiko and the others.]
 47:  597| [45] [That's why she'd never come to visit Watase in prison, and why he thought he'd never see her again...]
 48:  605| [47] [Watase]
 49:  608| [45] ["You realize what kinds of articles they'll write if they find out you've met up with someone who literally just got out of prison?"]
 50:  616| [47] [Kazami]
 51:  619| [45] ["I don't care."]
 52:  627| [47] [Watase]
 53:  630| [45] ["I can't let you act that way. Even the ESP Bureau's keeping an eye on--"]
 54:  679| [47] [Kazami]
 55:  682| [45] ["Didn't you hear me? I just said I don't care."]
 56:  687| [45] [The force in Kazami's voice discouraged him from speaking further.]
 57:  692| [45] [Watase swallowed what he had been about to say and watched silently.]
 58:  741| [47] [Kazami]
 59:  744| [45] ["None of that matters to me...!"]
 60:  752| [47] [Kazami]
 61:  755| [45] ["Because... I've been waiting for this day for a long time."]
 62:  760| [45] [Watase just then noticed that her eyes were brimming with tears.]
 63:  768| [47] [Watase]
 64:  771| [45] ["... Kazami."]
 65:  779| [47] [Kazami]
 66:  782| [45] ["You don't know just how much I missed you, do you?"]
 67:  790| [47] [Kazami]
 68:  793| [45] ["First you suddenly break up with me two years ago, then I finally learned the reason why after a year of waiting..."]
 69:  801| [47] [Kazami]
 70:  804| [45] ["And the moment I thought we could get a fresh start together, you disappear again..."]
 71:  855| [47] [Kazami]
 72:  858| [45] ["I've had it up to here with your selfishness!"]
 73:  866| [47] [Watase]
 74:  869| [45] ["!"]
 75:  877| [47] [Kazami]
 76:  880| [45] ["I finally meet you again for the first time in a year, and what do I get? No words of comfort, just the cold shoulder!"]
 77:  888| [47] [Kazami]
 78:  891| [45] ["The ESP Bureau and the media can go to hell for all I care! None of that matters to me!"]
