  0:   46| [55] [√After Chapter3]
  1:   63| [45] [――外周棟に戻るなり、渡瀬たちは大きく息をついた。]
  2:   71| [47] [渡瀬]
  3:   74| [45] [「はぁぁ……！」]
  4:  136| [47] [洵]
  5:  139| [45] [「ふぅ、緊張したね……」]
  6:  147| [47] [渡瀬]
  7:  150| [45] [「でも、汚染区域に入った甲斐もあったな？」]
  8:  155| [45] [だが洵の表情が、そこで急に曇った。]
  9:  181| [47] [洵]
 10:  184| [45] [「う、うん……」]
 11:  192| [47] [渡瀬]
 12:  195| [45] [「あれ？　おいどうした？」]
 13:  203| [47] [洵]
 14:  206| [45] [「あ、いや、ごめん……急に気分が……」]
 15:  241| [47] [洵]
 16:  244| [45] [「……うっ！」]
 17:  249| [45] [洵はそう言って口を押さえ、身を屈めた。]
 18:  257| [47] [渡瀬]
 19:  260| [45] [「守部！？」]
 20:  268| [47] [洵]
 21:  271| [45] [「隊長、見ないで！　ちょっと戻します！」]
 22:  279| [47] [渡瀬]
 23:  282| [45] [「戻すって何を……あ！」]
 24:  299| [47] [洵]
 25:  302| [45] [「ぅえええっ！」]
 26:  307| [45] [洵は背を向け、通路の隅に嘔吐した。]
 27:  312| [45] [それを渡瀬は、呆然と見る。]
 28:  317| [45] [やがて吐き終えた洵は、青ざめた顔で微笑んだ。]
 29:  351| [47] [洵]
 30:  354| [45] [「……いやぁ、お恥ずかしいところを見せました」]
 31:  362| [47] [渡瀬]
 32:  365| [45] [「も、守部……」]
 33:  373| [47] [渡瀬]
 34:  376| [45] [「お前、もしかして、放射線障害が……！？」]
 35:  402| [47] [洵]
 36:  405| [45] [「えっ？　な、なに言ってんの、違うよ」]
 37:  431| [47] [洵]
 38:  434| [45] [「走ったり緊張したりして、ついでに疲れが胃に来ただけだよ」]
 39:  442| [47] [渡瀬]
 40:  445| [45] [「ホントか！？　おい、ちょっと手首見せてみろ！」]
 41:  472| [45] [渡瀬は洵の手首をぐいっと掴んだ。]
 42:  498| [47] [洵]
 43:  501| [45] [「わ！　なにすんのエッチ！」]
 44:  509| [47] [渡瀬]
 45:  512| [45] [「うるせぇ！　ちょっと黙ってろ！」]
 46:  610| [45] [そう言って黙らせ、洵のバイタルチェッカーを見る。]
 47:  615| [45] [本来緑色をしているはずの、５つの光の１つ――それが真っ赤に点滅していた。]
