  0:   71| [55] [√Double Chapter2]
  1:  106| [47] [夏彦]
  2:  109| [45] [「うわぁあああ！」]
  3:  114| [45] [夏彦は瞬時に、渡瀬との心の繋がりを絶った。]
  4:  157| [47] [渡瀬]
  5:  160| [45] [「ッ！！」]
  6:  174| [45] [渡瀬もびくんと体を震わせ、放心したように俯く。]
  7:  179| [45] [現実に戻ってきた夏彦に、悠里が驚きの声を上げた。]
  8:  212| [47] [悠里]
  9:  215| [45] [「ひ、ひこりん！？　大丈夫！？」]
 10:  220| [45] [その問いに、夏彦は答えられなかった。]
 11:  283| [45] [全身に汗が滲んでいる。なのに背筋は凍りそうに冷たい。]
 12:  288| [47] [夏彦]
 13:  289| [45] [（な……なんだ今のは……！）]
 14:  294| [45] [夏彦が見た渡瀬の記憶――その終盤は、明らかに内容がおかしかった。]
 15:  299| [45] [それまで渡瀬の思考は理路整然としていたのに、終盤に向かうにつれ、急激に支離滅裂になっていった。]
 16:  304| [45] [彼が己の計画の中で犠牲者を出し、精神的に追い詰められたからというだけではない。]
 17:  309| [45] [不自然なほどの変容――あんな事が普通起こるだろうか？]
 18:  314| [47] [夏彦]
 19:  315| [45] [（いや、起こるわけがない！）]
 20:  320| [47] [夏彦]
 21:  321| [45] [（渡瀬がおかしくなったのには、何か理由があるんだ！）]
 22:  396| [45] [――その原因として真っ先に思いついたのは、やはり被験体Ｎの存在だった。]
 23:  419| [45] [被験体Ｎが、奇怪な笑い声を上げた時。]
 24:  424| [45] [あの時を境に、渡瀬の中に凶暴な意思が生まれた。]
 25:  429| [45] [まるで人格を書き換えられたように。]
 26:  434| [47] [夏彦]
 27:  435| [45] [（あれは、ひょっとして――）]
 28:  440| [47] [夏彦]
 29:  441| [45] [（１６年前に、コミュニケーターＡがやったことと同じなんじゃないのか！？）]
 30:  490| [47] [夏彦]
 31:  491| [45] [（鹿鳴市同時多発火災の原因にもなった、『コミュニケーターＡの悪意の感染』……）]
 32:  496| [47] [夏彦]
 33:  497| [45] [（それと同じ現象が、この施設の中でも起きてたんじゃ！？）]
 34:  502| [45] [夏彦の脳内を、思考が高速で駆け巡る。]
 35:  507| [47] [夏彦]
 36:  508| [45] [（被験体Ｎに接した者は、ことごとく錯乱していた。あの幹部研究員たちも、渡瀬も）]
 37:  587| [47] [夏彦]
 38:  588| [45] [（あるいは『堂島隊員』『桧山隊員』も、同じような心理状態に陥っていたのかもしれない）]
 39:  593| [47] [夏彦]
 40:  594| [45] [（普通に考えれば異常だけど――）]
 41:  599| [45] [被験体ＮがコミュニケーターＡと同様、悪意に満ちたテレパシーを振りまいてたとしたら、説明がつく。]
 42:  679| [45] [つまり渡瀬たちはみんな、被験体ＮのＢＣによって、精神を歪まされた……！]
 43:  712| [47] [夏彦]
 44:  713| [45] [（……いや、待て！　それはおかしいぞ！？）]
 45:  763| [47] [夏彦]
 46:  764| [45] [（渡瀬は、被験体Ｎのテレパシーを聞いていない！）]
 47:  769| [47] [夏彦]
 48:  770| [45] [（テレパシーを聞いていないなら、彼女の感情が伝播する事はないはずだ！）]
 49:  775| [45] [渡瀬は自覚もないまま、異様な心理状態に陥った。]
 50:  780| [45] [なぜそんな事が起こるのか――！？]
 51:  785| [45] [そう考えたとき、先ほど渡瀬の記憶の中で見た事を思い出した。]
 52:  859| [45] [――被験体Ｎが笑う直前。]
 53:  864| [45] [一瞬、渡瀬の脳裏に、過去の情景が明滅した。]
 54:  869| [47] [夏彦]
 55:  870| [45] [（ぼくは……あれとよく似た現象を知っている！）]
 56:  936| [47] [夏彦]
 57:  937| [45] [（悠里がぼくの脳内を探った時も、同じ現象が起きた）]
 58: 1004| [47] [夏彦]
 59: 1005| [45] [（という事は、被験体Ｎは――）]
 60: 1010| [47] [夏彦]
 61: 1011| [45] [（渡瀬に対して、センシズシンパシーを使ったんだ！！）]
 62: 1016| [45] [――考えられるのはそれしかなかった。]
 63: 1021| [47] [夏彦]
 64: 1022| [45] [（『悪意の感染』は、テレパシーによってもたらされたんじゃない！）]
 65: 1027| [47] [夏彦]
 66: 1028| [45] [（センシズシンパシーによるものだったんだ！）]
 67: 1077| [47] [夏彦]
 68: 1078| [45] [（被験体Ｎは、悠里と同じく、このラボに幽閉されていたコミュニケーターだ。同等の能力を持っていても不思議じゃない！）]
 69: 1127| [45] [だとしたらセンシズシンパシーによって、渡瀬は被験体Ｎに操られていたのだろうか？]
 70: 1175| [45] [だがセンシズシンパシーは、同時に多数の人間と接続できないはずだ。]
 71: 1180| [45] [複数の人間と同時に接続したら、視点も感覚も複数のものが入り混じってしまい、わけがわからなくなるだろう。]
 72: 1229| [45] [なのに被験体Ｎに接触した人間は、次々と悪意に感染し、さらにその状態がずっと続いていた。]
 73: 1234| [47] [夏彦]
 74: 1235| [45] [（操られていたんじゃない……まるで人格そのものが歪んだみたいに……）]
 75: 1240| [45] [そう思う夏彦の耳に、母の言葉が蘇る。]
 76: 1306| [47] [美夜子]
 77: 1309| [45] [「――人間の人格は、記憶の集積から成り立つ。魂とは、脳内に蓄えられた情報の集合体……」]
 78: 1360| [45] [――だとしたら、渡瀬の人格が変容した真の原因は。]
 79: 1365| [45] [『悪意の感染』という現象の正体とは――！]
 80: 1370| [47] [夏彦]
 81: 1371| [45] [（まさか……まさか……！）]
 82: 1441| [47] [夏彦]
 83: 1442| [45] [（渡瀬は、渡瀬たちはあの時、被験体Ｎによって……！）]
 84: 1466| [47] [夏彦]
 85: 1467| [45] [（記憶を、書き換えられたのか！？）]
 86: 1472| [45] [その結論が、電光のように閃いた。]
 87: 1521| [47] [夏彦]
 88: 1522| [45] [（じゃあぼくが見てきた渡瀬の記憶は、偽物の記憶なのか！？）]
 89: 1527| [47] [夏彦]
 90: 1528| [45] [（被験体Ｎは、接触した人間の記憶を、悪意に満ちたものに書き換えていたのか！？）]
 91: 1533| [45] [だが作られた記憶であるにせよ、渡瀬にとっては真実の記憶。]
 92: 1538| [45] [そしてその悪意に満ちた記憶を、夏彦は読んでしまったのだ。]
 93: 1543| [47] [夏彦]
 94: 1544| [45] [（という事は、今の渡瀬は……？）]
 95: 1609| [45] [夏彦は渡瀬に目を向ける。]
 96: 1614| [45] [彼はまだ俯いていた。]
 97: 1619| [45] [顔が影になり、表情が見えない。]
 98: 1627| [47] [夏彦]
 99: 1630| [45] [「た、隊長さん……？」]
100: 1635| [47] [渡瀬]
101: 1636| [45] [「……」]
102: 1641| [45] [声をかけても、渡瀬は答えない。]
103: 1666| [45] [夏彦の心臓が早鐘のように鳴り始めた。]
104: 1671| [47] [夏彦]
105: 1672| [45] [（まずい……！）]
106: 1677| [47] [夏彦]
107: 1678| [45] [（渡瀬があの時の記憶を……！）]
108: 1686| [47] [悠里]
109: 1689| [45] [「ま、まさか……！」]
110: 1694| [45] [異変に気付いた悠里が、怯えたように言うと――渡瀬がぽつりと呟いた。]
111: 1722| [47] [渡瀬]
112: 1725| [45] [「……なるほどな……全て、思い出したよ……」]
113: 1730| [45] [地の底から響くような声と共に、渡瀬がゆっくりと顔を上げる。]
114: 1735| [45] [その眼には、憎悪が宿っていた。]
115: 1769| [47] [渡瀬]
116: 1772| [45] [「……やってくれたな、お前ら」]
117: 1780| [47] [夏彦]
118: 1783| [45] [「隊長さんッ！！」]
119: 1794| [45] [とっさに夏彦は叫び、銃を構えていた。]
120: 1799| [45] [だが渡瀬は、挑むような表情で言う。]
121: 1825| [47] [渡瀬]
122: 1828| [45] [「撃てるのか？」]
123: 1851| [47] [夏彦]
124: 1854| [45] [「……！」]
125: 1862| [47] [渡瀬]
126: 1865| [45] [「人の心を破壊するのは得意でも、肉体の破壊はできるのかよ」]
127: 1873| [47] [悠里]
128: 1876| [45] [「う、あ……」]
129: 1881| [45] [夏彦は怯える悠里の手を握り、もう片方の手で銃を撃とうとしたが――]
130: 1886| [47] [夏彦]
131: 1887| [45] [（くそ、どうして……！）]
132: 1892| [47] [夏彦]
133: 1893| [45] [（どうして撃てないんだ！）]
134: 1898| [45] [引き金にかけた指が、動いてくれなかった。]
135: 1903| [45] [ほんの１ｃｍ指を動かせば、目の前の『敵』の命を絶つ事ができるのに。]
136: 1929| [47] [渡瀬]
137: 1932| [45] [「……できないだろ、コミュニケーター？　そういうのは人間のする事だからな」]
138: 1940| [47] [渡瀬]
139: 1943| [45] [「俺たちにはお前らのような能力がない。だから銃で挑んだんだ」]
140: 1969| [47] [渡瀬]
141: 1972| [45] [「そうじゃなきゃ、怪物には勝てないと思ってな」]
142: 2023| [45] [渡瀬がそう言って、にじり寄ってくる。]
143: 2028| [47] [夏彦]
144: 2029| [45] [（まずい……！）]
145: 2034| [47] [夏彦]
146: 2035| [45] [（もう一度こいつの心に潜って、記憶を破壊しなきゃ！）]
147: 2085| [45] [だがそう思った時、悠里のテレパシーが頭の中に響いた。]
148: 2109| [47] [悠里]
149: 2112| [45] [《ダメだよひこりん！　それじゃ同じ事の繰り返しになっちゃう！》]
150: 2117| [47] [悠里]
151: 2120| [45] [《あの子が――被験体Ｎがやったことは、隊長さんの記憶をメチャクチャに歪めたって事だけ！》]
152: 2144| [47] [悠里]
153: 2147| [45] [《そこを修復するんだよ！　本来の記憶の形に！》]
154: 2217| [45] [一瞬のうちにそれだけのメッセージが、夏彦の脳内に流し込まれる。]
155: 2222| [47] [夏彦]
156: 2223| [45] [（そんな！？　あの悪意にさらされながら、記憶修復なんてできるのか！？）]
157: 2228| [45] [しかし確かに、再び記憶を消してしまったら、真相の解明は遠のく気もする。]
158: 2233| [45] [渡瀬が迫ってくる。もう迷っている時間はない！]
159: 2240| [45] [夏彦は――]
160: 2436| [45] [――渡瀬の記憶に、もう一度潜った。]
161: 2485| [47] [夏彦]
162: 2486| [45] [（でも歪められた記憶を修復するって、どうやって……！）]
163: 2491| [47] [夏彦]
164: 2492| [45] [（渡瀬の記憶のどの部分が、歪められているかわからないのに！）]
165: 2497| [45] [渡瀬の記憶群を前に、夏彦は途方に暮れる。]
166: 2502| [45] [だがその時、再び悠里の声が聞こえた。]
167: 2568| [47] [悠里]
168: 2571| [45] [《聞いて、ひこりん！　センシズシンパシーで捏造された記憶には、１つの特徴があるの！》]
169: 2576| [47] [悠里]
170: 2579| [45] [《センシズシンパシーを使ったコミュニケーターの心の一部が、記憶の中に紛れ込んでしまうという特徴が！》]
171: 2584| [47] [悠里]
172: 2587| [45] [《そのせいで歪められた記憶の中には、現実とは違った光景が現れるんだよ！》]
