  0:   44| [55] [√Double Chapter5]
  1:   56| [45] [――やがて、２人が泣き止んだ頃。]
  2:   61| [45] [ましろが面目なさそうに、皆に言った。]
  3:  128| [47] [ましろ]
  4:  131| [45] [「い、いやぁ……皆さん、お恥ずかしいところを見せました」]
  5:  136| [45] [そう言って照れ笑いするましろは、もういつも通りの彼女だった。]
  6:  162| [47] [恵那]
  7:  165| [45] [「いいのよ、鳥羽さん……思い切り泣くべき場面よ」]
  8:  191| [47] [洵]
  9:  194| [45] [「うん、美しい光景だったね」]
 10:  220| [47] [サリュ]
 11:  223| [45] [「……少し妬ける」]
 12:  228| [45] [恵那たちの言葉に、ましろと悠里が顔を赤くする。]
 13:  254| [47] [宇喜多]
 14:  255| [45] [「……」]
 15:  278| [47] [渡瀬]
 16:  279| [45] [「……」]
 17:  284| [45] [渡瀬と宇喜多は何も言わなかった。]
 18:  342| [45] [ましろも彼らに怯えている様子はあったが、それを抑えているようだった。]
 19:  347| [45] [夏彦は皆の気持ちを鑑みつつ、声を上げる。]
 20:  355| [47] [夏彦]
 21:  358| [45] [「……皆さん、おかげでようやく８人足並みが揃いましたけど……」]
 22:  366| [47] [夏彦]
 23:  369| [45] [「『知っての通り』、未だ全員揃って脱出できるかどうか怪しい状況です」]
 24:  374| [45] [その言葉に、全員の表情が引き締まった。]
 25:  400| [47] [悠里]
 26:  403| [45] [「……爆弾の事だね？」]
 27:  411| [47] [夏彦]
 28:  414| [45] [「そう、渡瀬が仕掛けた爆弾が、Ｚｅｒｏエリアに眠っているんです」]
 29:  419| [45] [夏彦の軽口に、渡瀬が居心地悪そうに言う。]
 30:  445| [47] [渡瀬]
 31:  448| [45] [「しかも爆弾が爆発するのは、隔壁開放のわずか１分後――」]
 32:  453| [45] [夏彦はＢｒａｉｎＣｅｌｌのモニターをちらりと見た。]
 33:  458| [45] [そこには『１８：１９』と表示されている。]
 34:  484| [47] [ましろ]
 35:  487| [45] [「あと４０分足らずで、この施設は吹き飛んじゃうのか……」]
