  0:   84| [55] [√Before Chapter 3]
  1:  131| [45] [When Mashiro and Natsuhiko entered the classroom with Salyu, it stirred a commotion among their classmates.]
  2:  136| [47] [Male Student 1]
  3:  139| [45] ["Huh? Tenkawa, why are you with Toba -and- Ms. Sannomiya today?"]
  4:  147| [47] [Natsuhiko]
  5:  150| [45] ["Ah, nah, we just happened to get here at the same time."]
  6:  173| [45] [Natsuhiko's grandiose answer prompted a chuckle and a whisper from Mashiro.]
  7:  288| [47] [Mashiro]
  8:  291| [45] ["Wow, smooth save there, Mr. Natsuhiko."]
  9:  299| [47] [Natsuhiko]
 10:  302| [45] ["You sure seem calm about it... We can't say anything unnecessary here."]
 11:  409| [47] [Salyu]
 12:  412| [45] ["Unnecessary?"]
 13:  420| [47] [Natsuhiko]
 14:  423| [45] ["... Like how we're living together."]
 15:  449| [47] [Mashiro]
 16:  452| [45] ["Well, I guess it'll help the three of us get along if we make this our little secret~"]
 17:  511| [47] [Natsuhiko]
 18:  512| [45] [(Our little secret, huh...)]
 19:  517| [45] [Indeed, living together meant that it'd be best that they get along at least a little bit.]
 20:  522| [45] [However, Natsuhiko didn't think sharing a "little" secret was the best way to achieve that goal.]
 21:  541| [47] [Natsuhiko]
 22:  544| [45] ["Sure, I guess it's best to leave it a secret between the three of us for the time being so we can avoid any misunderstandings."]
 23:  570| [47] [Mashiro]
 24:  573| [45] ["Okay. Good, good. This is kinda exciting."]
 25:  599| [47] [Salyu]
 26:  602| [45] ["Mm."]
 27:  607| [45] [Salyu nodded at Mashiro's words.]
 28:  697| [45] [Natsuhiko sighed a little as he made it to his desk.]
 29:  709| [47] [Natsuhiko]
 30:  712| [45] ["Get along? With Salyu?"]
 31:  738| [47] [Mashiro]
 32:  741| [45] ["What? Got a problem with that?"]
 33:  749| [47] [Natsuhiko]
 34:  752| [45] ["I don't really have a problem, but..."]
 35:  757| [45] [To be honest, he didn't want to imagine a future like that.]
 36:  983| [45] [He glanced at Salyu to see her making a troubled expression.]
 37:  988| [47] [Salyu]
 38:  989| [45] ["..."]
 39:  994| [47] [Natsuhiko]
 40:  995| [45] ["..."]
 41: 1115| [47] [Mashiro]
 42: 1118| [45] ["... Good grief. I thought we talked this all out yesterday..."]
 43: 1123| [45] [Mashiro shrugged her shoulders in exasperation.]
 44: 1233| [45] [Natsuhiko and Salyu sighed as they made it to their desks.]
