  0:   48| [55] [√Double Chapter 6]
  1:   59| [47] [Natsuhiko]
  2:   60| [45] [(The ones of us who can use Senses Sympathy will stay...!?)]
  3:   65| [45] [He considered the idea for a moment.]
  4:  123| [45] [But he didn't quite understand what Kazami was thinking.]
  5:  205| [45] [When he looked at her and tried to ask, he received telepathy from her.]
  6:  235| [47] [Kazami]
  7:  238| [45] [{Tenkawa, please calm down and listen...}]
  8:  243| [47] [Kazami]
  9:  246| [45] [{I've thought of just one way to make sure everyone survives.}]
 10:  254| [47] [Natsuhiko]
 11:  257| [45] [{Huh!?}]
 12:  262| [45] [Natsuhiko's eyes widened at those words.]
 13:  286| [47] [Kazami]
 14:  289| [45] [{But we have to stay down here for it to work.}]
 15:  297| [47] [Natsuhiko]
 16:  300| [45] [{H-hey, wait a second!}]
 17:  308| [47] [Natsuhiko]
 18:  311| [45] [{How does us staying down here relate to everyone's survival?}]
 19:  335| [47] [Kazami]
 20:  338| [45] [{It doesn't matter who stays behind, but regardless of who says they will, it'll cause an intense argument, won't it?}]
 21:  343| [47] [Kazami]
 22:  346| [45] [{It'll be fatal to waste any time in this situation.}]
 23:  370| [47] [Kazami]
 24:  373| [45] [{But we have a means to "persuade" everyone smoothly.}]
 25:  381| [47] [Natsuhiko]
 26:  384| [45] [{...!}]
 27:  389| [45] [Once he heard that, Natsuhiko finally understood what Kazami was getting at.]
 28:  397| [47] [Natsuhiko]
 29:  400| [45] [{You mean we'll "persuade" everyone with memory manipulation...!?}]
 30:  424| [47] [Kazami]
 31:  427| [45] [{Yes.}]
 32:  451| [47] [Kazami]
 33:  454| [45] [{If I say I'll stay, then Watase and Jun wouldn't agree to it, see?}]
 34:  478| [47] [Kazami]
 35:  481| [45] [{But if we change that problem at its source-- Say we cleverly falsify my relationship with them--}]
 36:  486| [47] [Kazami]
 37:  489| [45] [{Then we should be able to persuade them without question.}]
 38:  494| [47] [Natsuhiko]
 39:  495| [45] [{...}]
 40:  519| [47] [Kazami]
 41:  522| [45] [{... Please understand, Tenkawa. We don't have time.}]
 42:  527| [47] [Kazami]
