  0:   39| [55] [√Before Chapter 4]
  1:   59| [45] [And then, after an ordinary homeroom came to a close--]
  2:  122| [45] [School ended.]
  3:  130| [47] [Natsuhiko]
  4:  133| [45] ["Mashiro, Salyu, shall we head home?"]
  5:  163| [47] [Mashiro]
  6:  166| [45] ["Okay. Let's go, Salyu."]
  7:  207| [47] [Salyu]
  8:  210| [45] ["Mm."]
  9:  335| [45] [And together, they left the classroom.]
 10:  340| [45] [All the while ignoring the clamor of voices, both real and telepathic.]
 11:  394| [85] [{School's over, Shin.]
 12:  396| [85] [ Shall we head]
 13:  398| [85] [ straight up to the roof?}]
 14:  409| [86] [Stupid Boy]
 15:  410| [86] [{School's over, Shin. Shall we head straight up to the roof?}]
 16:  415| [85] [{Yeah, yeah, sure, Benizaki.]
 17:  417| [85] [ But come on, you can say that]
 18:  419| [85] [ without using telepathy.}]
 19:  430| [86] [Calm Boy]
 20:  431| [86] [{Yeah, yeah, sure, Benizaki. But come on, you can say that without using telepathy.}]
 21:  440| [85] [{Where's the harm?]
 22:  442| [85] [ I'm sure at least]
 23:  444| [85] [ a few people enjoy]
 24:  446| [85] [ listening to us.}]
 25:  457| [86] [Stupid Boy]
 26:  458| [86] [{Where's the harm? I'm sure at least a few people enjoy listening to us.}]
 27:  467| [85] [{You think so?}]
 28:  478| [86] [Calm Boy]
 29:  479| [86] [{You think so?}]
 30:  498| [85] [{There are, there are. I know I do.}]
 31:  514| [86] [Pitcher]
 32:  515| [86] [{There are, there are. I know I do.}]
 33:  520| [85] [{Huh, who are you?}]
 34:  531| [86] [Stupid Boy]
 35:  532| [86] [{Huh, who are you?}]
 36:  540| [85] [{You know, the guy always playing baseball on the sports grounds.]
 37:  542| [85] [ They call me Pitcher Tanaka.}]
 38:  553| [86] [Pitcher]
 39:  554| [86] [{You know, the guy always playing baseball on the sports grounds. They call me Pitcher Tanaka.}]
 40:  568| [85] [{Literally who?}]
 41:  579| [86] [Calm Boy]
 42:  580| [86] [{Literally who?}]
 43:  591| [85] [{Forget it, just get to the roof already.}]
 44:  607| [86] [Catcher]
 45:  608| [86] [{Forget it, just get to the roof already.}]
 46:  649| [85] [{Okay...]
 47:  651| [85] [ whoa, there's already]
 48:  653| [85] [ a huge crowd here!}]
 49:  664| [86] [Calm Boy]
 50:  665| [86] [{Okay... whoa, there's already a huge crowd here!}]
 51:  676| [85] [{They're all just nosy! Everyone's got too much time on their hands~}]
 52:  687| [86] [Batter]
 53:  688| [86] [{They're all just nosy! Everyone's got too much time on their hands~}]
 54:  699| [85] [{Is Mr. Nameless]
 55:  701| [85] [ gonna show up!?]
 56:  703| [85] [ How's the roof!?}]
 57:  714| [86] [Calm Boy]
 58:  715| [86] [{Is Mr. Nameless gonna show up!? How's the roof!?}]
 59:  731| [85] [{I can't see from here!]
 60:  733| [85] [ Someone go check!}]
 61:  749| [86] [Stupid Boy]
 62:  750| [86] [{I can't see from here! Someone go check!}]
 63:  755| [85] [{Roger, this is Pitcher Tanaka. One girl is on the roof.]
